Rank,date,primaryTitle,budget,domestic_gross,world_gross
"5,126","Sep 16, 2005",Thumbsucker,"$4,000,000","$1,328,679","$1,919,197"
"5,917","Sep 16, 2005",Cry Wolf,"$1,000,000","$10,047,674","$15,943,081"
"5,979","Sep 16, 2005",Chocolate: Deep Dark Secrets,"$1,000,000","$49,000","$1,549,000"
"2,592","Sep 16, 2011",Straw Dogs,"$25,000,000","$10,324,441","$11,253,821"
"2,672","Sep 16, 2011",I Don't Know How She Does It,"$24,000,000","$9,659,074","$24,474,463"
"3,428","Sep 16, 2011",Drive,"$15,000,000","$35,060,689","$81,357,930"
"4,435","Sep 16, 2011",Restless,"$8,000,000","$163,753","$2,772,511"
"4,503","Sep 16, 2011",3,"$7,200,000","$59,774","$295,492"
"4,146","Sep 16, 2016",Hillsong: Let Hope Rise,"$10,000,000","$2,394,725","$2,678,525"
"4,425","Sep 16, 2016",Mr. Church,"$8,000,000","$685,780","$685,780"
"5,767","Sep 16, 2016",31,"$1,500,000","$779,820","$922,727"
"6,428","Sep 17, 1920",Over the Hill to the Poorhouse,"$100,000","$3,000,000","$3,000,000"
"1,455","Sep 17, 1982",Inchon,"$46,000,000","$4,408,636","$4,408,636"
"2,017","Sep 17, 1993",The Age of Innocence,"$34,000,000","$32,014,993","$32,021,688"
"1,347","Sep 17, 1999",For Love of the Game,"$50,000,000","$35,188,640","$46,112,640"
"1,855","Sep 17, 1999",Blue Streak,"$36,000,000","$68,208,190","$117,448,157"
"3,875","Sep 17, 1999",Breakfast of Champions,"$12,000,000","$178,287","$178,287"
"5,245","Sep 17, 1999",Taxman,"$3,500,000","$9,871","$9,871"
"6,317","Sep 17, 1999",Sugar Town,"$250,000","$178,095","$178,095"
886,"Sep 17, 2004",Sky Captain and the World of Tomorrow,"$70,000,000.00","$37,760,080.00","$49,730,854.00"
"1,969","Sep 17, 2004",Wimbledon,"$35,000,000","$16,862,585","$41,666,476"
"2,212","Sep 17, 2004",Mr. 3000,"$30,000,000","$21,800,302","$21,827,296"
"5,809","Sep 17, 2004",Incident at Loch Ness,"$1,400,000","$36,830","$56,073"
"4,347","Sep 17, 2009",Bright Star,"$8,500,000","$4,444,637","$17,220,091"
"1,836","Sep 17, 2010",The Town,"$37,000,000","$92,186,262","$152,566,881"
"2,917","Sep 17, 2010",Alpha and Omega,"$20,000,000","$25,107,267","$48,958,353"
"4,020","Sep 17, 2010",Devil,"$10,000,000","$33,679,655","$63,354,114"
"4,371","Sep 17, 2010",Easy A,"$8,000,000","$58,401,464","$76,200,721"
"4,605","Sep 17, 2010",Incendies,"$6,800,000","$6,857,096","$16,017,448"
"1,242","Sep 17, 2015",Black Mass,"$53,000,000","$62,575,678","$98,837,872"
"2,162","Sep 17, 2015",Sicario,"$30,000,000","$46,889,293","$84,264,182"
"4,592","Sep 17, 2015",Oddball,"$7,000,000",$0,"$10,338,919"
"5,587","Sep 17, 2015",Captive,"$2,000,000","$2,583,301","$2,791,973"
"5,695","Sep 18, 1951",A Streetcar Named Desire,"$1,800,000","$8,000,000","$8,008,368"
"5,856","Sep 18, 1951",The Day the Earth Stood Still,"$1,200,000","$3,700,000","$3,700,000"
"5,408","Sep 18, 1967",Point Blank,"$3,000,000",$0,$0
"4,860","Sep 18, 1981",Mommie Dearest,"$5,000,000","$19,032,000","$25,032,000"
"3,580","Sep 18, 1987",Fatal Attraction,"$14,000,000","$156,645,693","$320,099,997"
"1,879","Sep 18, 1998",Rush Hour,"$35,000,000","$141,186,864","$245,300,000"
"2,208","Sep 18, 1998",One True Thing,"$30,000,000","$23,337,196","$26,708,196"
"5,618","Sep 18, 1998",Six-String Samurai,"$2,000,000","$134,624","$134,624"
"6,419","Sep 18, 2007",A Dog’s Breakfast,"$120,000",$0,$0
471,"Sep 18, 2009",Cloudy with a Chance of Meatballs,"$100,000,000.00","$124,870,275.00","$236,827,677.00"
"2,744","Sep 18, 2009",The Informant!,"$22,000,000","$33,316,821","$41,771,168"
"3,050","Sep 18, 2009",The Burning Plain,"$20,000,000","$200,730","$1,167,092"
"3,160","Sep 18, 2009",Love Happens,"$18,000,000","$22,965,110","$36,133,014"
"3,329","Sep 18, 2009",Jennifer's Body,"$16,000,000","$16,204,793","$31,943,401"
"5,943","Sep 18, 2009",The Secrets of Jonathan Sperry,"$1,000,000","$1,355,079","$1,355,079"
"4,393","Sep 18, 2013",Enough Said,"$8,000,000","$17,550,872","$25,621,449"
"5,869","Sep 18, 2015",La navaja de Don Juan,"$1,200,000","$4,254","$4,254"
"5,999","Sep 18, 2020",The Man in the Hat,"$1,000,000",$0,"$206,973"
"2,987","Sep 18, 2024",Never Let Go,"$20,000,000","$10,306,106","$21,772,597"
"4,647","Sep 19, 1980",Ordinary People,"$6,200,000","$52,302,978","$52,302,978"
"3,135","Sep 19, 1984",Amadeus,"$18,000,000","$51,973,029","$51,973,029"
"2,501","Sep 19, 1990",Goodfellas,"$25,000,000","$46,743,809","$47,103,483"
"1,895","Sep 19, 1997",L.A. Confidential,"$35,000,000","$64,604,977","$126,204,977"
"1,897","Sep 19, 1997",In & Out,"$35,000,000","$63,826,569","$83,226,569"
"2,174","Sep 19, 2003",Secondhand Lions,"$30,000,000","$42,070,939","$47,902,566"
"2,738","Sep 19, 2003",Underworld,"$22,000,000","$51,970,690","$95,708,457"
"3,197","Sep 19, 2003",Anything Else,"$18,000,000","$3,203,044","$13,203,044"
"5,945","Sep 19, 2003",Bubba Ho-Tep,"$1,000,000","$1,239,183","$1,492,895"
"2,397","Sep 19, 2008",The Duchess,"$27,000,000","$13,848,978","$45,160,110"
"2,754","Sep 19, 2008",Igor,"$22,000,000","$19,528,602","$31,013,349"
"2,877","Sep 19, 2008",Lakeview Terrace,"$20,000,000","$39,263,506","$44,821,299"
"2,932","Sep 19, 2008",Appaloosa,"$20,000,000","$20,211,394","$27,911,453"
"2,936","Sep 19, 2008",My Best Friend's Girl,"$20,000,000","$19,219,250","$34,787,111"
"2,971","Sep 19, 2008",Ghost Town,"$20,000,000","$13,367,624","$29,958,228"
"4,613","Sep 19, 2008",Tropa de Elite,"$6,537,890","$8,744","$14,319,195"
"6,189","Sep 19, 2012",Now is Good,"$500,000",$0,"$2,141,436"
"1,452","Sep 19, 2013",Prisoners,"$46,000,000","$61,002,302","$113,310,547"
"1,067","Sep 19, 2014",The Boxtrolls,"$60,000,000","$50,837,305","$111,898,741"
"2,356","Sep 19, 2014",A Walk Among the Tombstones,"$28,000,000","$26,017,685","$62,108,587"
"2,894","Sep 19, 2014",This is Where I Leave You,"$20,000,000","$34,296,320","$41,296,320"
"5,364","Sep 19, 2014",Tusk,"$3,000,000","$1,821,983","$1,887,554"
"5,622","Sep 19, 2014",Pump,"$2,000,000","$89,787","$89,787"
"6,078","Sep 19, 2014",Not Cool,"$800,000","$35,688","$35,688"
443,"Sep 19, 2017",Kingsman: The Golden Circle,"$104,000,000.00","$100,234,838.00","$408,803,696.00"
"1,637","Sep 19, 2018",The House with a Clock in its Walls,"$40,000,000","$68,549,695","$131,457,147"
718,"Sep 19, 2019",Ad Astra,"$80,000,000.00","$50,188,370.00","$135,406,280.00"
795,"Sep 19, 2019",Abominable,"$75,000,000.00","$60,761,390.00","$188,668,889.00"
"1,332","Sep 19, 2019",Rambo: Last Blood,"$50,000,000","$44,819,352","$91,378,886"
"3,977","Sep 2, 1994",There Goes My Baby,"$10,500,000","$125,169","$125,169"
744,"Sep 2, 2005",A Sound of Thunder,"$80,000,000.00","$1,900,451.00","$6,300,451.00"
"2,058","Sep 2, 2005",The Transporter 2,"$32,000,000","$43,095,856","$88,978,458"
"2,605","Sep 2, 2005",Underclassman,"$25,000,000","$5,654,777","$5,654,777"
"2,554","Sep 2, 2011",Shark Night 3D,"$25,000,000","$18,877,153","$18,877,153"
"4,863","Sep 2, 2011",Apollo 18,"$5,000,000","$17,686,929","$26,517,819"
"5,037","Sep 2, 2011",Salvando al Soldado Perez,"$4,500,000","$1,400,726","$9,330,465"
"6,079","Sep 2, 2011",Kill List,"$800,000","$29,063","$462,206"
"2,758","Sep 2, 2015",The Transporter Refueled,"$22,000,000","$16,029,670","$69,698,495"
"4,326","Sep 2, 2015",Le tout nouveau testament,"$8,700,000","$127,910","$19,499,856"
"2,974","Sep 2, 2016",The Light Between Oceans,"$20,000,000","$12,545,979","$22,281,732"
"4,324","Sep 2, 2016",Dofus - Livre 1: Julith,"$8,800,000",$0,"$624,747"
"4,411","Sep 2, 2016",Morgan,"$8,000,000","$3,915,251","$7,298,786"
"5,501","Sep 2, 2016",Antibirth,"$2,500,000",$0,$0
"1,745","Sep 2, 2021",Malignant,"$40,000,000","$13,391,791","$33,974,421"
"5,309","Sep 20, 1958",Cat on a Hot Tin Roof,"$3,000,000","$17,570,324","$17,570,642"
"2,654","Sep 20, 1991",The Fisher King,"$24,000,000","$41,798,224","$41,798,224"
928,"Sep 20, 1996",Last Man Standing,"$67,000,000","$18,115,927","$18,149,997"
"2,114","Sep 20, 1996",The First Wives Club,"$30,000,000","$105,489,203","$181,489,203"
"2,631","Sep 20, 1996",Matilda,"$25,000,000",$0,"$9,755,282"
"6,275","Sep 20, 1996",When The Cat's Away,"$300,000","$1,652,472","$2,525,984"
900,"Sep 20, 2002",Ballistic: Ecks vs. Sever,"$70,000,000.00","$14,294,842.00","$14,294,842.00"
"1,231","Sep 20, 2002",Eye See You,"$55,000,000","$79,161","$1,807,990"
"1,966","Sep 20, 2002",The Four Feathers,"$35,000,000","$18,306,166","$29,882,645"
"2,263","Sep 20, 2002",Trapped,"$30,000,000","$6,916,869","$7,005,468"
"4,030","Sep 20, 2002",The Banger Sisters,"$10,000,000","$30,306,281","$38,067,218"
"4,415","Sep 20, 2002",8 femmes,"$8,000,000","$3,076,425","$42,376,425"
"5,117","Sep 20, 2002",Secretary,"$4,000,000","$4,046,737","$9,412,015"
774,"Sep 20, 2004",Shark Tale,"$75,000,000.00","$161,412,000.00","$371,741,123.00"
"3,420","Sep 20, 2012",End of Watch,"$15,000,000","$41,003,371","$57,586,606"
"3,693","Sep 20, 2012",The Perks of Being a Wallflower,"$13,000,000","$17,742,948","$33,069,303"
"4,231","Sep 20, 2012",Amour,"$9,700,000","$6,738,954","$36,787,044"
"2,995","Sep 20, 2013",Battle of the Year,"$20,000,000","$8,888,355","$16,723,377"
"4,448","Sep 20, 2013",Feichang Xingyun,"$8,000,000",$0,"$21,970,000"
"4,434","Sep 20, 2018",London Fields,"$8,000,000","$252,676","$433,732"
"4,939","Sep 21, 1992",Light Sleeper,"$5,000,000","$1,050,861","$1,050,861"
"2,769","Sep 21, 2001",Megiddo: Omega Code 2,"$22,000,000","$6,047,691","$6,047,691"
"4,348","Sep 21, 2001",Glitter,"$8,500,000","$4,273,372","$4,273,372"
"1,492","Sep 21, 2007",Resident Evil: Extinction,"$45,000,000","$50,648,679","$149,871,103"
"2,271","Sep 21, 2007",The Assassination of Jesse James by the Coward …,"$30,000,000","$3,909,149","$15,313,631"
"2,523","Sep 21, 2007",Good Luck Chuck,"$25,000,000","$35,017,297","$60,709,968"
"2,940","Sep 21, 2007",Into the Wild,"$20,000,000","$18,354,356","$56,822,960"
"3,294","Sep 21, 2007",Sydney White,"$16,500,000","$11,892,415","$13,636,339"
"6,034","Sep 21, 2007",Antônia - O Filme,"$950,000","$3,550","$289,789"
"1,090","Sep 21, 2012",Trouble with the Curve,"$60,000,000","$35,763,137","$47,818,913"
"3,479","Sep 21, 2012",Killing Them Softly,"$15,000,000","$14,945,541","$39,238,443"
"4,602","Sep 21, 2012",House at the End of the Street,"$6,900,000","$31,611,916","$44,103,982"
"6,173","Sep 21, 2012",The Other Dream Team,"$500,000","$134,109","$314,444"
417,"Sep 21, 2016",Miss Peregrine’s Home for Peculiar Children,"$110,000,000.00","$87,242,834.00","$295,986,876.00"
701,"Sep 21, 2018",Smallfoot,"$80,000,000.00","$83,240,103.00","$214,244,195.00"
"1,826","Sep 21, 2018",The Sisters Brothers,"$38,000,000","$3,143,056","$14,636,067"
"4,132","Sep 21, 2018",Life Itself,"$10,000,000","$4,095,431","$7,960,474"
"4,565","Sep 21, 2018",Assassination Nation,"$7,000,000","$2,005,142","$2,852,759"
"4,902","Sep 21, 2018",Fahrenheit 11/9,"$5,000,000","$6,352,306","$6,653,715"
"2,132","Sep 21, 2023",PAW Patrol: The Mighty Movie,"$30,000,000","$65,343,309","$201,775,469"
"2,163","Sep 22, 1989",Black Rain,"$30,000,000","$45,892,212","$133,892,212"
"2,116","Sep 22, 1995",Se7en,"$30,000,000","$100,125,643","$328,125,643"
"3,461","Sep 22, 2000",Urban Legends: Final Cut,"$15,000,000","$21,468,807","$38,574,362"
"3,751","Sep 22, 2000",Dancer in the Dark,"$12,500,000","$4,157,491","$45,556,774"
"4,409","Sep 22, 2000",Woman on Top,"$8,000,000","$5,018,450","$10,192,613"
"5,986","Sep 22, 2000",The Specials,"$1,000,000","$12,996","$12,996"
"1,115","Sep 22, 2006",Flyboys,"$60,000,000","$13,090,630","$14,816,379"
"1,226","Sep 22, 2006",All the King's Men,"$55,000,000","$7,221,458","$9,521,458"
"2,007","Sep 22, 2006",Bandidas,"$35,000,000",$0,"$19,282,590"
"3,207","Sep 22, 2006",Renaissance,"$18,000,000","$70,644","$2,401,413"
"3,910","Sep 22, 2006",Jackass: Number Two,"$11,000,000","$72,778,712","$85,278,712"
"4,707","Sep 22, 2006",La science des rêves,"$6,000,000","$4,670,644","$15,137,932"
"5,285","Sep 22, 2006",Feast,"$3,200,000","$56,131","$690,872"
"4,218","Sep 22, 2009",Adam Resurrected,"$10,000,000",$0,"$90,909"
"3,528","Sep 22, 2010",You Will Meet a Tall Dark Stranger,"$15,000,000","$3,247,816","$38,535,748"
869,"Sep 22, 2016",Storks,"$70,000,000.00","$72,679,278.00","$183,353,431.00"
"2,268","Sep 22, 2017",Stronger,"$30,000,000","$4,211,129","$8,786,287"
"2,580","Sep 22, 2017",Battle of the Sexes,"$25,000,000","$12,638,526","$18,445,379"
"4,485","Sep 22, 2017",Borg vs McEnroe,"$7,500,000","$231,346","$8,824,873"
"2,535","Sep 23, 1970",Tora! Tora! Tora!,"$25,000,000","$29,548,291","$29,548,291"
"4,916","Sep 23, 1983",Eddie and the Cruisers,"$5,000,000","$4,685,097","$4,685,097"
"2,539","Sep 23, 1994",The Shawshank Redemption,"$25,000,000","$28,241,469","$28,713,353"
"5,758","Sep 23, 1994",Exotica,"$1,500,000","$5,046,118","$5,046,118"
985,"Sep 23, 2005",Oliver Twist,"$65,000,000","$2,070,920","$26,670,920"
"1,182","Sep 23, 2005",Flightplan,"$55,000,000","$89,706,988","$214,392,904"
"1,655","Sep 23, 2005",Corpse Bride,"$40,000,000","$53,359,111","$114,686,476"
"2,065","Sep 23, 2005",A History of Violence,"$32,000,000","$31,493,782","$61,477,797"
"4,063","Sep 23, 2005",Roll Bounce,"$10,000,000","$17,380,866","$17,433,072"
"4,445","Sep 23, 2005",Dear Wendy,"$8,000,000","$23,106","$446,438"
"5,737","Sep 23, 2005",Dil Jo Bhi Kahey...,"$1,600,000","$129,319","$129,319"
"6,008","Sep 23, 2005",Proud,"$1,000,000",$0,$0
"5,662","Sep 23, 2008",Slacker Uprising,"$2,000,000",$0,$0
"2,961","Sep 23, 2009",Capitalism: A Love Story,"$20,000,000","$14,363,397","$19,121,531"
893,"Sep 23, 2011",Killer Elite,"$70,000,000.00","$25,124,986.00","$65,409,046.00"
"1,299","Sep 23, 2011",Moneyball,"$50,000,000","$75,605,492","$111,300,835"
"1,837","Sep 23, 2011",Dolphin Tale,"$37,000,000","$72,286,779","$96,068,724"
"1,945","Sep 23, 2011",Abduction,"$35,000,000","$28,087,155","$86,648,359"
"2,279","Sep 23, 2011",Machine Gun Preacher,"$30,000,000","$538,690","$3,721,988"
"5,128","Sep 23, 2011",Red State,"$4,000,000","$1,065,429","$1,983,596"
"6,385","Sep 23, 2011",Weekend,"$190,000","$484,592","$1,577,585"
672,"Sep 23, 2015",Hotel Transylvania 2,"$80,000,000.00","$169,700,110.00","$474,800,000.00"
"1,775","Sep 23, 2016",USS Indianapolis: Men of Courage,"$40,000,000",$0,"$1,663,785"
"2,560","Sep 23, 2016",Masterminds,"$25,000,000","$17,356,894","$30,850,666"
"3,505","Sep 23, 2016",Queen of Katwe,"$15,000,000","$8,874,389","$10,055,481"
"4,812","Sep 23, 2016",The Girl with all the Gifts,"$5,250,000",$0,"$4,801,837"
"4,603","Sep 24, 1993",Dazed and Confused,"$6,900,000","$8,146,774","$8,154,745"
"5,351","Sep 24, 1993",Warlock: The Armageddon,"$3,000,000","$3,902,679","$3,902,679"
"1,606","Sep 24, 1999",Double Jeopardy,"$40,000,000","$116,735,231","$177,835,231"
"2,317","Sep 24, 1999",Mumford,"$28,700,000","$4,559,569","$4,559,569"
"3,205","Sep 24, 1999",One Man's Hero,"$18,000,000","$229,311","$229,311"
"3,521","Sep 24, 1999",Jakob the Liar,"$15,000,000","$4,956,401","$4,956,401"
"1,307","Sep 24, 2004",The Forgotten,"$50,000,000","$66,711,892","$117,211,892"
"1,770","Sep 24, 2004",The Last Shot,"$40,000,000","$463,730","$463,730"
"2,256","Sep 24, 2004",First Daughter,"$30,000,000","$9,055,010","$10,419,084"
"4,873","Sep 24, 2004",Shaun of the Dead,"$5,000,000","$14,332,695","$29,782,479"
"5,971","Sep 24, 2004",Guiana 1838,"$1,000,000","$227,241","$227,241"
491,"Sep 24, 2010",Legend of the Guardians: The Owls of Ga'Hoole,"$100,000,000.00","$55,675,313.00","$139,716,717.00"
878,"Sep 24, 2010",Wall Street 2: Money Never Sleeps,"$70,000,000.00","$52,474,616.00","$137,431,619.00"
"2,915","Sep 24, 2010",You Again,"$20,000,000","$25,702,053","$32,838,945"
"3,356","Sep 24, 2010",Enter the Void,"$16,000,000","$337,997","$1,467,278"
"5,609","Sep 24, 2010",The Virginity Hit,"$2,000,000","$636,706","$636,706"
"5,674","Sep 24, 2010",Buried,"$1,987,650","$1,044,143","$21,270,290"
"1,626","Sep 24, 2015",The Intern,"$40,000,000","$75,764,672","$197,115,710"
"5,925","Sep 24, 2015",The Green Inferno,"$1,000,000","$7,192,291","$12,931,420"
"1,395","Sep 24, 2021",The Many Saints of Newark,"$50,000,000","$8,237,403","$12,732,039"
"5,566","Sep 25, 1961",The Hustler,"$2,000,000","$7,600,000","$7,600,000"
"4,776","Sep 25, 1981",Chariots of Fire,"$5,500,000","$61,558,162","$61,924,076"
"3,441","Sep 25, 1987",The Princess Bride,"$15,000,000","$30,857,000","$31,046,220"
"1,627","Sep 25, 1992",The Last of the Mohicans,"$40,000,000","$75,505,856","$75,505,856"
"1,205","Sep 25, 1998",Ronin,"$55,000,000","$41,610,884","$70,692,101"
"3,592","Sep 25, 1998",Urban Legend,"$14,000,000","$38,116,707","$72,571,864"
"4,417","Sep 25, 1998",Clay Pigeons,"$8,000,000","$1,793,359","$2,256,606"
"5,982","Sep 25, 1998",The Last Big Thing,"$1,000,000","$22,434","$22,434"
"3,069","Sep 25, 2008",Der Baader Meinhof Komplex,"$19,700,000","$476,270","$16,498,827"
723,"Sep 25, 2009",Surrogates,"$80,000,000.00","$38,577,772.00","$119,668,350.00"
"1,750","Sep 25, 2009",Pandorum,"$40,000,000","$10,330,853","$17,033,431"
"2,715","Sep 25, 2009",Coco avant Chanel,"$23,000,000","$6,113,834","$50,813,834"
"3,161","Sep 25, 2009",Fame,"$18,000,000","$22,455,510","$80,227,619"
"4,572","Sep 25, 2009",I Hope They Serve Beer in Hell,"$7,000,000","$1,429,299","$1,429,453"
"6,215","Sep 25, 2009",Paranormal Activity,"$450,000","$107,918,810","$194,183,034"
259,"Sep 25, 2015",Pan,"$150,000,000.00","$35,088,320.00","$151,525,973.00"
"4,504","Sep 25, 2015",Mississippi Grind,"$7,100,000","$130,541","$448,641"
"4,989","Sep 25, 2015",Navy SEAL vs. Zombies,"$5,000,000",$0,$0
"6,140","Sep 25, 2015",Julija in alfa Romeo,"$560,000",$0,"$8,462"
"6,484","Sep 25, 2018",Terrifier,"$35,000","$339,946","$342,707"
"5,848","Sep 26, 1975",The Rocky Horror Picture Show,"$1,200,000","$40,564,000","$41,744,917"
"4,323","Sep 26, 1986",Crocodile Dundee,"$8,800,000","$174,803,506","$328,203,506"
"5,889","Sep 26, 1986",Down by Law,"$1,100,000","$1,436,000","$1,436,000"
"1,338","Sep 26, 1997",The Peacemaker,"$50,000,000","$41,263,140","$62,967,368"
"3,180","Sep 26, 1997",The Ice Storm,"$18,000,000","$8,038,061","$16,011,975"
"4,469","Sep 26, 1997",Soul Food,"$7,500,000","$43,492,389","$43,492,389"
641,"Sep 26, 2003",The Rundown,"$85,000,000.00","$47,641,743.00","$80,831,893.00"
"1,751","Sep 26, 2003",Duplex,"$40,000,000","$9,652,000","$10,070,651"
"1,995","Sep 26, 2003",Luther,"$35,000,000","$5,781,086","$32,717,063"
"3,140","Sep 26, 2003",Under the Tuscan Sun,"$18,000,000","$43,601,508","$57,490,024"
"3,943","Sep 26, 2003",The Gospel of John,"$11,000,000","$4,068,087","$4,234,355"
"5,482","Sep 26, 2003",My Life Without Me,"$2,500,000","$432,360","$12,267,275"
692,"Sep 26, 2008",Eagle Eye,"$80,000,000.00","$101,440,743.00","$180,585,259.00"
"1,535","Sep 26, 2008",Miracle at St. Anna,"$45,000,000","$7,916,887","$9,676,497"
"3,636","Sep 26, 2008",The Lucky Ones,"$14,000,000","$266,967","$266,967"
"5,259","Sep 26, 2008",Choke,"$3,400,000","$2,926,565","$4,124,277"
"5,443","Sep 26, 2008",Rejsen til Saturn,"$2,700,000",$0,"$5,377,665"
"6,147","Sep 26, 2008",Fireproof,"$500,000","$33,456,317","$33,473,297"
"4,460","Sep 26, 2011",The Bling Ring,"$8,000,000",$0,$0
750,"Sep 26, 2013",Cloudy with a Chance of Meatballs 2,"$78,000,000.00","$119,793,567.00","$274,392,649.00"
"2,222","Sep 26, 2013",Runner Runner,"$30,000,000","$19,316,646","$60,512,680"
"1,176","Sep 26, 2014",The Equalizer,"$55,000,000","$101,530,738","$192,903,624"
"4,948","Sep 26, 2014",Jimi: All is By My Side,"$5,000,000","$340,911","$927,074"
"5,739","Sep 26, 2014",Two Night Stand,"$1,600,000","$15,600","$868,081"
"2,299","Sep 26, 2018",Night School,"$29,000,000","$77,339,130","$104,145,633"
"4,062","Sep 27, 1985",Invasion U.S.A.,"$10,000,000","$17,536,256","$17,536,256"
"2,928","Sep 27, 1995",To Die For,"$20,000,000","$21,284,514","$27,688,744"
"1,818","Sep 27, 1996",Extreme Measures,"$38,000,000","$17,378,193","$17,378,193"
"4,678","Sep 27, 2000",Best in Show,"$6,000,000","$18,621,249","$20,695,413"
"1,068","Sep 27, 2002",The Tuxedo,"$60,000,000","$50,586,000","$104,429,625"
"1,795","Sep 27, 2002",Sweet Home Alabama,"$38,000,000","$127,214,072","$182,365,114"
"2,803","Sep 27, 2002",Moonlight Mile,"$21,000,000","$6,830,957","$6,830,957"
"3,377","Sep 27, 2002",Wasabi,"$15,300,000","$81,525","$7,000,000"
"4,949","Sep 27, 2002",Skins,"$5,000,000","$249,204","$249,204"
"6,033","Sep 27, 2002",Charly,"$950,000","$814,666","$814,666"
"4,679","Sep 27, 2006",The Last King of Scotland,"$6,000,000","$17,606,684","$49,155,371"
624,"Sep 27, 2012",Hotel Transylvania,"$85,000,000.00","$148,313,048.00","$377,369,679.00"
"1,459","Sep 27, 2012",Taken 2,"$45,000,000","$139,854,287","$377,807,404"
"2,129","Sep 27, 2012",Looper,"$30,000,000","$66,486,205","$170,466,405"
"3,196","Sep 27, 2013",Metallica Through the Never,"$18,000,000","$3,419,967","$9,082,906"
"4,339","Sep 27, 2013",Baggage Claim,"$8,500,000","$21,569,509","$22,885,836"
"4,779","Sep 27, 2013",Don Jon,"$5,500,000","$24,477,704","$41,268,579"
"2,951","Sep 27, 2017",Flatliners,"$20,000,000","$16,883,115","$45,173,738"
"2,069","Sep 27, 2018",Bad Times at the El Royale,"$32,000,000","$17,839,115","$31,178,942"
"4,782","Sep 27, 2018",Hell Fest,"$5,500,000","$11,107,431","$18,294,883"
"5,714","Sep 27, 2018",Girl,"$1,750,000",$0,"$8,719,182"
"5,396","Sep 27, 2019",3 From Hell,"$3,000,000",$0,"$119,009"
721,"Sep 27, 2023",The Creator,"$80,000,000.00","$40,774,679.00","$104,272,136.00"
"3,669","Sep 27, 2023",Saw X,"$13,000,000","$53,607,898","$125,319,714"
817,"Sep 27, 2024",Devara Part 1,"$75,000,000.00","$5,600,000.00","$33,398,822.00"
"4,559","Sep 28, 1990",Dark Angel,"$7,000,000","$4,372,561","$4,372,561"
"1,316","Sep 28, 2001",Don’t Say a Word,"$50,000,000","$54,997,476","$104,488,383"
"2,092","Sep 28, 2001",Hearts in Atlantis,"$31,000,000","$24,185,781","$30,885,781"
"2,344","Sep 28, 2001",Zoolander,"$28,000,000","$45,172,250","$60,780,981"
"5,608","Sep 28, 2001",Dinner Rush,"$2,000,000","$638,227","$1,075,504"
"5,785","Sep 28, 2005",Forty Shades of Blue,"$1,500,000","$75,828","$172,569"
833,"Sep 28, 2007",The Kingdom,"$72,500,000.00","$47,467,250.00","$86,802,457.00"
"2,730","Sep 28, 2007",The Game Plan,"$22,000,000","$90,648,202","$146,590,987"
"3,522","Sep 28, 2007",Se jie,"$15,000,000","$4,604,982","$65,167,430"
"3,872","Sep 28, 2007",Trade,"$12,000,000","$214,202","$1,513,388"
"1,773","Sep 28, 2012",Solomon Kane,"$40,000,000",$0,"$22,024,849"
"3,102","Sep 28, 2012",Won't Back Down,"$19,000,000","$5,310,554","$5,745,503"
"3,240","Sep 28, 2012",Pitch Perfect,"$17,000,000","$65,001,093","$116,044,347"
"5,788","Sep 28, 2015","Me, You and Five Bucks","$1,500,000","$2,105","$2,105"
"3,364","Sep 28, 2018",The Old Man and the Gun,"$15,800,000","$11,277,120","$16,955,673"
"3,231","Sep 28, 2022",Smile,"$17,000,000","$105,935,048","$217,038,821"
"5,471","Sep 29, 1991",My Own Private Idaho,"$2,500,000","$6,401,336","$6,402,775"
"4,868","Sep 29, 1995",Halloween: The Curse of Michael Myers,"$5,000,000","$15,126,948","$15,126,948"
"2,107","Sep 29, 2000",Remember the Titans,"$30,000,000","$115,719,751","$136,771,683"
