Rank,date,primaryTitle_x,budget,domestic_gross,world_gross,title_x,year,name_id,tconst,titleType,primaryTitle_y,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,nconst,writers,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,title_y
"5,906",2012-01-06,The Devil Inside,"$1,000,000","$53,262,945","$101,759,490",the devil inside,2012,the devil inside2012,tt1560985,movie,the devil inside,The Devil Inside,0,2012,\N,83,Horror,4.2,37850,nm0068587,"nm0068587,nm1834343",William Brent Bell,\N,\N,"director,producer,writer","tt11851548,tt3882082,tt1560985,tt0441796",the devil inside
815,2022-01-06,The 355,"$75,000,000.00","$14,570,455.00","$18,902,798.00",the 355,2022,the 3552022,tt8356942,movie,the 355,The 355,0,2022,\N,122,"Action,Thriller",5.6,39392,nm1334526,"nm0714246,nm1334526",Simon Kinberg,1973,\N,"producer,writer,script_department","tt3659388,tt3315342,tt1502712,tt1877832",the 355
"2,161",2005-01-07,Racing Stripes,"$30,000,000","$49,772,522","$89,809,433",racing stripes,2005,racing stripes2005,tt0376105,movie,racing stripes,Racing Stripes,0,2005,\N,102,"Adventure,Comedy,Drama",5.2,18487,nm0238865,"nm1419268,nm1176853,nm0210320,nm0238865",Frederik Du Chau,1965,\N,"animation_department,director,writer","tt0376105,tt0467110,tt0772171,tt0120800",racing stripes
"3,998",2005-01-07,White Noise,"$10,000,000","$56,094,360","$92,094,360",white noise,2005,white noise2005,tt0375210,movie,white noise,White Noise,0,2005,\N,101,"Drama,Horror,Mystery",5.5,51324,nm0768249,nm0425894,Geoffrey Sax,1949,\N,"director,miscellaneous,actor","tt0457495,tt0324264,tt0375210,tt0094519",white noise
"6,372",2005-01-07,Solitude,"$200,000","$6,260","$6,260",solitude,2005,solitude2005,tt0451206,movie,solitude,Solitude,0,2005,\N,74,Drama,9.0,18,nm1621625,nm1621625,Steve Kopera,\N,\N,"producer,writer,director","tt5608000,tt2376440,tt1704177",solitude
"1,714",2011-01-07,Season of the Witch,"$40,000,000","$24,827,228","$91,126,600",season of the witch,2011,season of the witch2011,tt0479997,movie,season of the witch,Season of the Witch,0,2011,\N,95,"Action,Adventure,Fantasy",5.4,99283,nm0784061,nm0776885,Dominic Sena,1949,\N,"director,cinematographer,camera_department","tt0107302,tt0365929,tt0244244,tt0239142",season of the witch
"6,014",2014-01-07,Hidden Away,"$1,000,000",$0,$0,hidden away,2014,hidden away2014,tt3289362,movie,hidden away,A escondidas,0,2014,\N,96,"Drama,Romance",7.0,3047,nm1843271,nm1843271,Mikel Rueda,1980,\N,"director,writer,producer","tt3289362,tt8586448,tt5559552,tt16419378",hidden away
"4,041",2016-01-07,The Forest,"$10,000,000","$26,594,261","$40,749,230",the forest,2016,the forest2016,tt3387542,movie,the forest,The Forest,0,2016,\N,93,"Horror,Mystery,Thriller",4.8,46278,nm4941030,"nm2406892,nm0180506,nm4528537",Jason Zada,1974,\N,"director,writer,producer","tt3387542,tt2290689,tt1958043",the forest
"4,041",2016-01-07,The Forest,"$10,000,000","$26,594,261","$40,749,230",the forest,2016,the forest2016,tt4982356,movie,the forest,The Forest,0,2016,\N,109,"Drama,Fantasy,Horror",6.4,335,nm0819965,nm0819965,Paul Spurrier,1967,\N,"actor,cinematographer,director","tt6957142,tt4982356,tt14209234,tt0089568",the forest
"4,228",2016-01-07,Friend Request,"$9,900,000","$3,759,078","$11,310,835",friend request,2016,friend request2016,tt3352390,movie,friend request,Friend Request,0,2016,\N,92,"Horror,Mystery,Thriller",5.2,28129,nm0894207,"nm0050722,nm2279441,nm0894207",Simon Verhoeven,1972,\N,"actor,director,writer","tt5500148,tt1255955",friend request
"3,091",2010-01-08,Leap Year,"$19,000,000","$25,918,920","$32,618,920",leap year,2010,leap year2010,tt1216492,movie,leap year,Leap Year,0,2010,\N,100,"Comedy,Romance",6.4,112004,nm0875793,"nm0438226,nm0253323",Anand Tucker,1963,\N,"producer,director,writer","tt0335119,tt0150915,tt1216492,tt2058107",leap year
"3,091",2010-01-08,Leap Year,"$19,000,000","$25,918,920","$32,618,920",leap year,2010,leap year2010,tt1537401,movie,leap year,Año bisiesto,0,2010,\N,94,"Drama,Romance",5.8,2854,nm3669732,"nm3669468,nm3669732",Michael Rowe,1971,\N,"director,writer,producer","tt1537401,tt2625968,tt2341644,tt2294747",leap year
"5,239",2016-01-08,The Masked Saint,"$3,500,000","$182,695","$182,695",the masked saint,2016,the masked saint2016,tt3103166,movie,the masked saint,The Masked Saint,0,2016,\N,105,"Action,Biography,Crime",4.7,772,nm1284464,"nm2027904,nm1616666,nm2329814",Warren P. Sonoda,\N,\N,"director,producer,editor","tt8690918,tt0290988,tt10074330,tt8932756",the masked saint
159,2020-01-08,Dolittle,"$175,000,000.00","$77,047,065.00","$251,509,294.00",dolittle,2020,dolittle2020,tt6673612,movie,dolittle,Dolittle,0,2020,\N,101,"Adventure,Comedy,Family",5.6,72740,nm0300866,"nm0300866,nm2287168,nm3096061,nm2411725,nm0517452",Stephen Gaghan,1965,\N,"writer,producer,miscellaneous","tt0365737,tt0181865,tt6673612,tt1800302",dolittle
"3,100",1998-01-09,Firestorm,"$19,000,000","$8,123,860","$8,123,860",firestorm,1998,firestorm1998,tt0120670,movie,firestorm,Firestorm,0,1998,\N,89,"Action,Thriller",4.8,4401,nm0005871,nm0815425,Dean Semler,1943,\N,"cinematographer,camera_department,assistant_director","tt0472043,tt0099348,tt0082694,tt0097162",firestorm
"2,710",2004-01-09,Chasing Liberty,"$23,000,000","$12,189,514","$12,291,975",chasing liberty,2004,chasing liberty2004,tt0360139,movie,chasing liberty,Chasing Liberty,0,2004,\N,111,"Comedy,Romance",6.1,41444,nm0128225,"nm0346938,nm1447604",Andy Cadiff,1955,\N,"director,producer,cinematographer","tt0115369,tt0360139,tt2084712,tt0096684",chasing liberty
"3,818",2004-01-09,My Baby's Daddy,"$12,000,000","$17,321,573","$17,322,212",my baby's daddy,2004,my baby's daddy2004,tt0332712,movie,my baby's daddy,My Baby's Daddy,0,2004,\N,86,Comedy,4.5,3939,nm0243109,"nm0341176,nm1248013,nm0325166,nm0905858",Cheryl Dunye,1966,\N,"director,producer,writer","tt0118125,tt1507369,tt2170509,tt0258223",my baby's daddy
"2,143",2009-01-09,Bride Wars,"$30,000,000","$58,715,510","$115,150,424",bride wars,2009,bride wars2009,tt0901476,movie,bride wars,Bride Wars,0,2009,\N,89,"Comedy,Romance",5.5,117431,nm0935095,"nm0220045,nm1988111,nm2053085",Gary Winick,1961,2011,"producer,director,editor","tt0271219,tt0413895,tt0165986,tt0892318",bride wars
"3,307",2009-01-09,The Unborn,"$16,000,000","$42,670,410","$78,208,812",the unborn,2009,the unborn2009,tt1139668,movie,the unborn,The Unborn,0,2009,\N,88,"Horror,Mystery,Thriller",4.7,53749,nm0275286,nm0275286,David S. Goyer,1965,\N,"writer,producer,director","tt0118929,tt0468569,tt0372784,tt2975590",the unborn
"4,889",2009-01-09,Not Easily Broken,"$5,000,000","$10,572,742","$10,732,909",not easily broken,2009,not easily broken2009,tt0795438,movie,not easily broken,Not Easily Broken,0,2009,\N,99,"Drama,Romance",6.1,3270,nm0004886,"nm0083349,nm0415890",Bill Duke,1943,\N,"actor,director,producer","tt0093773,tt0088944,tt0376994,tt0242445",not easily broken
"1,076",2013-01-09,Gangster Squad,"$60,000,000","$46,000,903","$104,100,903",gangster squad,2013,gangster squad2013,tt1321870,movie,gangster squad,Gangster Squad,0,2013,\N,113,"Action,Crime,Drama",6.7,224421,nm0281508,"nm3263825,nm4624299",Ruben Fleischer,1974,\N,"producer,director,writer","tt1156398,tt1270797,tt1321870,tt1464335",gangster squad
"1,765",1986-07-01,Pirates,"$40,000,000","$1,641,825","$6,341,825",pirates,1986,pirates1986,tt0091757,movie,pirates,Pirates,0,1986,\N,121,"Action,Adventure,Comedy",6.0,9645,nm0000591,"nm0115224,nm0102722,nm0000591",Roman Polanski,1933,\N,"director,actor,writer","tt0071315,tt0074811,tt1139328,tt0063522",pirates
"2,588",1986-07-01,Big Trouble in Little China,"$25,000,000","$11,100,000","$11,208,967",big trouble in little china,1986,big trouble in little china1986,tt0090728,movie,big trouble in little china,Big Trouble in Little China,0,1986,\N,99,"Action,Adventure,Comedy",7.2,157406,nm0000118,"nm0325778,nm0918434,nm0725379",John Carpenter,1948,\N,"writer,music_department,composer","tt0080749,tt0077651,tt0069945,tt0082340",big trouble in little china
"1,566",1992-07-01,Boomerang,"$42,000,000","$70,052,444","$131,052,444",boomerang,1992,boomerang1992,tt0103859,movie,boomerang,Boomerang,0,1992,\N,117,"Comedy,Drama,Romance",5.6,31954,nm0399737,"nm0087904,nm0790775,nm0000552",Reginald Hudlin,1961,\N,"producer,director,writer","tt5301662,tt1853728,tt0109487,tt0099800",boomerang
"1,609",1992-07-01,A League of Their Own,"$40,000,000","$107,533,925","$132,440,066",a league of their own,1992,a league of their own1992,tt0104694,movie,a league of their own,A League of Their Own,0,1992,\N,128,"Comedy,Drama,Sport",7.3,123494,nm0001508,"nm0933718,nm0133676,nm0304665,nm0541632",Penny Marshall,1943,2018,"actress,director,producer","tt0074016,tt0104694,tt0094737,tt0099077",a league of their own
"1,695",1994-07-01,The Shadow,"$40,000,000","$31,835,600","$31,835,600",the shadow,1994,the shadow1994,tt0111143,movie,the shadow,The Shadow,0,1994,\N,108,"Action,Adventure,Crime",6.0,27606,nm0611683,"nm0317212,nm0462895",Russell Mulcahy,1953,\N,"director,producer,writer","tt0091203,tt0432021,tt1567432",the shadow
"3,642",1995-07-01,Clueless,"$13,700,000","$56,598,476","$57,956,789",clueless,1995,clueless1995,tt0112697,movie,clueless,Clueless,0,1995,\N,97,"Comedy,Romance",6.9,254413,nm0002132,nm0002132,Amy Heckerling,\N,\N,"writer,director,producer","tt0115137,tt0083929,tt0097778,tt3973820",clueless
553,1997-07-01,Men in Black,"$90,000,000.00","$250,690,539.00","$587,790,539.00",men in black,1997,men in black1997,tt0119654,movie,men in black,Men in Black,0,1997,\N,98,"Action,Adventure,Comedy",7.3,625409,nm0001756,"nm0192384,nm0004412",Barry Sonnenfeld,1953,\N,"producer,director,cinematographer","tt0119654,tt0120891,tt1409024,tt0106220",men in black
277,1998-07-01,Armageddon,"$140,000,000.00","$201,578,182.00","$554,600,000.00",armageddon,1998,armageddon1998,tt0120591,movie,armageddon,Armageddon,0,1998,\N,151,"Action,Adventure,Sci-Fi",6.7,458133,nm0000881,"nm0378144,nm0009190,nm0006904,nm0004307,nm0690798",Michael Bay,1965,\N,"producer,director,actor","tt0120591,tt1055369,tt2109248,tt0418279",armageddon
171,2003-07-01,Terminator 3: Rise of the Machines,"$170,000,000.00","$150,358,296.00","$433,058,296.00",terminator 3 rise of the machines,2003,terminator 3 rise of the machines2003,tt0181852,movie,terminator 3 rise of the machines,Terminator 3: Rise of the Machines,0,2003,\N,109,"Action,Sci-Fi",6.3,423556,nm0609236,"nm0104335,nm0274905,nm0093328",Jonathan Mostow,1961,\N,"director,producer,writer","tt0181852,tt0118771,tt0141926,tt0986263",terminator 3 rise of the machines
"1,522",2005-07-01,Rebound,"$45,000,000","$16,809,014","$17,492,014",rebound,2005,rebound2005,tt0376108,movie,rebound,Rebound,0,2005,\N,86,"Comedy,Family,Sport",5.2,13754,nm0139867,"nm0938206,nm0214036,nm0833828,nm0524190,nm0601859",Steve Carr,\N,\N,"director,producer","tt1333125,tt1114740,tt0317303,tt0195945",rebound
225,2008-07-01,Hancock,"$150,000,000.00","$227,946,274.00","$624,234,272.00",hancock,2008,hancock2008,tt0448157,movie,hancock,Hancock,0,2008,\N,92,"Action,Comedy,Drama",6.4,519888,nm0000916,"nm1378206,nm0319213",Peter Berg,1964,\N,"producer,actor,writer","tt0108724,tt0124198,tt0110308,tt1091191",hancock
448,2009-07-01,Public Enemies,"$102,500,000.00","$97,104,620.00","$212,282,709.00",public enemies,2009,public enemies2009,tt1152836,movie,public enemies,Public Enemies,0,2009,\N,140,"Action,Biography,Crime",6.9,323550,nm0000520,"nm0072032,nm0000520,nm0081189,nm0123174",Michael Mann,1943,\N,"producer,writer,director","tt0140352,tt0369339,tt0104691,tt0083190",public enemies
246,2010-07-01,The Last Airbender,"$150,000,000.00","$131,772,187.00","$319,713,881.00",the last airbender,2010,the last airbender2010,tt0938283,movie,the last airbender,The Last Airbender,0,2010,\N,103,"Action,Adventure,Family",4.0,176765,nm0796117,nm0796117,M. Night Shyamalan,1970,\N,"producer,director,writer","tt0452637,tt0286106,tt0368447,tt0167404",the last airbender
"2,188",2011-07-01,Larry Crowne,"$30,000,000","$35,608,245","$61,449,135",larry crowne,2011,larry crowne2011,tt1583420,movie,larry crowne,Larry Crowne,0,2011,\N,98,"Comedy,Drama,Romance",6.1,71518,nm0000158,"nm0000158,nm0889522",Tom Hanks,1956,\N,"producer,actor,writer","tt0162222,tt0094737,tt0109830,tt0107818",larry crowne
"2,922",2011-07-01,Monte Carlo,"$20,000,000","$23,186,769","$39,686,769",monte carlo,2011,monte carlo2011,tt1067774,movie,monte carlo,Monte Carlo,0,2011,\N,109,"Adventure,Comedy,Family",5.8,49654,nm0080120,"nm0080120,nm0086194,nm0535940,nm2797005,nm0060072",Thomas Bezucha,\N,\N,"producer,writer,director","tt9340860,tt0212815,tt0356680,tt2802850",monte carlo
"3,572",2015-07-01,Magic Mike XXL,"$14,500,000","$66,013,057","$123,580,421",magic mike xxl,2015,magic mike xxl2015,tt2268016,movie,magic mike xxl,Magic Mike XXL,0,2015,\N,115,"Comedy,Drama,Music",5.6,62078,nm0414423,nm1730221,Gregory Jacobs,1968,\N,"producer,assistant_director,writer","tt1631867,tt2268016,tt0496806,tt3973820",magic mike xxl
"3,941",2016-07-01,Sultan,"$11,000,000","$5,599,781","$72,989,781",sultan,2016,sultan2016,tt4832640,movie,sultan,Sultan,0,2016,\N,170,"Action,Drama,Romance",7.1,53231,nm1804614,nm1804614,Ali Abbas Zafar,1982,\N,"director,writer,producer","tt4832640,tt5956100,tt7721800,tt27501039",sultan
"3,990",2016-07-01,The Purge: Election Year,"$10,000,000","$79,042,440","$118,514,727",the purge election year,2016,the purge election year2016,tt4094724,movie,the purge election year,The Purge: Election Year,0,2016,\N,108,"Action,Horror,Sci-Fi",6.0,112799,nm0218621,nm0218621,James DeMonaco,1969,\N,"writer,producer,director","tt2975578,tt4094724,tt6133466,tt2184339",the purge election year
664,2021-07-01,The Boss Baby: Family Business,"$82,000,000.00","$57,300,280.00","$146,281,732.00",the boss baby family business,2021,the boss baby family business2021,tt6932874,movie,the boss baby family business,The Boss Baby: Family Business,0,2021,\N,107,"Adventure,Animation,Comedy",5.9,23514,nm0569891,"nm0567112,nm0569891,nm2807682",Tom McGrath,1964,\N,"director,writer,actor","tt0351283,tt0479952,tt1911658,tt1277953",the boss baby family business
"3,137",2021-07-01,The Forever Purge,"$18,000,000","$44,539,245","$76,950,525",the forever purge,2021,the forever purge2021,tt10327252,movie,the forever purge,The Forever Purge,0,2021,\N,103,"Action,Crime,Horror",5.4,45184,nm0332740,nm0218621,Everardo Gout,\N,\N,"director,producer,writer","tt1450320,tt1405354,tt10327252,tt4939064",the forever purge
"3,455",2021-07-01,Escape Room: Tournament of Champions,"$15,000,000","$25,314,753","$53,493,064",escape room tournament of champions,2021,escape room tournament of champions2021,tt9844522,movie,escape room tournament of champions,Escape Room: Tournament of Champions,0,2021,\N,88,"Action,Adventure,Horror",5.7,62118,nm0733263,"nm4816650,nm3481322,nm3739595,nm3349927,nm3553141,nm1562688,nm0776885",Adam Robitel,\N,\N,"director,writer,producer","tt3387648,tt9844522,tt5886046,tt5726086",escape room tournament of champions
25,2022-07-01,Thor: Love and Thunder,"$250,000,000.00","$343,256,830.00","$760,928,081.00",thor love and thunder,2022,thor love and thunder2022,tt10648342,movie,thor love and thunder,Thor: Love and Thunder,0,2022,\N,118,"Action,Adventure,Comedy",6.2,416804,nm0169806,"nm0169806,nm3066492,nm0498278,nm1293367,nm0456158,nm4160687,nm1921680,nm1411347,nm2757098,nm0317493,nm3053444",Taika Waititi,1975,\N,"producer,writer,actor","tt3416742,tt2584384,tt4698684,tt1560139",thor love and thunder
"4,668",1981-07-10,Escape from New York,"$6,000,000","$25,244,700","$25,276,350",escape from new york,1981,escape from new york1981,tt0082340,movie,escape from new york,Escape from New York,0,1981,\N,99,"Action,Adventure,Sci-Fi",7.1,161602,nm0000118,"nm0000118,nm0145309",John Carpenter,1948,\N,"writer,music_department,composer","tt0080749,tt0077651,tt0069945,tt0082340",escape from new york
"2,433",1985-07-10,Silverado,"$26,000,000","$33,200,000","$33,200,000",silverado,1985,silverado1985,tt0090022,movie,silverado,Silverado,0,1985,\N,133,"Action,Crime,Drama",7.2,50786,nm0001410,"nm0001410,nm0440461",Lawrence Kasdan,1949,\N,"writer,producer,director","tt0085244,tt0111756,tt0090022,tt0082971",silverado
"3,685",1996-07-10,Harriet the Spy,"$13,000,000","$26,570,048","$26,570,048",harriet the spy,1996,harriet the spy1996,tt0116493,movie,harriet the spy,Harriet the Spy,0,1996,\N,100,"Comedy,Drama,Family",6.0,11262,nm0400486,"nm0280447,nm0852430,nm0848027,nm0677956,nm0714246",Bronwen Hughes,\N,\N,"director,producer,writer","tt3292080,tt0903747,tt3032476,tt0326208",harriet the spy
281,1998-07-10,Lethal Weapon 4,"$140,000,000.00","$130,444,603.00","$285,400,000.00",lethal weapon 4,1998,lethal weapon 41998,tt0122151,movie,lethal weapon 4,Lethal Weapon 4,0,1998,\N,127,"Action,Crime,Thriller",6.6,174439,nm0001149,"nm0000948,nm0501380,nm0332184,nm0587692,nm0316888",Richard Donner,1930,2021,"director,producer,actor","tt0078346,tt0089457,tt0839995,tt0093409",lethal weapon 4
"1,651",1998-07-10,Small Soldiers,"$40,000,000","$55,143,823","$71,743,823",small soldiers,1998,small soldiers1998,tt0122718,movie,small soldiers,Small Soldiers,0,1998,\N,110,"Action,Adventure,Comedy",6.3,107085,nm0001102,"nm0779170,nm0726472,nm0254645,nm0744429",Joe Dante,1946,\N,"director,producer,miscellaneous","tt0093260,tt0087363,tt0082533,tt0122718",small soldiers
"6,453",1998-07-10,Pi,"$68,000","$3,221,152","$4,678,513",pi,1998,pi1998,tt0138704,movie,pi,Pi,0,1998,\N,84,"Drama,Horror,Mystery",7.3,187917,nm0004716,"nm0004716,nm0347797,nm0914615",Darren Aronofsky,1969,\N,"producer,writer,director","tt0138704,tt0414993,tt0180093,tt1125849",pi
"1,567",2009-07-10,Brüno,"$42,000,000","$60,054,530","$138,708,527",brüno,2009,brüno2009,tt0889583,movie,brüno,Brüno,0,2009,\N,81,Comedy,5.9,155134,nm0153078,"nm0056187,nm0385630,nm0563243,nm0769840,nm0063165",Larry Charles,1956,\N,"producer,writer,director","tt0098904,tt1645170,tt0889583,tt0264235",brüno
"3,174",2009-07-10,"I Love You, Beth Cooper","$18,000,000","$14,800,725","$16,382,538","i love you, beth cooper",2009,"i love you, beth cooper2009",tt1032815,movie,"i love you, beth cooper","I Love You, Beth Cooper",0,2009,\N,102,"Adventure,Comedy,Family",5.3,37891,nm0001060,nm0236421,Chris Columbus,1958,\N,"producer,writer,director","tt0241527,tt0295297,tt1454029,tt0294870","i love you, beth cooper"
"3,173",2014-07-10,And So It Goes,"$18,000,000","$15,160,801","$17,920,013",and so it goes,2014,and so it goes2014,tt2465146,movie,and so it goes,And So It Goes,0,2014,\N,94,"Comedy,Drama,Romance",5.9,15528,nm0001661,nm0029125,Rob Reiner,1947,\N,"actor,writer,producer","tt0066626,tt0088258,tt0993846,tt0160916",and so it goes
"1,264",2020-07-10,Greyhound,"$50,300,000",$0,$0,greyhound,2020,greyhound2020,tt6048922,movie,greyhound,Greyhound,0,2020,\N,91,"Action,Drama,History",7.0,118951,nm0773689,"nm0000158,nm0286163",Aaron Schneider,\N,\N,"director,writer,producer","tt6048922,tt1194263,tt0460681,tt0381851",greyhound
"4,970",2020-07-10,Palm Springs,"$5,000,000",$0,"$1,818,417",palm springs,2020,palm springs2020,tt9484998,movie,palm springs,Palm Springs,0,2020,\N,90,"Comedy,Fantasy,Mystery",7.4,190837,nm3817317,"nm4460791,nm3817317",Max Barbakow,\N,\N,"director,writer,producer","tt9484998,tt9860566,tt26491533,tt21822124",palm springs
"1,412",1990-07-11,The Adventures of Ford Fairlane,"$49,000,000","$20,423,389","$20,423,389",the adventures of ford fairlane,1990,the adventures of ford fairlane1990,tt0098987,movie,the adventures of ford fairlane,The Adventures of Ford Fairlane,0,1990,\N,104,"Action,Adventure,Comedy",6.4,19481,nm0001317,"nm0914058,nm0135470,nm0036714,nm0918266",Renny Harlin,1959,\N,"producer,director,writer","tt0132245,tt1905040,tt0106582,tt0112760",the adventures of ford fairlane
571,1997-07-11,Contact,"$90,000,000.00","$100,920,329.00","$165,900,000.00",contact,1997,contact1997,tt0118884,movie,contact,Contact,0,1997,\N,150,"Drama,Mystery,Sci-Fi",7.5,298164,nm0000709,"nm0366337,nm0325533,nm0755981,nm0238668",Robert Zemeckis,1952,\N,"producer,writer,director","tt0088763,tt0109830,tt0118884,tt1907668",contact
"2,367",1997-07-11,A Simple Wish,"$28,000,000","$8,165,213","$8,165,213",a simple wish,1997,a simple wish1997,tt0120133,movie,a simple wish,A Simple Wish,0,1997,\N,89,"Comedy,Family,Fantasy",5.3,5971,nm0006916,nm0745087,Michael Ritchie,1938,2001,"director,producer,actor","tt0091129,tt0080934,tt0089155,tt0106611",a simple wish
754,2003-07-11,The League of Extraordinary Gentlemen,"$78,000,000.00","$66,465,204.00","$179,265,204.00",the league of extraordinary gentlemen,2003,the league of extraordinary gentlemen2003,tt0311429,movie,the league of extraordinary gentlemen,The League of Extraordinary Gentlemen,0,2003,\N,110,"Action,Adventure,Fantasy",5.8,186025,nm0635759,"nm0600872,nm1171463,nm0732702",Stephen Norrington,1964,\N,"special_effects,make_up_department,visual_effects","tt0311429,tt0089908,tt0275468,tt0109575",the league of extraordinary gentlemen
"3,276",2003-07-11,Veronica Guerin,"$17,000,000","$1,569,918","$9,438,074",veronica guerin,2003,veronica guerin2003,tt0312549,movie,veronica guerin,Veronica Guerin,0,2003,\N,98,"Biography,Crime,Drama",6.8,22233,nm0001708,"nm0236305,nm0232858",Joel Schumacher,1939,2020,"director,writer,producer","tt0293508,tt0118688,tt0134273,tt0183649",veronica guerin
"5,680",2003-07-11,Northfork,"$1,900,000","$1,420,578","$1,445,140",northfork,2003,northfork2003,tt0322659,movie,northfork,Northfork,0,2003,\N,103,"Drama,Fantasy",6.2,5626,nm0689187,"nm0689185,nm0689187",Michael Polish,1970,\N,"director,writer,producer","tt0162830,tt0322659,tt0261755,tt1462411",northfork
220,2007-07-11,Harry Potter and the Order of the Phoenix,"$150,000,000.00","$292,137,260.00","$937,034,773.00",harry potter and the order of the phoenix,2007,harry potter and the order of the phoenix2007,tt0373889,movie,harry potter and the order of the phoenix,Harry Potter and the Order of the Phoenix,0,2007,\N,138,"Action,Adventure,Family",7.5,647547,nm0946734,"nm0325533,nm0746830",David Yates,1963,\N,"director,producer,writer","tt0373889,tt1201607,tt0918940,tt0417741",harry potter and the order of the phoenix
120,2008-07-11,The Dark Knight,"$185,000,000.00","$534,235,491.00","$1,007,695,772.00",the dark knight,2008,the dark knight2008,tt0468569,movie,the dark knight,The Dark Knight,0,2008,\N,152,"Action,Crime,Drama",9.0,2938168,nm0634240,"nm0634300,nm0634240,nm0275286,nm0004170",Christopher Nolan,1970,\N,"writer,producer,director","tt6723592,tt0816692,tt1375666,tt0482571",the dark knight
660,2008-07-11,Hellboy II: The Golden Army,"$82,500,000.00","$75,986,503.00","$160,388,063.00",hellboy ii the golden army,2008,hellboy ii the golden army2008,tt0411477,movie,hellboy ii the golden army,Hellboy II: The Golden Army,0,2008,\N,120,"Action,Adventure,Fantasy",7.0,290089,nm0868219,"nm0868219,nm0586005",Guillermo del Toro,1964,\N,"writer,producer,director","tt0457430,tt0167190,tt1488589,tt5580390",hellboy ii the golden army
"1,118",2008-07-11,Meet Dave,"$60,000,000","$11,803,254","$50,648,806",meet dave,2008,meet dave2008,tt0765476,movie,meet dave,Meet Dave,0,2008,\N,90,"Adventure,Comedy,Family",5.1,44284,nm0005367,"nm0338576,nm0179132",Brian Robbins,1963,\N,"producer,actor,writer","tt0174432,tt0477051,tt0393162,tt0090444",meet dave
"1,464",2008-07-11,Journey to the Center of the Earth,"$45,000,000","$101,704,370","$243,180,937",journey to the center of the earth,2008,journey to the center of the earth2008,tt0373051,movie,journey to the center of the earth,Journey to the Center of the Earth,0,2008,\N,93,"Action,Adventure,Family",5.8,133913,nm0108094,"nm0919115,nm0280814,nm0505662,nm0894523",Eric Brevig,1957,\N,"visual_effects,assistant_director,director","tt0119654,tt0100802,tt0213149,tt0096061",journey to the center of the earth
"5,263",2008-07-11,August,"$3,400,000","$12,636","$12,636",august,2008,august2008,tt0470679,movie,august,August,0,2008,\N,88,Drama,5.3,4364,nm0157222,nm0734912,Austin Chick,1974,\N,"director,writer,sound_department","tt2036376,tt0245573,tt0292963,tt1291123",august
"5,131",2012-07-11,Holy Motors,"$4,000,000","$641,054","$4,230,426",holy motors,2012,holy motors2012,tt2076220,movie,holy motors,Holy Motors,0,2012,\N,115,"Drama,Fantasy",7.0,49578,nm0136021,nm0136021,Leos Carax,1960,\N,"director,writer,actor","tt2076220,tt6217926,tt0091497,tt0976060",holy motors
115,2013-07-11,Pacific Rim,"$190,000,000.00","$101,802,906.00","$411,002,906.00",pacific rim,2013,pacific rim2013,tt1663662,movie,pacific rim,Pacific Rim,0,2013,\N,131,"Action,Adventure,Sci-Fi",6.9,538115,nm0868219,"nm2012438,nm0868219",Guillermo del Toro,1964,\N,"writer,producer,director","tt0457430,tt0167190,tt1488589,tt5580390",pacific rim
"5,175",2014-07-11,The Perfect Wave,"$4,000,000",$0,$0,the perfect wave,2014,the perfect wave2014,tt2414822,movie,the perfect wave,The Perfect Wave,0,2014,\N,94,"Adventure,Biography,Drama",4.6,1315,nm3147478,"nm5290830,nm1776878",Bruce Macdonald,\N,\N,"producer,director,writer","tt6951892,tt13862880,tt2414822,tt13938700",the perfect wave
"6,222",2014-07-11,As It Is in Heaven,"$450,000","$13,486","$13,486",as it is in heaven,2014,as it is in heaven2014,tt2176228,movie,as it is in heaven,As It Is in Heaven,0,2014,\N,86,Drama,7.3,108,nm3277995,"nm3548030,nm3277995",Joshua Overbay,\N,\N,"producer,director,writer","tt2176228,tt6408774,tt1674052,tt1473828",as it is in heaven
19,2019-07-11,The Lion King,"$260,000,000.00","$543,638,043.00","$1,661,454,403.00",the lion king,2019,the lion king2019,tt6105098,movie,the lion king,The Lion King,0,2019,\N,118,"Adventure,Animation,Drama",6.8,272402,nm0269463,"nm0622288,nm0575293,nm0731271,nm0941314",Jon Favreau,1966,\N,"producer,actor,writer","tt2883512,tt0371746,tt0117802,tt8111088",the lion king
"3,249",2019-07-11,Crawl,"$17,000,000","$39,014,193","$91,720,490",crawl,2019,crawl2019,tt8364368,movie,crawl,Crawl,0,2019,\N,87,"Action,Adventure,Horror",6.1,96539,nm0014960,"nm1726531,nm1726912",Alexandre Aja,1978,\N,"director,producer,writer","tt0338095,tt0454841,tt0464154,tt8364368",crawl
"3,323",2019-07-11,Stuber,"$16,000,000","$22,370,452","$29,634,023",stuber,2019,stuber2019,tt7734218,movie,stuber,Stuber,0,2019,\N,93,"Action,Comedy,Crime",6.2,52304,nm0236226,nm2945690,Michael Dowse,1973,\N,"director,writer,producer","tt0388139,tt1486834,tt7734218,tt1456635",stuber
