Rank,date,primaryTitle_x,budget,domestic_gross,world_gross,title_x,year,name_id,tconst,titleType,primaryTitle_y,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,nconst,writers,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,title_y
"5,802",1968-11-06,Shalako,"$1,455,000","$2,620,000","$2,620,000",shalako,1968,shalako1968,tt0063592,movie,shalako,Shalako,0,1968,\N,113,"Drama,Western",5.6,3557,nm0229424,"nm0478263,nm0341526,nm0394404,nm0277451,nm0721655",Edward Dmytryk,1908,1999,"director,editor,editorial_department","tt0046816,tt0039286,tt0059448,tt0041416",shalako
"3,950",1970-02-24,The Molly Maguires,"$11,000,000","$2,200,000","$2,200,000",the molly maguires,1970,the molly maguires1970,tt0066090,movie,the molly maguires,The Molly Maguires,0,1970,\N,124,"Drama,History",6.8,4420,nm0728688,"nm1054968,nm0077159",Martin Ritt,1914,1990,"director,producer,actor","tt0057163,tt0059749,tt0079638,tt0051878",the molly maguires
"5,468",1971-05-21,Escape from the Planet of the Apes,"$2,500,000","$12,300,000","$12,300,000",escape from the planet of the apes,1971,escape from the planet of the apes1971,tt0067065,movie,escape from the planet of the apes,Escape from the Planet of the Apes,0,1971,\N,98,"Action,Sci-Fi",6.3,42119,nm0852279,"nm0214989,nm0099541",Don Taylor,1920,1998,"director,actor,writer","tt0046359,tt0080736,tt0067065,tt0076210",escape from the planet of the apes
"5,694",1973-06-15,Battle for the Planet of the Apes,"$1,800,000","$8,800,000","$8,800,000",battle for the planet of the apes,1973,battle for the planet of the apes1973,tt0069768,movie,battle for the planet of the apes,Battle for the Planet of the Apes,0,1973,\N,93,"Action,Sci-Fi",5.4,35911,nm0496746,"nm0099541,nm0214989,nm0181019,nm0181020",J. Lee Thompson,1914,2002,"director,writer,producer","tt0054953,tt0051204,tt0068408,tt0055824",battle for the planet of the apes
"3,929",1975-12-18,Barry Lyndon,"$11,000,000","$20,000,000","$20,221,274",barry lyndon,1975,barry lyndon1975,tt0072684,movie,barry lyndon,Barry Lyndon,0,1975,\N,185,"Adventure,Drama,War",8.1,187337,nm0000040,"nm0000040,nm0856842",Stanley Kubrick,1928,1999,"director,writer,producer","tt0062622,tt0066921,tt0072684,tt0093058",barry lyndon
"5,183",1976-11-27,Network,"$3,800,000","$23,689,877","$23,698,846",network,1976,network1976,tt0074958,movie,network,Network,0,1976,\N,121,Drama,8.1,174053,nm0001486,nm0154665,Sidney Lumet,1924,2011,"director,writer,producer","tt0050083,tt0292963,tt0071877,tt0072890",network
"5,861",1976-04-05,The Blue Bird,"$1,200,000","$887,000","$887,000",the blue bird,1976,the blue bird1976,tt0074225,movie,the blue bird,The Blue Bird,0,1976,\N,99,"Adventure,Drama,Family",5.4,1283,nm0002030,"nm0535508,nm0925849,nm0370883,nm0438412",George Cukor,1899,1983,"director,miscellaneous,assistant_director","tt0058385,tt0036855,tt0032904,tt0050631",the blue bird
"6,150",1977-10-05,Kingdom of the Spiders,"$500,000","$17,000,000","$17,000,000",kingdom of the spiders,1977,kingdom of the spiders1977,tt0076271,movie,kingdom of the spiders,Kingdom of the Spiders,0,1977,\N,97,"Horror,Sci-Fi",5.7,6388,nm0004616,"nm0733015,nm0128845,nm0811072,nm0517119",John 'Bud' Cardos,1929,2020,"actor,stunts,transportation_department","tt0209144,tt0076271,tt0193288,tt0274812",kingdom of the spiders
"6,426",1977-03-19,Eraserhead,"$100,000","$7,000,000","$7,097,971",eraserhead,1977,eraserhead1977,tt0074486,movie,eraserhead,Eraserhead,0,1977,\N,89,"Fantasy,Horror",7.3,130609,nm0000186,nm0000186,David Lynch,1946,\N,"writer,director,producer","tt0098936,tt0460829,tt0105665,tt0166924",eraserhead
"3,633",1978-11-02,Caravans,"$14,000,000","$1,000,000","$1,000,000",caravans,1978,caravans1978,tt0077296,movie,caravans,Caravans,0,1978,\N,127,"Action,Adventure,History",5.9,1183,nm0267309,"nm0585151,nm0186909,nm0573087,nm0931190,nm0679717",James Fargo,1938,\N,"director,assistant_director,producer","tt0077523,tt0074483,tt0073195,tt0075029",caravans
"3,814",1978-10-05,The Boys from Brazil,"$12,000,000","$19,000,000","$19,000,000",the boys from brazil,1978,the boys from brazil1978,tt0077269,movie,the boys from brazil,The Boys from Brazil,0,1978,\N,125,"Drama,Mystery,Sci-Fi",7.0,31407,nm0769874,"nm0505615,nm0332392",Franklin J. Schaffner,1920,1989,"director,producer,actor","tt0066206,tt0063442,tt0077269,tt0047731",the boys from brazil
"5,297",1978-02-15,Coming Home,"$3,000,000","$32,653,000","$32,653,000",coming home,1978,coming home1978,tt0077362,movie,coming home,Coming Home,0,1978,\N,127,"Drama,Romance,War",7.3,15145,nm0000797,"nm0759029,nm0002717,nm0235683,nm0943382",Hal Ashby,1929,1988,"director,editorial_department,actor","tt0061811,tt0067185,tt0078841,tt0070290",coming home
"3,275",1981-04-17,Roar,"$17,000,000","$2,110,050","$2,110,453",roar,1981,roar1981,tt0083001,movie,roar,Roar,0,1981,\N,95,"Adventure,Comedy,Thriller",6.1,4756,nm0551082,"nm0551082,nm0144252",Noel Marshall,1931,2010,"producer,director,actor","tt0083001,tt0070047,tt0070416,tt0070157",roar
"5,451",1987-09-18,Maurice,"$2,600,000","$3,147,950","$3,305,831",maurice,1987,maurice1987,tt0093512,movie,maurice,Maurice,0,1987,\N,140,"Drama,Romance",7.6,24451,nm0412465,"nm0286950,nm0381388,nm0412465",James Ivory,1928,\N,"director,writer,producer","tt5726616,tt0091867,tt0107943,tt0104454",maurice
"6,258",1987-05-01,American Ninja 2: The Confrontation,"$350,000","$4,000,000","$4,000,000",american ninja 2 the confrontation,1987,american ninja 2 the confrontation1987,tt0092548,movie,american ninja 2 the confrontation,American Ninja 2: The Confrontation,0,1987,\N,90,"Action,Comedy,Drama",4.9,9956,nm0278735,"nm0459047,nm0024948,nm0176684,nm0095718",Sam Firstenberg,1950,\N,"director,assistant_director,writer","tt0082850,tt0109518,tt0106432,tt0088708",american ninja 2 the confrontation
"3,951",1991-08-02,Return to the Blue Lagoon,"$11,000,000","$2,000,000","$2,000,000",return to the blue lagoon,1991,return to the blue lagoon1991,tt0102782,movie,return to the blue lagoon,Return to the Blue Lagoon,0,1991,\N,102,"Adventure,Drama,Romance",5.2,22022,nm0334353,"nm0821070,nm0828562",William A. Graham,1926,2013,"director,producer,writer","tt0102782,tt0831400,tt0446859,tt0106179",return to the blue lagoon
"4,416",1991-08-23,Showdown in Little Tokyo,"$8,000,000","$2,275,557","$2,275,557",showdown in little tokyo,1991,showdown in little tokyo1991,tt0102915,movie,showdown in little tokyo,Showdown in Little Tokyo,0,1991,\N,79,"Action,Comedy,Crime",6.1,21155,nm0504495,"nm0321739,nm0105585",Mark L. Lester,\N,\N,"producer,director,writer","tt0088944,tt0083739,tt0087262,tt0102915",showdown in little tokyo
"6,176",1991-08-21,Johnny Suede,"$500,000","$55,000","$55,000",johnny suede,1991,johnny suede1991,tt0104567,movie,johnny suede,Johnny Suede,0,1991,\N,97,"Comedy,Drama,Music",5.8,4517,nm0001139,nm0001139,Tom DiCillo,1953,\N,"director,cinematographer,writer","tt0412637,tt0113677,tt0104567,tt1333667",johnny suede
"6,216",1991-06-14,Straight out of Brooklyn,"$450,000","$2,712,293","$2,712,293",straight out of brooklyn,1991,straight out of brooklyn1991,tt0102989,movie,straight out of brooklyn,Straight Out of Brooklyn,0,1991,\N,91,"Crime,Drama",5.8,680,nm0723685,nm0723685,Matty Rich,\N,\N,"director,writer,producer","tt0102989,tt0110137,tt0456816,tt6561998",straight out of brooklyn
"3,105",1993-11-24,The Nutcracker,"$19,000,000","$2,119,994","$2,119,994",the nutcracker,1993,the nutcracker1993,tt0107719,movie,the nutcracker,The Nutcracker,0,1993,\N,92,"Family,Fantasy,Music",5.8,2474,nm0001915,nm0178402,Emile Ardolino,1943,1993,"director,producer,miscellaneous","tt0092890,tt0149439,tt0085655,tt0165042",the nutcracker
"4,715",1993-08-27,Only the Strong,"$6,000,000","$3,273,588","$3,273,588",only the strong,1993,only the strong1993,tt0107750,movie,only the strong,Only the Strong,0,1993,\N,99,"Action,Drama",6.5,7088,nm0504802,"nm0504802,nm0261528",Sheldon Lettich,1951,\N,"writer,director,producer","tt3369806,tt0101764,tt0100029,tt0095956",only the strong
"5,702",1993-10-17,Ed and his Dead Mother,"$1,800,000",$673,$673,ed and his dead mother,1993,ed and his dead mother1993,tt0106792,movie,ed and his dead mother,Ed and His Dead Mother,0,1993,\N,93,"Comedy,Horror",6.0,2464,nm0905237,nm0400515,Jonathan Wacks,\N,\N,"director,producer,writer","tt0209984,tt0087995,tt0098112,tt6811908",ed and his dead mother
"3,003",1969-04-01,Sweet Charity,"$20,000,000","$8,000,000","$8,000,000",sweet charity,1969,sweet charity1969,tt0065054,movie,sweet charity,Sweet Charity,0,1969,\N,149,"Comedy,Drama,Music",6.9,7049,nm0002080,"nm0800319,nm0000019,nm0684083,nm0280919,nm0832099",Bob Fosse,1927,1987,"miscellaneous,actor,director","tt0068327,tt0071746,tt0078754,tt0256153",sweet charity
"6,292",1975-04-01,Death Race 2000,"$300,000",$0,$0,death race 2000,1975,death race 20001975,tt0072856,movie,death race 2000,Death Race 2000,0,1975,\N,80,"Action,Comedy,Sci-Fi",6.2,31709,nm0000860,"nm0858379,nm0341458,nm0577477",Paul Bartel,1938,2000,"actor,director,writer","tt0083869,tt0098261,tt0116225,tt0114814",death race 2000
"2,565",1988-04-01,"Bright Lights, Big City","$25,000,000","$16,118,077","$16,118,077","bright lights, big city",1988,"bright lights, big city1988",tt0094799,movie,"bright lights, big city","Bright Lights, Big City",0,1988,\N,107,Drama,5.7,9162,nm0108745,nm0570557,James Bridges,1936,1993,"writer,actor,director","tt0078966,tt0089798,tt0070509,tt0064177","bright lights, big city"
"5,409",1988-04-01,Iguana,"$3,000,000",$0,$0,iguana,1988,iguana1988,tt0095354,movie,iguana,Iguana,0,1988,\N,88,"Adventure,Crime,Drama",6.1,562,nm0375494,"nm0904723,nm0375494,nm0954269,nm0310830",Monte Hellman,1929,2021,"director,editor,producer","tt0095354,tt1504319,tt0105236,tt0059653",iguana
348,2010-04-01,Clash of the Titans,"$125,000,000.00","$163,214,888.00","$493,214,888.00",clash of the titans,2010,clash of the titans2010,tt0800320,movie,clash of the titans,Clash of the Titans,0,2010,\N,106,"Action,Adventure,Fantasy",5.8,295600,nm0504642,"nm2012438,nm0006534,nm0542062,nm0189117",Louis Leterrier,1973,\N,"director,producer,actor","tt0800080,tt5433140,tt1670345,tt0293662",clash of the titans
996,2011-04-01,Hop,"$63,000,000","$108,085,305","$188,494,082",hop,2011,hop2011,tt1411704,movie,hop,Hop,0,2011,\N,95,"Adventure,Animation,Comedy",5.4,37952,nm0384722,"nm0666791,nm0202425,nm0528244",Tim Hill,1958,\N,"writer,producer,director","tt0206512,tt0101235,tt0952640,tt0455499",hop
"2,054",2011-04-01,Source Code,"$32,000,000","$54,712,227","$140,428,499",source code,2011,source code2011,tt0945513,movie,source code,Source Code,0,2011,\N,93,"Action,Drama,Mystery",7.5,559321,nm1512910,nm1618286,Duncan Jones,1971,\N,"director,writer,producer","tt1182345,tt0945513,tt1464763,tt0803096",source code
109,2015-04-01,Furious 7,"$190,000,000.00","$353,007,020.00","$1,511,986,364.00",furious 7,2015,furious 72015,tt2820852,movie,furious 7,Fast & Furious 7,0,2015,\N,137,"Action,Crime,Thriller",7.1,420506,nm1490123,"nm0604555,nm0860155",James Wan,1977,\N,"producer,writer,director","tt0387564,tt3065204,tt2820852,tt1591095",furious 7
"3,921",2015-04-01,Woman in Gold,"$11,000,000","$33,307,793","$58,586,407",woman in gold,2015,woman in gold2015,tt2404425,movie,woman in gold,Woman in Gold,0,2015,\N,109,"Biography,Drama,History",7.3,64172,nm0193508,"nm0443252,nm2739175,nm2721839",Simon Curtis,1960,\N,"producer,director","tt1653665,tt1655420,tt2404425,tt0840094",woman in gold
"5,473",2016-04-01,Hunt for the Wilderpeople,"$2,500,000","$5,205,471","$23,900,842",hunt for the wilderpeople,2016,hunt for the wilderpeople2016,tt4698684,movie,hunt for the wilderpeople,Hunt for the Wilderpeople,0,2016,\N,101,"Adventure,Comedy,Drama",7.8,145278,nm0169806,"nm0169806,nm0190085,nm1081550",Taika Waititi,1975,\N,"producer,writer,actor","tt3416742,tt2584384,tt4698684,tt1560139",hunt for the wilderpeople
"6,044",2016-04-01,Meet the Blacks,"$900,000","$9,097,072","$9,097,072",meet the blacks,2016,meet the blacks2016,tt4191580,movie,meet the blacks,Meet the Blacks,0,2016,\N,94,"Comedy,Horror",4.8,38074,nm1938064,"nm1938064,nm1701420",Deon Taylor,\N,\N,"producer,director,writer","tt8829830,tt7390646,tt6722030,tt5670152",meet the blacks
"2,219",2022-04-01,The Unbearable Weight of Massive Talent,"$30,000,000","$20,300,157","$29,116,320",the unbearable weight of massive talent,2022,the unbearable weight of massive talent2022,tt11291274,movie,the unbearable weight of massive talent,The Unbearable Weight of Massive Talent,0,2022,\N,107,"Action,Comedy,Crime",7.0,161300,nm3230448,"nm3230448,nm1072410",Tom Gormican,\N,\N,"writer,producer,director","tt11291274,tt3083016,tt1800246",the unbearable weight of massive talent
"6,110",1953-04-10,House of Wax,"$658,000","$23,800,000","$23,800,000",house of wax,1953,house of wax1953,tt0045888,movie,house of wax,House of Wax,0,1953,\N,88,Horror,7.0,20811,nm0211964,"nm0928108,nm0067676",André De Toth,1913,2002,"director,writer,assistant_director","tt0042531,tt0045888,tt0032173,tt0050506",house of wax
"5,912",1981-04-10,The Howling,"$1,000,000","$17,985,000","$17,985,130",the howling,1981,the howling1981,tt0082533,movie,the howling,The Howling,0,1981,\N,91,Horror,6.5,41184,nm0001102,"nm0104707,nm0000626,nm0935288",Joe Dante,1946,\N,"director,producer,miscellaneous","tt0093260,tt0087363,tt0082533,tt0122718",the howling
"4,387",1992-04-10,The Player,"$8,000,000","$21,706,101","$28,876,702",the player,1992,the player1992,tt0105151,movie,the player,The Player,0,1992,\N,124,"Comedy,Crime,Drama",7.5,67061,nm0000265,nm0866062,Robert Altman,1925,2006,"director,producer,writer","tt0280707,tt0073440,tt0108122,tt0105151",the player
"1,184",1998-04-10,City of Angels,"$55,000,000","$78,750,909","$198,750,909",city of angels,1998,city of angels1998,tt0120632,movie,city of angels,City of Angels,0,1998,\N,114,"Drama,Fantasy,Romance",6.7,129559,nm0797869,"nm0000694,nm0359563,nm0718637,nm0828342",Brad Silberling,1963,\N,"producer,director,writer","tt0120632,tt0339291,tt0179098,tt0112642",city of angels
"2,122",2009-04-10,Hannah Montana: The Movie,"$30,000,000","$79,576,189","$169,173,206",hannah montana the movie,2009,hannah montana the movie2009,tt1114677,movie,hannah montana the movie,Hannah Montana: The Movie,0,2009,\N,102,"Comedy,Drama,Family",4.7,46490,nm0155093,"nm0073504,nm0689954,nm0180902,nm0639434",Peter Chelsom,1956,\N,"director,writer,actor","tt3922818,tt0240890,tt1626146,tt0113133",hannah montana the movie
"2,255",2009-04-10,Dragonball Evolution,"$30,000,000","$9,362,785","$56,511,457",dragonball evolution,2009,dragonball evolution2009,tt1098327,movie,dragonball evolution,Dragonball Evolution,0,2009,\N,85,"Action,Adventure,Fantasy",2.5,80286,nm0939128,"nm0708870,nm0868066",James Wong,\N,\N,"producer,writer,director","tt0106179,tt0267804,tt0112173,tt1844624",dragonball evolution
"3,158",2009-04-10,Observe and Report,"$18,000,000","$24,007,324","$27,148,898",observe and report,2009,observe and report2009,tt1197628,movie,observe and report,Observe and Report,0,2009,\N,86,"Action,Comedy,Crime",5.8,65857,nm2095817,nm2095817,Jody Hill,\N,\N,"producer,writer,director","tt1197628,tt3766376,tt0866442,tt0829482",observe and report
"6,263",2009-04-10,Royal Kill,"$350,000",$0,$0,royal kill,2009,royal kill2009,tt0421237,movie,royal kill,Royal Kill,0,2009,\N,90,"Action,Thriller",2.9,813,nm1388365,nm1388365,Bob Ahmed,\N,\N,"director,writer,producer","tt3635110,tt13154476",royal kill
"1,800",2015-04-10,Paul Blart: Mall Cop 2,"$38,000,000","$71,091,594","$107,453,907",paul blart mall cop 2,2015,paul blart mall cop 22015,tt3450650,movie,paul blart mall cop 2,Paul Blart: Mall Cop 2,0,2015,\N,94,"Action,Comedy,Crime",4.4,41968,nm0275698,"nm0416673,nm0048169",Andy Fickman,\N,\N,"producer,director,actor","tt1075417,tt3450650,tt0118615,tt1414382",paul blart mall cop 2
"3,568",2015-04-10,Broken Horses,"$15,000,000",$0,"$3,471",broken horses,2015,broken horses2015,tt2503954,movie,broken horses,Broken Horses,0,2015,\N,101,"Action,Crime,Drama",5.7,2358,nm0006765,"nm0006765,nm0430785",Vidhu Vinod Chopra,1952,\N,"writer,producer,director","tt23849204,tt1187043,tt0456144,tt0374887",broken horses
"3,893",2015-04-10,Dark Places,"$11,900,000","$208,588","$5,685,597",dark places,2015,dark places2015,tt2402101,movie,dark places,Dark Places,0,2015,\N,113,"Crime,Drama,Mystery",6.2,48438,nm0660707,"nm0660707,nm5058839",Gilles Paquet-Brenner,1974,\N,"director,writer,cinematographer","tt1869347,tt1668200,tt2402101,tt0263496",dark places
"1,370",2019-04-10,Hellboy,"$50,000,000","$21,903,748","$53,956,480",hellboy,2019,hellboy2019,tt2274648,movie,hellboy,Hellboy,0,2019,\N,120,"Action,Adventure,Fantasy",5.3,102408,nm0551076,"nm1184676,nm0586005",Neil Marshall,1970,\N,"producer,director,writer","tt0280609,tt0435625,tt0483607,tt1020558",hellboy
"1,480",1997-04-11,Anaconda,"$45,000,000","$65,598,907","$136,998,907",anaconda,1997,anaconda1997,tt0118615,movie,anaconda,Anaconda,0,1997,\N,89,"Action,Adventure,Horror",4.9,114273,nm0515891,"nm0061829,nm0143596,nm0258390",Luis Llosa,1951,\N,"producer,director,writer","tt0118615,tt0111255,tt17054432,tt0094918",anaconda
"3,449",1997-04-11,Grosse Pointe Blank,"$15,000,000","$28,084,357","$31,070,412",grosse pointe blank,1997,grosse pointe blank1997,tt0119229,movie,grosse pointe blank,Grosse Pointe Blank,0,1997,\N,107,"Action,Comedy,Crime",7.3,101182,nm0000786,"nm0417716,nm0222584,nm0684336,nm0000131",George Armitage,1942,\N,"producer,writer,director","tt0119229,tt0065760,tt0075393,tt0100143",grosse pointe blank
"3,318",2001-04-11,Joe Dirt,"$16,000,000","$27,087,695","$30,987,695",joe dirt,2001,joe dirt2001,tt0245686,movie,joe dirt,Joe Dirt,0,2001,\N,91,"Adventure,Comedy,Drama",6.0,62004,nm0330140,"nm0005450,nm0937748",Dennie Gordon,1953,\N,"director,producer,writer","tt5057054,tt5114356,tt4687880,tt3520702",joe dirt
"4,529",2001-04-11,Kingdom Come,"$7,000,000","$23,247,539","$23,393,939",kingdom come,2001,kingdom come2001,tt0246002,movie,kingdom come,Kingdom Come,0,2001,\N,94,"Comedy,Drama",5.5,2499,nm0570408,"nm0098746,nm0428377",Doug McHenry,\N,\N,"producer,director,music_department","tt0102526,tt0250274,tt6529064,tt0110186",kingdom come
"1,157",2003-04-11,Anger Management,"$56,000,000","$135,560,942","$195,484,552",anger management,2003,anger management2003,tt0305224,movie,anger management,Anger Management,0,2003,\N,106,Comedy,6.3,231643,nm0781842,nm0233563,Peter Segal,1962,\N,"director,producer,writer","tt0110622,tt0425061,tt2126357,tt8242084",anger management
"1,507",2003-04-11,Johnny English,"$45,000,000","$28,013,509","$161,735,791",johnny english,2003,johnny english2003,tt0274166,movie,johnny english,Johnny English,0,2003,\N,87,"Action,Adventure,Comedy",6.3,177060,nm0398185,"nm0701031,nm0905498,nm0204030,nm0398185",Peter Howitt,1957,\N,"actor,director,writer","tt0120148,tt0417586,tt0274166,tt0218817",johnny english
"2,912",2008-04-11,Street Kings,"$20,000,000","$26,418,667","$65,457,811",street kings,2008,street kings2008,tt0421073,movie,street kings,Street Kings,0,2008,\N,109,"Action,Crime,Thriller",6.8,122501,nm0043742,"nm0255278,nm0934483,nm1150145",David Ayer,1968,\N,"producer,writer,director","tt1855199,tt1742334,tt1386697,tt0433387",street kings
"3,138",2008-04-11,Prom Night,"$18,000,000","$43,869,350","$57,193,655",prom night,2008,prom night2008,tt0926129,movie,prom night,Prom Night,0,2008,\N,88,Horror,3.9,38604,nm1879589,nm0136592,Nelson McCormick,\N,\N,"director,producer,writer","tt0814335,tt9055008,tt0926129,tt0455275",prom night
"5,105",2008-04-11,The Visitor,"$4,000,000","$9,427,026","$19,174,817",the visitor,2008,the visitor2008,tt0969307,movie,the visitor,Muukalainen,0,2008,\N,105,Drama,6.3,628,nm1672969,"nm1715549,nm1672969",J.-P. Valkeapää,1977,\N,"director,writer,art_department","tt9074574,tt2967988,tt0969307,tt0422571",the visitor
44,2012-04-11,Battleship,"$220,000,000.00","$65,233,400.00","$313,477,717.00",battleship,2012,battleship2012,tt1440129,movie,battleship,Battleship,0,2012,\N,131,"Action,Adventure,Sci-Fi",5.8,260257,nm0000916,"nm0388377,nm0388375",Peter Berg,1964,\N,"producer,actor,writer","tt0108724,tt0124198,tt0110308,tt1091191",battleship
"2,538",2014-04-11,Draft Day,"$25,000,000","$28,842,237","$29,847,480",draft day,2014,draft day2014,tt2223990,movie,draft day,Draft Day,0,2014,\N,110,"Drama,Sport",6.8,68382,nm0718645,"nm2744027,nm4396670",Ivan Reitman,1946,2022,"producer,miscellaneous,director","tt1193138,tt0087332,tt0082509,tt0105477",draft day
"6,354",2014-04-11,The Quiet Ones,"$200,000","$8,509,867","$18,413,804",the quiet ones,2014,the quiet ones2014,tt2235779,movie,the quiet ones,The Quiet Ones,0,2014,\N,98,"Horror,Mystery,Thriller",5.1,21405,nm0688282,"nm0742194,nm0610219,nm0688282,nm1079798",John Pogue,\N,\N,"writer,director,producer","tt0192614,tt2235779,tt0246894,tt0120873",the quiet ones
"1,303",2024-04-11,Civil War,"$50,000,000","$68,757,539","$106,547,052",civil war,2024,civil war2024,tt17279496,movie,civil war,Civil War,0,2024,\N,109,"Action,Adventure,Thriller",7.0,183801,nm0307497,nm0307497,Alex Garland,1970,\N,"writer,producer,director","tt0470752,tt2798920,tt13841850,tt17279496",civil war
"6,353",1979-04-12,Mad Max,"$200,000","$8,750,000","$99,750,000",mad max,1979,mad max1979,tt0079501,movie,mad max,Mad Max,0,1979,\N,88,"Action,Adventure,Sci-Fi",6.8,234333,nm0004306,"nm0565537,nm0004306,nm0447945",George Miller,1945,\N,"producer,writer,director","tt1392190,tt0082694,tt0079501,tt0366548",mad max
"2,939",1985-04-12,Ladyhawke,"$20,000,000","$18,400,000","$18,400,000",ladyhawke,1985,ladyhawke1985,tt0089457,movie,ladyhawke,Ladyhawke,0,1985,\N,121,"Adventure,Comedy,Drama",6.9,52042,nm0001149,"nm0451689,nm0859241,nm0542539,nm0672459",Richard Donner,1930,2021,"director,producer,actor","tt0078346,tt0089457,tt0839995,tt0093409",ladyhawke
"1,479",2002-04-12,Changing Lanes,"$45,000,000","$66,790,248","$66,790,248",changing lanes,2002,changing lanes2002,tt0264472,movie,changing lanes,Changing Lanes,0,2002,\N,98,"Drama,Thriller",6.5,75388,nm0585011,"nm0534954,nm0866062",Roger Michell,1956,2021,"director,writer,producer","tt0125439,tt0489327,tt0375735,tt4411596",changing lanes
"4,769",2002-04-12,Bend it Like Beckham,"$5,600,000","$32,543,449","$74,566,042",bend it like beckham,2002,bend it like beckham2002,tt0286499,movie,bend it like beckham,Bend It Like Beckham,0,2002,\N,112,"Comedy,Drama,Romance",6.7,117870,nm0149446,"nm0149446,nm0996493,nm0074488",Gurinder Chadha,1960,\N,"writer,producer,director","tt0286499,tt8266310,tt0963743,tt0401711",bend it like beckham
"1,762",2007-04-12,Sunshine,"$40,000,000","$3,688,560","$32,030,610",sunshine,2007,sunshine2007,tt0448134,movie,sunshine,Sunshine,0,2007,\N,107,"Sci-Fi,Thriller",7.2,271835,nm0000965,nm0307497,Danny Boyle,1956,\N,"director,producer,writer","tt1542344,tt0289043,tt0111149,tt1010048",sunshine
"2,439",2012-04-12,The Raven,"$26,000,000","$16,008,272","$30,601,801",the raven,2012,the raven2012,tt1486192,movie,the raven,The Raven,0,2012,\N,110,"Crime,Mystery,Thriller",6.4,88860,nm0574625,"nm1110844,nm0515226",James McTeigue,\N,\N,"director,producer,assistant_director","tt0434409,tt1486192,tt1186367,tt0133093",the raven
"2,083",2013-04-12,42,"$31,000,000","$95,020,213","$97,470,701",42,2013,422013,tt0453562,movie,42,42,0,2013,\N,128,"Biography,Drama,Sport",7.5,104294,nm0001338,nm0001338,Brian Helgeland,\N,\N,"director,writer,producer","tt7991508,tt3569230,tt0453562,tt0183790",42
"5,398",2013-04-12,Open Road,"$3,000,000",$0,"$47,469",open road,2013,open road2013,tt1922679,movie,open road,Open Road,0,2013,\N,85,"Drama,Thriller",5.3,1851,nm0305362,nm2915845,Marcio Garcia,1970,\N,"actor,producer,director","tt1522247,tt0385387,tt6314382,tt1922679",open road
"3,727",2018-04-12,The Happy Prince,"$13,000,000","$464,495","$2,394,619",the happy prince,2018,the happy prince2018,tt2404639,movie,the happy prince,The Happy Prince,0,2018,\N,105,"Biography,Drama",6.3,5974,nm0000391,nm0000391,Rupert Everett,1959,\N,"actor,producer,writer","tt0119738,tt2404639,tt0109592,tt0122541",the happy prince
"5,207",2018-04-12,Truth or Dare,"$3,500,000","$41,411,015","$95,292,744",truth or dare,2018,truth or dare2018,tt6772950,movie,truth or dare,Truth or Dare,0,2018,\N,100,"Horror,Mystery,Thriller",5.2,67101,nm0905592,"nm0718555,nm3273842,nm1496753,nm0905592",Jeff Wadlow,\N,\N,"producer,director,writer","tt6772950,tt1542768,tt1650554,tt2188671",truth or dare
"3,591",2019-04-12,Breakthrough,"$14,000,000","$40,713,082","$49,231,674",breakthrough,2019,breakthrough2019,tt11006500,movie,breakthrough,Preboj,0,2019,\N,90,"Drama,War",4.9,280,nm5636609,"nm5636609,nm6977078",Dejan Babosek,\N,\N,"director,editor,writer","tt11006500,tt32160317,tt3916688,tt2858100",breakthrough
"3,591",2019-04-12,Breakthrough,"$14,000,000","$40,713,082","$49,231,674",breakthrough,2019,breakthrough2019,tt7083526,movie,breakthrough,Breakthrough,0,2019,\N,116,"Biography,Drama",6.3,11235,nm0206259,"nm10630088,nm1455356",Roxann Dawson,\N,\N,"actress,director,producer","tt7083526,tt0804484,tt9174630,tt2149175",breakthrough
"3,617",2019-04-12,After,"$14,000,000","$12,138,565","$57,926,850",after,2019,after2019,tt4126476,movie,after,After,0,2019,\N,105,"Drama,Romance",5.3,68609,nm1788310,"nm0573185,nm2309894,nm1788310,nm0079323,nm6849771",Jenny Gage,\N,\N,"director,writer,producer","tt4126476,tt5590718,tt19354162,tt0116310",after
"6,266",1957-04-13,12 Angry Men,"$340,000",$0,$379,12 angry men,1957,12 angry men1957,tt0050083,movie,12 angry men,12 Angry Men,0,1957,\N,96,"Crime,Drama",9.0,890263,nm0001486,nm0741627,Sidney Lumet,1924,2011,"director,writer,producer","tt0050083,tt0292963,tt0071877,tt0072890",12 angry men
"3,928",1978-04-13,F.I.S.T,"$11,000,000","$20,388,920","$20,388,920",fist,1978,fist1978,tt0077531,movie,fist,F·I·S·T,0,1978,\N,145,"Crime,Drama,Thriller",6.4,8895,nm0422484,"nm0000390,nm0000230,nm0422484",Norman Jewison,1926,2024,"director,producer,actor","tt0070239,tt0061811,tt0093565,tt0174856",fist
"3,706",1994-04-13,Serial Mom,"$13,000,000","$7,881,335","$7,884,087",serial mom,1994,serial mom1994,tt0111127,movie,serial mom,Serial Mom,0,1994,\N,95,"Comedy,Crime,Thriller",6.8,35369,nm0000691,nm0000691,John Waters,1946,\N,"actor,writer,director","tt0126604,tt0069089,tt0387575,tt0095270",serial mom
