date,primaryTitle_x,budget,domestic_gross,world_gross,year,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,primaryName,birthYear
1998-04-15,24 7: Twenty Four Seven,"$2,000,000","$72,544","$72,544",1998,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2005-04-15,The Amityville Horror,"$18,500,000","$65,233,369","$109,175,673",2005,The Amityville Horror,0,2005,90,Horror,5.9,119064,Andrew Douglas,\N
2005-04-15,House of D,"$2,000,000","$388,532","$466,106",2005,House of D,0,2004,97,"Comedy,Drama",6.8,9924,David Duchovny,1960
2005-04-15,It's All Gone Pete Tong,"$2,000,000","$120,620","$2,226,603",2005,It's All Gone Pete Tong,0,2004,90,"Biography,Comedy,Drama",7.2,20829,Michael Dowse,1973
2008-04-15,à l\'intérieur,"$3,000,000",$0,"$895,932",2008,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2011-04-15,Scream 4,"$40,000,000","$38,180,928","$95,989,590",2011,Scream 4,0,2011,111,"Horror,Mystery",6.2,175524,Wes Craven,1939
2011-04-15,Winnie the Pooh,"$30,000,000","$26,692,846","$50,145,607",2011,Winnie the Pooh,0,2011,63,"Adventure,Animation,Comedy",7.1,28938,Stephen J. Anderson,1970
2011-04-15,Winnie the Pooh,"$30,000,000","$26,692,846","$50,145,607",2011,Winnie the Pooh,0,2011,63,"Adventure,Animation,Comedy",7.1,28938,Don Hall,1969
2011-04-15,The Conspirator,"$25,000,000","$11,538,204","$15,907,411",2011,The Conspirator,0,2010,122,"Crime,Drama,History",6.9,30234,Robert Redford,1936
2016-04-15,Barbershop: The Next Cut,"$20,000,000","$54,030,051","$54,404,202",2016,Barbershop: The Next Cut,0,2016,111,"Comedy,Drama",5.9,16356,Malcolm D. Lee,1970
2016-04-15,Ratchet and Clank,"$20,000,000","$8,813,410","$14,365,639",2016,Ratchet & Clank,0,2016,94,"Action,Adventure,Animation",5.5,11964,Kevin Munroe,\N
2016-04-15,Ratchet and Clank,"$20,000,000","$8,813,410","$14,365,639",2016,Ratchet & Clank,0,2016,94,"Action,Adventure,Animation",5.5,11964,Jericca Cleland,\N
2016-04-15,Green Room,"$5,000,000","$3,220,371","$3,807,503",2016,Green Room,0,2015,95,"Crime,Horror,Music",7.0,143135,Jeremy Saulnier,1976
2022-04-15,Operation Mincemeat,"$6,300,000",$0,"$15,607,881",2022,Operation Mincemeat,0,2021,128,"Drama,War",6.6,37889,John Madden,1949
1993-04-16,Bound by Honor,"$35,000,000","$4,496,583","$4,496,583",1993,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
1999-04-16,Life,"$75,000,000.00","$64,062,587.00","$73,521,587.00",1999,Life,0,1999,108,"Comedy,Crime,Drama",6.8,56105,Ted Demme,1963
2003-04-16,Bulletproof Monk,"$52,000,000","$23,010,607","$26,922,492",2003,Bulletproof Monk,0,2003,104,"Action,Comedy,Fantasy",5.5,52584,Paul Hunter,\N
2003-04-16,Chasing Papi,"$9,000,000","$6,126,237","$12,657,377",2003,Chasing Papi,0,2003,80,"Comedy,Romance",4.8,4499,Linda Mendoza,1957
2003-04-16,A Mighty Wind,"$6,000,000","$17,583,468","$18,504,539",2003,A Mighty Wind,0,2003,91,"Comedy,Music",7.2,29832,Christopher Guest,1948
2004-04-16,Kill Bill: Volume 2,"$55,000,000","$66,207,920","$153,535,982",2004,Kill Bill: Vol. 2,0,2004,137,"Action,Crime,Thriller",8.0,821692,Quentin Tarantino,1963
2004-04-16,The Punisher,"$33,000,000","$33,664,370","$54,533,774",2004,The Punisher,0,2004,124,"Action,Crime,Drama",6.4,173056,Jonathan Hensleigh,1959
2004-04-16,Connie and Carla,"$20,000,000","$8,047,525","$9,649,039",2004,Connie and Carla,0,2004,98,"Comedy,Crime,Music",6.3,8735,Michael Lembeck,1948
2010-04-16,Kick-Ass,"$28,000,000","$48,071,303","$97,531,134",2010,Kick-Ass,0,2010,117,"Action,Comedy,Crime",7.6,601660,Matthew Vaughn,1971
2010-04-16,Death at a Funeral,"$21,000,000","$42,739,347","$48,977,233",2010,Death at a Funeral,0,2010,92,"Comedy,Drama",5.7,54428,Neil LaBute,1963
2010-04-16,The Perfect Game,"$12,500,000","$1,089,445","$3,931,367",2010,The Perfect Game,0,2009,118,"Comedy,Drama,Family",6.9,4287,William Dear,1944
2010-04-16,The Joneses,"$10,000,000","$1,475,746","$3,541,565",2010,The Joneses,0,2011,117,"Comedy,Drama",7.2,102,Chris Tyrrell,1974
2010-04-16,The City of Your Final Destination,"$8,300,000","$493,296","$1,353,296",2010,The City of Your Final Destination,0,2009,117,"Drama,Romance",6.3,3277,James Ivory,1928
2010-04-16,El secreto de sus ojos,"$3,500,000","$6,391,436","$40,527,719",2010,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2013-04-16,Un monstre à Paris,"$40,000,000",$0,"$27,000,219",2013,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2014-04-16,The Amazing Spider-Man 2,"$200,000,000.00","$203,530,343.00","$709,672,746.00",2014,The Amazing Spider-Man 2,0,2014,142,"Action,Adventure,Sci-Fi",6.6,550360,Marc Webb,1974
2014-04-16,Heaven is for Real,"$12,000,000","$91,386,097","$100,913,556",2014,Heaven Is for Real,0,2014,99,"Biography,Drama,Family",5.8,28964,Randall Wallace,1949
2015-04-16,The Age of Adaline,"$30,000,000","$42,629,776","$68,984,536",2015,The Age of Adaline,0,2015,112,"Drama,Fantasy,Romance",7.2,211923,Lee Toland Krieger,1983
1998-04-17,The Object of my Affection,"$15,000,000","$29,145,924","$29,145,924",1998,The Object of My Affection,0,1998,111,"Comedy,Drama,Romance",6.0,21801,Nicholas Hytner,1956
2003-04-17,Ripley's Game,"$30,000,000",$0,"$1,692,644",2003,Ripley's Game,0,2002,110,"Crime,Drama,Mystery",6.6,19815,Liliana Cavani,1933
2009-04-17,State of Play,"$60,000,000","$37,017,955","$88,832,210",2009,State of Play,0,2009,127,"Crime,Drama,Mystery",7.1,162463,Kevin Macdonald,1967
2009-04-17,17 Again,"$40,000,000","$64,167,069","$139,474,906",2009,17 Again,0,2009,102,"Comedy,Drama,Fantasy",6.4,220275,Burr Steers,1965
2009-04-17,Crank 2: High Voltage,"$20,000,000","$13,684,249","$35,472,739",2009,Crank: High Voltage,0,2009,96,"Action,Crime,Thriller",6.1,161303,Mark Neveldine,\N
2009-04-17,Crank 2: High Voltage,"$20,000,000","$13,684,249","$35,472,739",2009,Crank: High Voltage,0,2009,96,"Action,Crime,Thriller",6.1,161303,Brian Taylor,\N
2009-04-17,Sleep Dealer,"$2,500,000","$80,136","$108,907",2009,Sleep Dealer,0,2008,90,"Drama,Romance,Sci-Fi",6.0,6722,Alex Rivera,1973
2013-04-17,Les gamins,"$9,000,000",$0,"$15,660,664",2013,Les gamins,0,2013,95,Comedy,6.1,3450,Anthony Marciano,\N
2013-04-17,Deceptive Practice: The Mysteries and Mentors o…,"$500,000","$152,449","$152,449",2013,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2014-04-17,Closer to the Moon,"$1,500,000",$0,"$5,396",2014,Closer to the Moon,0,2014,112,"Comedy,Crime,Drama",6.7,4368,Nae Caranfil,1960
2014-04-17,Virunga,"$1,000,000",$0,$0,2014,Virunga,0,2014,100,"Documentary,War",8.1,12373,Orlando von Einsiedel,\N
2015-04-17,Child 44,"$50,000,000","$1,224,330","$8,004,221",2015,Child 44,0,2015,137,"Crime,Drama,History",6.4,76696,Daniel Espinosa,1977
2015-04-17,Unfriended,"$1,000,000","$32,789,645","$64,364,198",2015,Unfriended,0,2014,83,"Horror,Mystery,Thriller",5.6,83196,Levan Gabriadze,1969
2015-04-17,Antarctic Edge: 70º South,"$150,000","$7,193","$7,193",2015,Antarctic Edge: 70° South,0,2015,72,"Adventure,Documentary",6.8,193,Dena Seidel,\N
2019-04-17,The Curse of La Llorona,"$9,000,000","$54,733,739","$123,133,739",2019,The Curse of La Llorona,0,2019,93,"Horror,Mystery,Thriller",5.3,59476,Michael Chaves,\N
2024-04-17,Abigail,"$28,000,000","$25,867,515","$42,645,515",2024,Abigail,0,2024,109,"Horror,Thriller",6.6,74813,Matt Bettinelli-Olpin,1978
2024-04-17,Abigail,"$28,000,000","$25,867,515","$42,645,515",2024,Abigail,0,2024,109,"Horror,Thriller",6.6,74813,Tyler Gillett,1982
1986-04-18,Legend,"$25,000,000","$15,502,112","$23,506,237",1986,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
1997-04-18,McHale's Navy,"$42,000,000","$4,408,420","$4,408,420",1997,McHale's Navy,0,1997,108,"Action,Comedy",4.5,7191,Bryan Spicer,1964
1997-04-18,8 Heads in a Duffel Bag,"$3,000,000","$3,602,884","$4,002,884",1997,8 Heads in a Duffel Bag,0,1997,95,"Adventure,Comedy,Crime",5.4,11270,Tom Schulman,1950
2002-04-18,The Scorpion King,"$60,000,000","$90,580,000","$165,890,634",2002,The Scorpion King,0,2002,92,"Action,Adventure,Fantasy",5.5,147179,Chuck Russell,1958
2003-04-18,Winged Migration,"$28,000,000","$11,689,053","$39,134,983",2003,Le peuple migrateur,0,2001,89,Documentary,7.9,12438,Jacques Perrin,1941
2003-04-18,Winged Migration,"$28,000,000","$11,689,053","$39,134,983",2003,Le peuple migrateur,0,2001,89,Documentary,7.9,12438,Jacques Cluzaud,\N
2003-04-18,Winged Migration,"$28,000,000","$11,689,053","$39,134,983",2003,Le peuple migrateur,0,2001,89,Documentary,7.9,12438,Michel Debats,\N
2003-04-18,Holes,"$20,000,000","$67,383,924","$71,232,214",2003,Holes,0,2003,117,"Adventure,Comedy,Drama",7.0,102878,Andrew Davis,1946
2003-04-18,Malibu’s Most Wanted,"$15,000,000","$34,308,901","$34,499,204",2003,Malibu's Most Wanted,0,2003,86,"Comedy,Crime",5.2,21201,John Whitesell,1953
2003-04-18,Lilja 4-ever,"$4,500,000","$181,655","$4,548,505",2003,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2008-04-18,The Forbidden Kingdom,"$55,000,000","$52,075,270","$129,059,885",2008,The Forbidden Kingdom,0,2008,104,"Action,Adventure,Fantasy",6.5,110490,Rob Minkoff,1962
2008-04-18,Forgetting Sarah Marshall,"$30,000,000","$63,172,463","$105,475,310",2008,Forgetting Sarah Marshall,0,2008,111,"Comedy,Drama,Romance",7.1,306337,Nicholas Stoller,1976
2008-04-18,88 Minutes,"$30,000,000","$16,930,884","$32,955,399",2008,88 Minutes,0,2007,108,"Crime,Drama,Mystery",5.9,78868,Jon Avnet,1949
2008-04-18,Life Before Her Eyes,"$12,000,000","$303,439","$7,203,439",2008,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2008-04-18,Pathology,"$8,000,000","$109,045","$3,270,974",2008,Pathology,0,2008,95,"Crime,Horror,Thriller",5.9,33699,Marc Schölermann,1971
2008-04-18,Kiss the Bride,"$500,000","$32,033","$32,033",2008,Kiss the Bride,0,2002,89,"Comedy,Drama,Romance",5.3,1272,Vanessa Parise,\N
2014-04-18,Transcendence,"$100,000,000.00","$23,022,309.00","$103,039,258.00",2014,Transcendence,0,2014,119,"Action,Drama,Sci-Fi",6.2,240708,Wally Pfister,1961
2014-04-18,A Haunted House 2,"$4,000,000","$17,329,487","$21,206,861",2014,A Haunted House 2,0,2014,86,"Comedy,Fantasy,Horror",4.7,23904,Michael Tiddes,\N
2014-04-18,13 Sins,"$4,000,000","$9,134","$47,552",2014,13 Sins,0,2014,93,"Horror,Thriller",6.3,39897,Daniel Stamm,1976
2024-04-18,Challengers,"$55,000,000","$50,119,408","$93,917,124",2024,Challengers,0,2024,131,"Comedy,Drama,Romance",7.1,112438,Luca Guadagnino,1971
1996-04-19,Le hussard sur le toit,"$35,000,000","$1,320,043","$1,320,043",1996,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
1996-04-19,Mrs. Winterbourne,"$25,000,000","$10,039,566","$10,039,566",1996,Mrs. Winterbourne,0,1996,105,"Comedy,Drama,Romance",6.2,8868,Richard Benjamin,1938
2000-04-19,La otra conquista,"$3,500,000","$886,410","$886,410",2000,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2002-04-19,Murder by Numbers,"$50,000,000","$31,874,869","$56,643,267",2002,Murder by Numbers,0,2002,115,"Crime,Mystery,Thriller",6.2,63504,Barbet Schroeder,1941
2002-04-19,My Big Fat Greek Wedding,"$5,000,000","$241,438,208","$374,890,034",2002,My Big Fat Greek Wedding,0,2002,95,"Comedy,Drama,Romance",6.6,146658,Joel Zwick,1942
2012-04-19,The Lucky One,"$25,000,000","$60,457,138","$96,633,833",2012,The Lucky One,0,2012,101,"Drama,Mystery,Romance",6.4,115083,Scott Hicks,1953
2012-04-19,Tu Xia Chuan Qi,"$12,000,000",$0,"$1,828,400",2012,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2013-04-19,Oblivion,"$120,000,000.00","$89,107,235.00","$287,916,633.00",2013,Oblivion,0,2013,124,"Action,Adventure,Sci-Fi",7.0,560927,Joseph Kosinski,1974
2013-04-19,The Lords of Salem,"$1,500,000","$1,165,881","$1,541,131",2013,The Lords of Salem,0,2012,101,"Horror,Thriller",5.2,32960,Rob Zombie,1965
2013-04-19,Filly Brown,"$1,250,000","$2,850,357","$2,940,411",2013,Filly Brown,0,2012,80,"Drama,Music",5.6,1199,Youssef Delara,1973
2013-04-19,Filly Brown,"$1,250,000","$2,850,357","$2,940,411",2013,Filly Brown,0,2012,80,"Drama,Music",5.6,1199,Michael D. Olmos,\N
2013-04-19,Home Run,"$1,200,000","$2,859,955","$2,859,955",2013,Home Run,0,2013,113,"Drama,Sport",5.9,3403,David Boyd,\N
2016-04-19,The Sound and the Shadow,"$500,000",$0,$0,2016,The Sound and the Shadow,0,2014,90,"Comedy,Mystery,Thriller",7.6,82,Justin Paul Miller,\N
2018-04-19,Trener,"$6,250,000",$0,"$13,201,162",2018,Trener,0,2018,138,"Drama,Sport",6.3,1536,Danila Kozlovskiy,1985
1968-04-02,2001: A Space Odyssey,"$10,500,000","$59,936,321","$71,796,856",1968,2001: A Space Odyssey,0,1968,149,"Adventure,Sci-Fi",8.3,734164,Stanley Kubrick,1928
1976-04-02,All the President’s Men,"$8,500,000","$51,048,435","$51,048,857",1976,All the President's Men,0,1976,138,"Drama,History,Thriller",7.9,128536,Alan J. Pakula,1928
1982-04-02,Cat People,"$12,500,000","$7,000,000","$21,000,000",1982,Cat People,0,1982,118,"Fantasy,Horror,Thriller",6.2,24598,Paul Schrader,1946
1982-04-02,Diner,"$5,000,000","$12,592,907","$12,592,907",1982,Diner,0,1982,110,"Comedy,Drama",7.0,23100,Barry Levinson,1942
1993-04-02,The Adventures of Huck Finn,"$6,500,000","$24,103,594","$24,103,594",1993,The Adventures of Huck Finn,0,1993,108,"Adventure,Comedy,Drama",6.2,9393,Stephen Sommers,1962
1999-04-02,The Out-of-Towners,"$40,000,000","$28,544,120","$28,544,120",1999,The Out-of-Towners,0,1999,90,Comedy,5.5,15181,Sam Weisman,1947
1999-04-02,Following,"$6,000","$48,482","$240,495",1999,Following,0,1998,69,"Crime,Mystery,Thriller",7.4,103708,Christopher Nolan,1970
2003-04-02,The Good Thief,"$30,000,000","$3,517,797","$6,460,758",2003,The Good Thief,0,2003,118,\N,5.3,56,R.T. Herwig,\N
2004-04-02,Home on the Range,"$110,000,000.00","$50,026,353.00","$76,482,461.00",2004,Home on the Range,0,2004,76,"Adventure,Animation,Comedy",5.4,26743,Will Finn,1958
2004-04-02,Home on the Range,"$110,000,000.00","$50,026,353.00","$76,482,461.00",2004,Home on the Range,0,2004,76,"Adventure,Animation,Comedy",5.4,26743,John Sanford,\N
2004-04-02,Hellboy,"$60,000,000","$59,623,958","$99,823,958",2004,Hellboy,0,2004,122,"Action,Adventure,Fantasy",6.9,356158,Guillermo del Toro,1964
2004-04-02,Walking Tall,"$56,000,000","$46,213,824","$47,856,383",2004,Walking Tall,0,2004,86,"Action,Crime",6.3,110962,Kevin Bray,\N
2004-04-02,The Prince & Me,"$30,000,000","$28,165,882","$30,089,110",2004,The Prince & Me,0,2004,111,"Comedy,Family,Romance",5.9,42132,Martha Coolidge,1946
2004-04-02,Shaolin Soccer,"$10,000,000","$488,872","$42,776,032",2004,Siu Lam juk kau,0,2001,87,"Action,Comedy,Fantasy",7.3,91056,Stephen Chow,1962
2009-04-02,Fast & Furious,"$85,000,000.00","$155,064,265.00","$359,347,833.00",2009,Fast & Furious,0,2009,107,"Action,Crime,Thriller",6.5,316859,Justin Lin,1971
2010-04-02,Why Did I Get Married Too?,"$20,000,000","$60,095,852","$60,831,067",2010,Why Did I Get Married Too?,0,2010,121,"Comedy,Drama,Romance",4.7,10417,Tyler Perry,1969
2010-04-02,Leaves of Grass,"$9,000,000","$70,066","$85,527",2010,Leaves of Grass,0,2009,105,"Comedy,Crime,Drama",6.4,28143,Tim Blake Nelson,1964
2010-04-02,The Greatest,"$6,000,000","$115,862","$117,796",2010,The Greatest,0,2009,99,"Drama,Romance",6.6,9563,Shana Feste,1976
2010-04-02,Don McKay,"$6,000,000","$13,722","$13,722",2010,Don McKay,0,2009,87,"Drama,Mystery,Thriller",5.8,2495,Jake Goldberger,1977
2010-04-02,Soul Kitchen,"$4,900,000","$276,901","$23,347,461",2010,Soul Kitchen,0,2009,99,"Comedy,Drama",7.2,40865,Fatih Akin,1973
2010-04-02,Tau ming chong,"$4,000,000","$129,078","$38,899,792",2010,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2010-04-02,Breaking Upwards,"$15,000","$115,592","$115,592",2010,Breaking Upwards,0,2009,88,Romance,6.0,1475,Daryl Wein,1983
2021-04-02,The Unholy,"$10,000,000","$15,532,137","$30,792,024",2021,The Unholy,0,2021,99,"Drama,Horror,Mystery",5.1,28815,Evan Spiliotopoulos,1973
1977-04-20,Annie Hall,"$4,000,000","$38,251,425","$38,252,270",1977,Annie Hall,0,1977,93,"Comedy,Romance",8.0,281106,Woody Allen,1935
1979-04-20,Dawn of the Dead,"$1,500,000","$5,100,000","$55,000,000",1979,Dawn of the Dead,0,1978,127,"Horror,Thriller",7.8,131013,George A. Romero,1940
2001-04-20,Crocodile Dundee in Los Angeles,"$25,000,000","$25,590,119","$39,393,111",2001,Crocodile Dundee in Los Angeles,0,2001,95,"Action,Adventure,Comedy",4.8,26532,Simon Wincer,1943
2001-04-20,Freddy Got Fingered,"$15,000,000","$14,249,005","$14,249,005",2001,Freddy Got Fingered,0,2001,87,Comedy,4.7,52198,Tom Green,1971
2007-04-20,In the Land of Women,"$10,500,000","$11,052,958","$14,140,402",2007,In the Land of Women,0,2007,97,"Comedy,Drama,Romance",6.4,32874,Jonathan Kasdan,1979
2012-04-20,To Rome with Love,"$21,500,000","$16,684,352","$74,290,305",2012,To Rome with Love,0,2012,112,"Comedy,Music,Romance",6.3,91468,Woody Allen,1935
2012-04-20,Think Like a Man,"$12,000,000","$91,547,205","$113,373,764",2012,Think Like a Man,0,2012,122,"Comedy,Romance",6.5,51037,Tim Story,1970
2012-04-20,For Greater Glory: The True Story of Cristiada,"$12,000,000","$5,669,081","$10,026,255",2012,For Greater Glory: The True Story of Cristiada,0,2012,145,"Drama,History,War",6.5,5393,Dean Wright,\N
2012-04-20,Darling Companion,"$12,000,000","$793,352","$1,200,346",2012,Darling Companion,0,2012,103,"Comedy,Drama,Romance",5.2,3886,Lawrence Kasdan,1949
2018-04-20,I Feel Pretty,"$32,000,000","$48,795,601","$91,444,095",2018,I Feel Pretty,0,2018,110,"Comedy,Romance",5.7,58028,Abby Kohn,1971
2018-04-20,I Feel Pretty,"$32,000,000","$48,795,601","$91,444,095",2018,I Feel Pretty,0,2018,110,"Comedy,Romance",5.7,58028,Marc Silverstein,1971
2018-04-20,Super Troopers 2,"$13,500,000","$30,617,396","$31,966,740",2018,Super Troopers 2,0,2018,99,"Comedy,Crime,Mystery",6.0,28697,Jay Chandrasekhar,1968
2018-04-20,Traffik,"$4,000,000","$9,186,156","$9,561,231",2018,Traffik,0,2018,96,"Action,Thriller",5.9,21937,Deon Taylor,\N
1989-04-21,Pet Sematary,"$11,500,000","$57,469,179","$57,469,850",1989,Pet Sematary,0,1989,103,"Fantasy,Horror,Thriller",6.5,117695,Mary Lambert,1951
1995-04-21,Kiss of Death,"$40,000,000","$14,942,422","$14,942,422",1995,Kiss of Death,0,1995,101,"Crime,Drama,Thriller",5.9,20472,Barbet Schroeder,1941
2000-04-21,U-571,"$62,000,000","$77,086,030","$127,630,030",2000,U-571,0,2000,116,"Action,War",6.6,88581,Jonathan Mostow,1961
2000-04-21,Love & Basketball,"$15,000,000","$27,441,122","$27,709,625",2000,Love & Basketball,0,2000,124,"Drama,Romance,Sport",7.2,24873,Gina Prince-Bythewood,\N
2000-04-21,Gossip,"$14,000,000","$5,108,820","$12,591,270",2000,Gossip,0,2000,90,"Drama,Mystery,Thriller",5.9,17807,Davis Guggenheim,1963
2000-04-21,Gossip,"$14,000,000","$5,108,820","$12,591,270",2000,Gossip,0,2000,134,"Comedy,Drama",4.7,847,Colin Nutley,1944
2000-04-21,The Virgin Suicides,"$6,000,000","$4,859,475","$10,619,770",2000,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2006-04-21,The Sentinel,"$60,000,000","$36,280,697","$78,080,697",2006,The Sentinel,0,2006,108,"Action,Crime,Thriller",6.1,52909,Clark Johnson,\N
2006-04-21,Silent Hill,"$50,000,000","$46,982,632","$94,704,227",2006,Silent Hill,0,2006,125,"Horror,Mystery",6.5,248650,Christophe Gans,1960
2006-04-21,American Dreamz,"$17,000,000","$7,314,027","$16,510,971",2006,American Dreamz,0,2006,107,"Comedy,Music",5.5,25329,Paul Weitz,1965
2006-04-21,In Her Line of Fire,"$1,000,000",$884,$884,2006,In Her Line of Fire,0,2006,88,"Action,Drama",3.7,1153,Brian Trenchard-Smith,1946
2011-04-21,Fast Five,"$125,000,000.00","$210,031,325.00","$629,975,898.00",2011,Fast Five,0,2011,130,"Action,Crime,Thriller",7.3,413237,Justin Lin,1971
2015-04-21,The Marine 4,"$1,950,000",$0,$0,2015,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2015-04-21,Ten,"$25,000",$0,$0,2015,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2015-04-21,The Front Man,"$20,000",$0,$0,2015,The Front Man,0,2014,73,"Biography,Comedy,Documentary",8.6,8,Paul Devlin,\N
2017-04-21,The Promise,"$90,000,000.00","$8,224,288.00","$10,551,417.00",2017,The Promise,0,2017,115,"Comedy,Drama,Romance",9.0,87,Candy J. Beard,\N
2017-04-21,The Promise,"$90,000,000.00","$8,224,288.00","$10,551,417.00",2017,The Promise,0,2017,115,"Comedy,Drama,Romance",9.0,87,Daniel Beard,\N
2017-04-21,The Promise,"$90,000,000.00","$8,224,288.00","$10,551,417.00",2017,Puen Tee Raluek,0,2017,114,"Drama,Horror,Thriller",5.9,1299,Sophon Sakdaphisit,\N
2017-04-21,Berlin Syndrome,"$5,500,000","$28,660","$788,191",2017,Berlin Syndrome,0,2017,116,"Drama,Horror,Mystery",6.3,28139,Cate Shortland,1968
2017-04-21,Phoenix Forgotten,"$2,800,000","$3,600,146","$3,697,729",2017,Phoenix Forgotten,0,2017,87,"Horror,Mystery,Sci-Fi",5.4,7159,Justin Barber,\N
2023-04-21,Big George Foreman: The Miraculous Story of the…,"$32,000,000","$5,426,772","$5,703,197",2023,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
1962-04-22,The Man Who Shot Liberty Valance,"$3,200,000","$8,000,000","$8,000,498",1962,The Man Who Shot Liberty Valance,0,1962,123,"Drama,Western",8.1,83996,John Ford,1894
1988-04-22,Lady in White,"$4,700,000","$1,705,139","$1,705,139",1988,Lady in White,0,1988,113,"Fantasy,Horror,Mystery",6.6,8365,Frank LaLoggia,1954
1994-04-22,The Inkwell,"$8,000,000","$8,864,699","$8,864,699",1994,The Inkwell,0,1994,110,"Comedy,Drama,Romance",6.3,1612,Matty Rich,\N
2005-04-22,The Interpreter,"$90,000,000.00","$72,708,161.00","$162,753,837.00",2005,The Interpreter,0,2005,128,"Crime,Mystery,Thriller",6.4,111789,Sydney Pollack,1934
2005-04-22,A Lot Like Love,"$25,000,000","$21,835,784","$41,921,590",2005,A Lot Like Love,0,2005,107,"Comedy,Drama,Romance",6.6,71675,Nigel Cole,1959
2005-04-22,King's Ransom,"$25,000,000","$4,008,527","$4,049,527",2005,King's Ransom,0,2005,95,"Comedy,Crime",4.4,3952,Jeffrey W. Byrd,\N
2005-04-22,The Game of Their Lives,"$20,000,000","$375,474","$375,474",2005,The Game of Their Lives,0,2005,101,"Drama,History,Sport",6.1,3567,David Anspaugh,1946
2005-04-22,Madison,"$15,500,000","$517,262","$517,262",2005,Madison,0,2001,99,"Drama,Sport",6.3,1609,William Bindley,\N
2009-04-22,Earth,"$47,000,000","$32,011,576","$116,773,317",2009,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
