Rank,date,primaryTitle_x,budget,domestic_gross,world_gross,year,name_id_x,matched_name,tconst,titleType,primaryTitle_y,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,nconst,writers,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,name_id_y
"4,854",2016-04-01,God’s Not Dead 2,"$5,000,000","$20,773,069","$23,551,286",2016,God’s Not Dead 22016,God's Not Dead 22016,tt4824308,movie,God's Not Dead 2,God's Not Dead 2,0,2016,\N,120,Drama,4.3,13744,nm1880561,"nm0465484,nm0813301",Harold Cronk,\N,\N,"director,producer,writer","tt2528814,tt2088832,tt0800261,tt11852810",God's Not Dead 22016
"5,473",2016-04-01,Hunt for the Wilderpeople,"$2,500,000","$5,205,471","$23,900,842",2016,Hunt for the Wilderpeople2016,Hunt for the Wilderpeople2016,tt4698684,movie,Hunt for the Wilderpeople,Hunt for the Wilderpeople,0,2016,\N,101,"Adventure,Comedy,Drama",7.8,145278,nm0169806,"nm0169806,nm0190085,nm1081550",Taika Waititi,1975,\N,"producer,writer,actor","tt3416742,tt2584384,tt4698684,tt1560139",Hunt for the Wilderpeople2016
"6,044",2016-04-01,Meet the Blacks,"$900,000","$9,097,072","$9,097,072",2016,Meet the Blacks2016,Meet the Blacks2016,tt4191580,movie,Meet the Blacks,Meet the Blacks,0,2016,\N,94,"Comedy,Horror",4.8,38074,nm1938064,"nm1938064,nm1701420",Deon Taylor,\N,\N,"producer,director,writer","tt8829830,tt7390646,tt6722030,tt5670152",Meet the Blacks2016
"2,219",2022-04-01,The Unbearable Weight of Massive Talent,"$30,000,000","$20,300,157","$29,116,320",2022,The Unbearable Weight of Massive Talent2022,The Unbearable Weight of Massive Talent2022,tt11291274,movie,The Unbearable Weight of Massive Talent,The Unbearable Weight of Massive Talent,0,2022,\N,107,"Action,Comedy,Crime",7.0,161300,nm3230448,"nm3230448,nm1072410",Tom Gormican,\N,\N,"writer,producer,director","tt11291274,tt3083016,tt1800246",The Unbearable Weight of Massive Talent2022
"5,458",1952-04-10,Singin' in the Rain,"$2,540,000","$7,200,000","$7,241,009",1952,Singin' in the Rain1952,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"6,110",1953-04-10,House of Wax,"$658,000","$23,800,000","$23,800,000",1953,House of Wax1953,House of Wax1953,tt0045888,movie,House of Wax,House of Wax,0,1953,\N,88,Horror,7.0,20811,nm0211964,"nm0928108,nm0067676",André De Toth,1913,2002,"director,writer,assistant_director","tt0042531,tt0045888,tt0032173,tt0050506",House of Wax1953
"4,871",1981-04-10,Nighthawks,"$5,000,000","$14,600,000","$19,600,000",1981,Nighthawks1981,Nighthawks1978,tt0077993,movie,Nighthawks,Nighthawks,0,1978,\N,113,Drama,6.2,747,nm0669713,"nm0669713,nm0356271",Ron Peck,1948,2022,"director,writer,camera_department","tt0077993,tt1731979,tt0092964,tt1851882",Nighthawks1978
"5,912",1981-04-10,The Howling,"$1,000,000","$17,985,000","$17,985,130",1981,The Howling1981,The Howling1981,tt0082533,movie,The Howling,The Howling,0,1981,\N,91,Horror,6.5,41184,nm0001102,"nm0104707,nm0000626,nm0935288",Joe Dante,1946,\N,"director,producer,miscellaneous","tt0093260,tt0087363,tt0082533,tt0122718",The Howling1981
"4,387",1992-04-10,The Player,"$8,000,000","$21,706,101","$28,876,702",1992,The Player1992,The Player1992,tt0105151,movie,The Player,The Player,0,1992,\N,124,"Comedy,Crime,Drama",7.5,67061,nm0000265,nm0866062,Robert Altman,1925,2006,"director,producer,writer","tt0280707,tt0073440,tt0108122,tt0105151",The Player1992
"1,184",1998-04-10,City of Angels,"$55,000,000","$78,750,909","$198,750,909",1998,City of Angels1998,City of Angels1998,tt0120632,movie,City of Angels,City of Angels,0,1998,\N,114,"Drama,Fantasy,Romance",6.7,129559,nm0797869,"nm0000694,nm0359563,nm0718637,nm0828342",Brad Silberling,1963,\N,"producer,director,writer","tt0120632,tt0339291,tt0179098,tt0112642",City of Angels1998
"2,122",2009-04-10,Hannah Montana: The Movie,"$30,000,000","$79,576,189","$169,173,206",2009,Hannah Montana: The Movie2009,Hannah Montana: The Movie2009,tt1114677,movie,Hannah Montana: The Movie,Hannah Montana: The Movie,0,2009,\N,102,"Comedy,Drama,Family",4.7,46490,nm0155093,"nm0073504,nm0689954,nm0180902,nm0639434",Peter Chelsom,1956,\N,"director,writer,actor","tt3922818,tt0240890,tt1626146,tt0113133",Hannah Montana: The Movie2009
"2,255",2009-04-10,Dragonball Evolution,"$30,000,000","$9,362,785","$56,511,457",2009,Dragonball Evolution2009,Dragonball Evolution2009,tt1098327,movie,Dragonball Evolution,Dragonball Evolution,0,2009,\N,85,"Action,Adventure,Fantasy",2.5,80286,nm0939128,"nm0708870,nm0868066",James Wong,\N,\N,"producer,writer,director","tt0106179,tt0267804,tt0112173,tt1844624",Dragonball Evolution2009
"3,158",2009-04-10,Observe and Report,"$18,000,000","$24,007,324","$27,148,898",2009,Observe and Report2009,Observe and Report2009,tt1197628,movie,Observe and Report,Observe and Report,0,2009,\N,86,"Action,Comedy,Crime",5.8,65857,nm2095817,nm2095817,Jody Hill,\N,\N,"producer,writer,director","tt1197628,tt3766376,tt0866442,tt0829482",Observe and Report2009
"6,263",2009-04-10,Royal Kill,"$350,000",$0,$0,2009,Royal Kill2009,Royal Kill2009,tt0421237,movie,Royal Kill,Royal Kill,0,2009,\N,90,"Action,Thriller",2.9,813,nm1388365,nm1388365,Bob Ahmed,\N,\N,"director,writer,producer","tt3635110,tt13154476",Royal Kill2009
"5,960",2013-04-10,The Act of Killing,"$1,000,000","$486,919","$1,227,316",2013,The Act of Killing2013,The Art of Killing2014,tt3283094,movie,The Art of Killing,The Art of Killing,0,2014,\N,\N,Horror,8.0,15,nm3009889,"nm4892380,nm4551279",Gregory W. Brock,\N,\N,"producer,writer,editor","tt1615859,tt23903142,tt1612609,tt33512738",The Art of Killing2014
"1,587",2015-04-10,Pourquoi j'ai pas mangé mon père,"$42,000,000",$0,"$15,451,663",2015,Pourquoi j'ai pas mangé mon père2015,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"1,776",2015-04-10,Dragon Nest Warriors' Dawn,"$40,000,000",$0,"$734,423",2015,Dragon Nest Warriors' Dawn2015,Dragon Nest: Warriors' Dawn2014,tt2911342,movie,Dragon Nest: Warriors' Dawn,Long Zhi Gu: Po Xiao Qi Bing,0,2014,\N,88,"Action,Adventure,Animation",6.3,3423,nm5672919,"nm0096115,nm1597579,nm5672919,nm5673061,nm5673310",Yuefeng Song,\N,\N,"director,writer","tt2911342,tt4651660,tt5425264",Dragon Nest: Warriors' Dawn2014
"1,800",2015-04-10,Paul Blart: Mall Cop 2,"$38,000,000","$71,091,594","$107,453,907",2015,Paul Blart: Mall Cop 22015,Paul Blart: Mall Cop 22015,tt3450650,movie,Paul Blart: Mall Cop 2,Paul Blart: Mall Cop 2,0,2015,\N,94,"Action,Comedy,Crime",4.4,41968,nm0275698,"nm0416673,nm0048169",Andy Fickman,\N,\N,"producer,director,actor","tt1075417,tt3450650,tt0118615,tt1414382",Paul Blart: Mall Cop 22015
"3,568",2015-04-10,Broken Horses,"$15,000,000",$0,"$3,471",2015,Broken Horses2015,Broken Horses2015,tt2503954,movie,Broken Horses,Broken Horses,0,2015,\N,101,"Action,Crime,Drama",5.7,2358,nm0006765,"nm0006765,nm0430785",Vidhu Vinod Chopra,1952,\N,"writer,producer,director","tt23849204,tt1187043,tt0456144,tt0374887",Broken Horses2015
"3,893",2015-04-10,Dark Places,"$11,900,000","$208,588","$5,685,597",2015,Dark Places2015,Dark Places2015,tt2402101,movie,Dark Places,Dark Places,0,2015,\N,113,"Crime,Drama,Mystery",6.2,48438,nm0660707,"nm0660707,nm5058839",Gilles Paquet-Brenner,1974,\N,"director,writer,cinematographer","tt1869347,tt1668200,tt2402101,tt0263496",Dark Places2015
"5,991",2015-04-10,The Sisterhood of Night,"$1,000,000","$6,870","$6,870",2015,The Sisterhood of Night2015,The Sisterhood of Night2014,tt1015471,movie,The Sisterhood of Night,The Sisterhood of Night,0,2014,\N,104,"Drama,Mystery,Thriller",6.1,2273,nm2013046,"nm2627176,nm1841035",Caryn Waechter,\N,\N,"director,editor,cinematographer","tt1015471,tt1280492,tt7778570,tt7262990",The Sisterhood of Night2014
"1,370",2019-04-10,Hellboy,"$50,000,000","$21,903,748","$53,956,480",2019,Hellboy2019,Hellboy2019,tt2274648,movie,Hellboy,Hellboy,0,2019,\N,120,"Action,Adventure,Fantasy",5.3,102408,nm0551076,"nm1184676,nm0586005",Neil Marshall,1970,\N,"producer,director,writer","tt0280609,tt0435625,tt0483607,tt1020558",Hellboy2019
"6,214",1986-04-11,The Toxic Avenger,"$475,000",$0,$0,1986,The Toxic Avenger1986,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"1,480",1997-04-11,Anaconda,"$45,000,000","$65,598,907","$136,998,907",1997,Anaconda1997,Anaconda1997,tt0118615,movie,Anaconda,Anaconda,0,1997,\N,89,"Action,Adventure,Horror",4.9,114273,nm0515891,"nm0061829,nm0143596,nm0258390",Luis Llosa,1951,\N,"producer,director,writer","tt0118615,tt0111255,tt17054432,tt0094918",Anaconda1997
"3,449",1997-04-11,Grosse Pointe Blank,"$15,000,000","$28,084,357","$31,070,412",1997,Grosse Pointe Blank1997,Grosse Pointe Blank1997,tt0119229,movie,Grosse Pointe Blank,Grosse Pointe Blank,0,1997,\N,107,"Action,Comedy,Crime",7.3,101182,nm0000786,"nm0417716,nm0222584,nm0684336,nm0000131",George Armitage,1942,\N,"producer,writer,director","tt0119229,tt0065760,tt0075393,tt0100143",Grosse Pointe Blank1997
"6,522",1997-04-11,Pink Flamingos,"$12,000","$413,802","$413,802",1997,Pink Flamingos1997,Pink Flamingos1972,tt0069089,movie,Pink Flamingos,Pink Flamingos,0,1972,\N,93,"Comedy,Crime",6.0,28686,nm0000691,nm0000691,John Waters,1946,\N,"actor,writer,director","tt0126604,tt0069089,tt0387575,tt0095270",Pink Flamingos1972
"2,760",2001-04-11,Josie and the Pussycats,"$22,000,000","$14,252,830","$14,307,223",2001,Josie and the Pussycats2001,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"3,318",2001-04-11,Joe Dirt,"$16,000,000","$27,087,695","$30,987,695",2001,Joe Dirt2001,Joe Dirt2001,tt0245686,movie,Joe Dirt,Joe Dirt,0,2001,\N,91,"Adventure,Comedy,Drama",6.0,62004,nm0330140,"nm0005450,nm0937748",Dennie Gordon,1953,\N,"director,producer,writer","tt5057054,tt5114356,tt4687880,tt3520702",Joe Dirt2001
"4,529",2001-04-11,Kingdom Come,"$7,000,000","$23,247,539","$23,393,939",2001,Kingdom Come2001,Kingdom Come2001,tt0246002,movie,Kingdom Come,Kingdom Come,0,2001,\N,94,"Comedy,Drama",5.5,2499,nm0570408,"nm0098746,nm0428377",Doug McHenry,\N,\N,"producer,director,music_department","tt0102526,tt0250274,tt6529064,tt0110186",Kingdom Come2001
"1,157",2003-04-11,Anger Management,"$56,000,000","$135,560,942","$195,484,552",2003,Anger Management2003,Anger Management2003,tt0305224,movie,Anger Management,Anger Management,0,2003,\N,106,Comedy,6.3,231643,nm0781842,nm0233563,Peter Segal,1962,\N,"director,producer,writer","tt0110622,tt0425061,tt2126357,tt8242084",Anger Management2003
"1,507",2003-04-11,Johnny English,"$45,000,000","$28,013,509","$161,735,791",2003,Johnny English2003,Johnny English2003,tt0274166,movie,Johnny English,Johnny English,0,2003,\N,87,"Action,Adventure,Comedy",6.3,177060,nm0398185,"nm0701031,nm0905498,nm0204030,nm0398185",Peter Howitt,1957,\N,"actor,director,writer","tt0120148,tt0417586,tt0274166,tt0218817",Johnny English2003
"4,542",2003-04-11,"House of 1,000 Corpses","$7,000,000","$12,634,962","$17,005,466",2003,"House of 1,000 Corpses2003",House of 1000 Corpses2003,tt0251736,movie,House of 1000 Corpses,House of 1000 Corpses,0,2003,\N,89,Horror,6.0,95722,nm0957772,nm0957772,Rob Zombie,1965,\N,"music_artist,writer,actor","tt0462322,tt0373883,tt0395584,tt1731697",House of 1000 Corpses2003
"6,076",2003-04-11,The Young Unknowns,"$800,000","$58,163","$58,163",2003,The Young Unknowns2003,The Young Unknowns2000,tt0186719,movie,The Young Unknowns,The Young Unknowns,0,2000,\N,87,Drama,4.1,220,nm0420619,"nm0061953,nm0420619",Catherine Jelski,\N,\N,"script_department,director,producer","tt0186719,tt14856980,tt8041270,tt1308728",The Young Unknowns2000
"6,308",2003-04-11,Better Luck Tomorrow,"$250,000","$3,802,390","$3,809,226",2003,Better Luck Tomorrow2003,Better Luck Tomorrow2002,tt0280477,movie,Better Luck Tomorrow,Better Luck Tomorrow,0,2002,\N,101,"Crime,Drama,Romance",7.0,10570,nm0510912,"nm0286557,nm0510912,nm0549850",Justin Lin,1971,\N,"producer,director,writer","tt0280477,tt1905041,tt5433138,tt5433140",Better Luck Tomorrow2002
"2,912",2008-04-11,Street Kings,"$20,000,000","$26,418,667","$65,457,811",2008,Street Kings2008,Street Kings2008,tt0421073,movie,Street Kings,Street Kings,0,2008,\N,109,"Action,Crime,Thriller",6.8,122501,nm0043742,"nm0255278,nm0934483,nm1150145",David Ayer,1968,\N,"producer,writer,director","tt1855199,tt1742334,tt1386697,tt0433387",Street Kings2008
"3,138",2008-04-11,Prom Night,"$18,000,000","$43,869,350","$57,193,655",2008,Prom Night2008,Prom Night2008,tt0926129,movie,Prom Night,Prom Night,0,2008,\N,88,Horror,3.9,38604,nm1879589,nm0136592,Nelson McCormick,\N,\N,"director,producer,writer","tt0814335,tt9055008,tt0926129,tt0455275",Prom Night2008
"5,105",2008-04-11,The Visitor,"$4,000,000","$9,427,026","$19,174,817",2008,The Visitor2008,The Visitor2008,tt0969307,movie,The Visitor,Muukalainen,0,2008,\N,105,Drama,6.3,628,nm1672969,"nm1715549,nm1672969",J.-P. Valkeapää,1977,\N,"director,writer,art_department","tt9074574,tt2967988,tt0969307,tt0422571",The Visitor2008
44,2012-04-11,Battleship,"$220,000,000.00","$65,233,400.00","$313,477,717.00",2012,Battleship2012,Battleship2012,tt1440129,movie,Battleship,Battleship,0,2012,\N,131,"Action,Adventure,Sci-Fi",5.8,260257,nm0000916,"nm0388377,nm0388375",Peter Berg,1964,\N,"producer,actor,writer","tt0108724,tt0124198,tt0110308,tt1091191",Battleship2012
"5,440",2012-04-11,Le fils de l’autre,"$2,700,000","$1,220,807","$5,969,923",2012,Le fils de l’autre2012,Le fils de l'autre1932,tt4525216,movie,Le fils de l'autre,Le fils de l'autre,0,1932,\N,70,Drama,7.0,8,nm0478539,nm0204717,Henri de la Falaise,1898,1972,"director,miscellaneous,producer","tt0129196,tt0279992,tt0192872,tt4525216",Le fils de l'autre1932
"2,898",2013-04-11,Scary Movie V,"$20,000,000","$32,015,787","$78,613,981",2013,Scary Movie V2013,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"6,452",2013-04-11,Absentia,"$70,000",$0,"$8,555",2013,Absentia2013,Absentia2011,tt1610996,movie,Absentia,Absentia,0,2011,\N,87,"Drama,Horror,Mystery",5.8,20507,nm1093039,nm1093039,Mike Flanagan,1978,\N,"director,writer,editor","tt12908150,tt6763664,tt10574558,tt5606664",Absentia2011
"2,538",2014-04-11,Draft Day,"$25,000,000","$28,842,237","$29,847,480",2014,Draft Day2014,Draft Day2014,tt2223990,movie,Draft Day,Draft Day,0,2014,\N,110,"Drama,Sport",6.8,68382,nm0718645,"nm2744027,nm4396670",Ivan Reitman,1946,2022,"producer,miscellaneous,director","tt1193138,tt0087332,tt0082509,tt0105477",Draft Day2014
"3,192",2014-04-11,The Railway Man,"$18,000,000","$4,438,438","$23,910,210",2014,The Railway Man2014,The Railway Man2013,tt2058107,movie,The Railway Man,The Railway Man,0,2013,\N,116,"Biography,Drama,Romance",7.1,43023,nm0855300,"nm0101639,nm0665466,nm4671561",Jonathan Teplitzky,\N,\N,"director,writer,art_department","tt2058107,tt1570559,tt0236019,tt0341376",The Railway Man2013
"4,841",2014-04-11,Oculus,"$5,000,000","$27,695,246","$44,115,496",2014,Oculus2014,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"5,136",2014-04-11,Joe,"$4,000,000","$373,375","$373,375",2014,Joe2014,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"6,332",2014-04-11,Jesus People,"$250,000",$0,$0,2014,Jesus People2014,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"6,354",2014-04-11,The Quiet Ones,"$200,000","$8,509,867","$18,413,804",2014,The Quiet Ones2014,The Quiet Ones2014,tt2235779,movie,The Quiet Ones,The Quiet Ones,0,2014,\N,98,"Horror,Mystery,Thriller",5.1,21405,nm0688282,"nm0742194,nm0610219,nm0688282,nm1079798",John Pogue,\N,\N,"writer,director,producer","tt0192614,tt2235779,tt0246894,tt0120873",The Quiet Ones2014
"1,303",2024-04-11,Civil War,"$50,000,000","$68,757,539","$106,547,052",2024,Civil War2024,Civil War2024,tt17279496,movie,Civil War,Civil War,0,2024,\N,109,"Action,Adventure,Thriller",7.0,183801,nm0307497,nm0307497,Alex Garland,1970,\N,"writer,producer,director","tt0470752,tt2798920,tt13841850,tt17279496",Civil War2024
"6,353",1979-04-12,Mad Max,"$200,000","$8,750,000","$99,750,000",1979,Mad Max1979,Mad Max1979,tt0079501,movie,Mad Max,Mad Max,0,1979,\N,88,"Action,Adventure,Sci-Fi",6.8,234333,nm0004306,"nm0565537,nm0004306,nm0447945",George Miller,1945,\N,"producer,writer,director","tt1392190,tt0082694,tt0079501,tt0366548",Mad Max1979
"2,939",1985-04-12,Ladyhawke,"$20,000,000","$18,400,000","$18,400,000",1985,Ladyhawke1985,Ladyhawke1985,tt0089457,movie,Ladyhawke,Ladyhawke,0,1985,\N,121,"Adventure,Comedy,Drama",6.9,52042,nm0001149,"nm0451689,nm0859241,nm0542539,nm0672459",Richard Donner,1930,2021,"director,producer,actor","tt0078346,tt0089457,tt0839995,tt0093409",Ladyhawke1985
"1,479",2002-04-12,Changing Lanes,"$45,000,000","$66,790,248","$66,790,248",2002,Changing Lanes2002,Changing Lanes2002,tt0264472,movie,Changing Lanes,Changing Lanes,0,2002,\N,98,"Drama,Thriller",6.5,75388,nm0585011,"nm0534954,nm0866062",Roger Michell,1956,2021,"director,writer,producer","tt0125439,tt0489327,tt0375735,tt4411596",Changing Lanes2002
"3,935",2002-04-12,Frailty,"$11,000,000","$13,110,448","$19,947,280",2002,Frailty2002,Frailty2001,tt0264616,movie,Frailty,Frailty,0,2001,\N,100,"Crime,Drama,Thriller",7.2,93560,nm0000200,nm0360062,Bill Paxton,1955,2017,"actor,producer,writer","tt0090605,tt0264616,tt0112384,tt0117998",Frailty2001
"4,769",2002-04-12,Bend it Like Beckham,"$5,600,000","$32,543,449","$74,566,042",2002,Bend it Like Beckham2002,Bend It Like Beckham2002,tt0286499,movie,Bend It Like Beckham,Bend It Like Beckham,0,2002,\N,112,"Comedy,Drama,Romance",6.7,117870,nm0149446,"nm0149446,nm0996493,nm0074488",Gurinder Chadha,1960,\N,"writer,producer,director","tt0286499,tt8266310,tt0963743,tt0401711",Bend It Like Beckham2002
"6,283",2006-04-12,Sisters in Law,"$300,000","$33,312","$33,312",2006,Sisters in Law2006,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"1,762",2007-04-12,Sunshine,"$40,000,000","$3,688,560","$32,030,610",2007,Sunshine2007,Sunshine2007,tt0448134,movie,Sunshine,Sunshine,0,2007,\N,107,"Sci-Fi,Thriller",7.2,271835,nm0000965,nm0307497,Danny Boyle,1956,\N,"director,producer,writer","tt1542344,tt0289043,tt0111149,tt1010048",Sunshine2007
"2,439",2012-04-12,The Raven,"$26,000,000","$16,008,272","$30,601,801",2012,The Raven2012,The Raven2012,tt1486192,movie,The Raven,The Raven,0,2012,\N,110,"Crime,Mystery,Thriller",6.4,88860,nm0574625,"nm1110844,nm0515226",James McTeigue,\N,\N,"director,producer,assistant_director","tt0434409,tt1486192,tt1186367,tt0133093",The Raven2012
"2,083",2013-04-12,42,"$31,000,000","$95,020,213","$97,470,701",2013,422013,422013,tt0453562,movie,42,42,0,2013,\N,128,"Biography,Drama,Sport",7.5,104294,nm0001338,nm0001338,Brian Helgeland,\N,\N,"director,writer,producer","tt7991508,tt3569230,tt0453562,tt0183790",422013
"5,398",2013-04-12,Open Road,"$3,000,000",$0,"$47,469",2013,Open Road2013,Open Road2013,tt1922679,movie,Open Road,Open Road,0,2013,\N,85,"Drama,Thriller",5.3,1851,nm0305362,nm2915845,Marcio Garcia,1970,\N,"actor,producer,director","tt1522247,tt0385387,tt6314382,tt1922679",Open Road2013
"3,727",2018-04-12,The Happy Prince,"$13,000,000","$464,495","$2,394,619",2018,The Happy Prince2018,The Happy Prince2018,tt2404639,movie,The Happy Prince,The Happy Prince,0,2018,\N,105,"Biography,Drama",6.3,5974,nm0000391,nm0000391,Rupert Everett,1959,\N,"actor,producer,writer","tt0119738,tt2404639,tt0109592,tt0122541",The Happy Prince2018
"5,207",2018-04-12,Truth or Dare,"$3,500,000","$41,411,015","$95,292,744",2018,Truth or Dare2018,Truth or Dare2018,tt6772950,movie,Truth or Dare,Truth or Dare,0,2018,\N,100,"Horror,Mystery,Thriller",5.2,67101,nm0905592,"nm0718555,nm3273842,nm1496753,nm0905592",Jeff Wadlow,\N,\N,"producer,director,writer","tt6772950,tt1542768,tt1650554,tt2188671",Truth or Dare2018
"3,355",2019-04-12,Teen Spirit,"$16,000,000","$441,366","$1,573,603",2019,Teen Spirit2019,Teen Spirit2012,tt2215226,movie,Teen Spirit,Teen Spirit,0,2012,\N,84,Drama,8.2,25,nm5110800,nm5110800,Kote Kalandadze,\N,\N,"writer,director,actor","tt11622922,tt2215226,tt28329956,tt13580476",Teen Spirit2012
"3,591",2019-04-12,Breakthrough,"$14,000,000","$40,713,082","$49,231,674",2019,Breakthrough2019,Breakthrough2019,tt11006500,movie,Breakthrough,Preboj,0,2019,\N,90,"Drama,War",4.9,280,nm5636609,"nm5636609,nm6977078",Dejan Babosek,\N,\N,"director,editor,writer","tt11006500,tt32160317,tt3916688,tt2858100",Breakthrough2019
"3,591",2019-04-12,Breakthrough,"$14,000,000","$40,713,082","$49,231,674",2019,Breakthrough2019,Breakthrough2019,tt7083526,movie,Breakthrough,Breakthrough,0,2019,\N,116,"Biography,Drama",6.3,11235,nm0206259,"nm10630088,nm1455356",Roxann Dawson,\N,\N,"actress,director,producer","tt7083526,tt0804484,tt9174630,tt2149175",Breakthrough2019
"3,617",2019-04-12,After,"$14,000,000","$12,138,565","$57,926,850",2019,After2019,After2019,tt4126476,movie,After,After,0,2019,\N,105,"Drama,Romance",5.3,68609,nm1788310,"nm0573185,nm2309894,nm1788310,nm0079323,nm6849771",Jenny Gage,\N,\N,"director,writer,producer","tt4126476,tt5590718,tt19354162,tt0116310",After2019
"5,485",2019-04-12,Her Smell,"$2,500,000","$255,599","$306,217",2019,Her Smell2019,Her Smell2018,tt7942742,movie,Her Smell,Her Smell,0,2018,\N,136,"Drama,Music",6.0,8355,nm3504405,nm3504405,Alex Ross Perry,1984,\N,"director,writer,actor","tt5687814,tt7942742,tt1457742,tt3093546",Her Smell2018
"6,266",1957-04-13,12 Angry Men,"$340,000",$0,$379,1957,12 Angry Men1957,12 Angry Men1957,tt0050083,movie,12 Angry Men,12 Angry Men,0,1957,\N,96,"Crime,Drama",9.0,890263,nm0001486,nm0741627,Sidney Lumet,1924,2011,"director,writer,producer","tt0050083,tt0292963,tt0071877,tt0072890",12 Angry Men1957
"3,928",1978-04-13,F.I.S.T,"$11,000,000","$20,388,920","$20,388,920",1978,F.I.S.T1978,F.I.S.T.1978,tt0077531,movie,F.I.S.T.,F·I·S·T,0,1978,\N,145,"Crime,Drama,Thriller",6.4,8895,nm0422484,"nm0000390,nm0000230,nm0422484",Norman Jewison,1926,2024,"director,producer,actor","tt0070239,tt0061811,tt0093565,tt0174856",F.I.S.T.1978
"5,449",1984-04-13,Friday the 13th Part IV: The Final Chapter,"$2,600,000","$32,980,880","$32,981,717",1984,Friday the 13th Part IV: The Final Chapter1984,Friday the 13th: The Final Chapter1984,tt0087298,movie,Friday the 13th: The Final Chapter,Friday the 13th: The Final Chapter,0,1984,\N,91,"Horror,Thriller",6.0,61395,nm0957263,"nm0566699,nm0413826,nm0457725,nm0914536,nm0169231,nm0757239,nm0192446",Joseph Zito,1946,\N,"producer,director,writer","tt0087298,tt0087727,tt0082951,tt0089348",Friday the 13th: The Final Chapter1984
"3,706",1994-04-13,Serial Mom,"$13,000,000","$7,881,335","$7,884,087",1994,Serial Mom1994,Serial Mom1994,tt0111127,movie,Serial Mom,Serial Mom,0,1994,\N,95,"Comedy,Crime,Thriller",6.8,35369,nm0000691,nm0000691,John Waters,1946,\N,"actor,writer,director","tt0126604,tt0069089,tt0387575,tt0095270",Serial Mom1994
"2,482",2001-04-13,Bridget Jones's Diary,"$25,000,000","$71,500,556","$272,595,053",2001,Bridget Jones's Diary2001,Bridget Jones's Diary2001,tt0243155,movie,Bridget Jones's Diary,Bridget Jones's Diary,0,2001,\N,97,"Comedy,Drama,Romance",6.8,268478,nm0536632,"nm0276144,nm0203577,nm0193485",Sharon Maguire,1960,\N,"director,producer,writer","tt1473832,tt0243155,tt0984200,tt9204146",Bridget Jones's Diary2001
"2,292",2007-04-13,Goodbye Bafana,"$30,000,000",$0,"$2,717,302",2007,Goodbye Bafana2007,Goodbye Bafana2007,tt0438859,movie,Goodbye Bafana,Goodbye Bafana,0,2007,\N,118,"Biography,Drama,History",7.1,12303,nm0000806,"nm0000806,nm2186037,nm2188716,nm0490417",Bille August,1948,\N,"director,writer,cinematographer","tt0093713,tt0107151,tt0438859,tt0119683",Goodbye Bafana2007
"2,836",2007-04-13,Disturbia,"$20,000,000","$80,818,974","$118,537,627",2007,Disturbia2007,Disturbia2007,tt0486822,movie,Disturbia,Disturbia,0,2007,\N,105,"Crime,Drama,Mystery",6.8,261201,nm0142286,"nm0484907,nm0255296",D.J. Caruso,1965,\N,"director,producer,writer","tt1464540,tt1059786,tt1293847,tt0107843",Disturbia2007
