,budget,domestic_revenue,world_revenue,year,isAdult,runtimeMinutes,averageRating,numVotes
1303,16500000.0,13005485.0,16154786.0,2003,0,126.0,7.5,73513
1304,1300000.0,77755.0,90213.0,2003,0,85.0,6.1,5135
1305,60000000.0,50877145.0,90482317.0,2008,0,,7.2,7
1306,54000000.0,69951824.0,166617328.0,2008,0,123.0,7.6,318004
1307,50000000.0,97690976.0,225990976.0,2008,0,104.0,6.8,388384
1308,65000000.0,149260140.0,435292452.0,2012,0,158.0,7.5,349945
1309,52500000.0,95720716.0,134612435.0,2012,0,157.0,7.4,323785
1310,40000000.0,37134215.0,41742317.0,2012,0,95.0,5.8,40937
1311,91000000.0,58236838.0,187861183.0,2013,0,114.0,7.3,347456
1312,24000000.0,8031955.0,11723620.0,2013,0,172.0,5.4,50065
1313,95000000.0,17725785.0,108874967.0,2014,0,102.0,5.5,81357
1314,130000000.0,171958438.0,345606500.0,2018,0,130.0,6.7,96574
1315,17700000.0,372562.0,59505509.0,2019,0,,7.2,7
1316,13200000.0,1831718.0,30360375.0,2019,0,125.0,6.3,15014
1317,55000000.0,25857987.0,53913573.0,2005,0,93.0,5.4,133913
1318,6500000.0,4002293.0,20412841.0,2011,0,101.0,7.2,208655
1319,150000.0,0.0,5953701.0,2014,0,74.0,3.3,692
1320,100000000.0,28782481.0,126704591.0,2015,0,114.0,5.3,66968
1321,15000000.0,42725475.0,61788393.0,2015,0,98.0,6.2,85285
1322,9000000.0,13960394.0,36588512.0,2016,0,100.0,6.6,84175
1323,5000000.0,4799774.0,9371036.0,2016,0,87.0,5.3,14335
1324,3500000.0,890303.0,890303.0,2016,0,119.0,5.0,480
1325,300000.0,27099.0,48539.0,2016,0,76.0,6.2,14917
1326,90000000.0,186090535.0,485254377.0,2022,0,,7.2,7
1327,3180000.0,12241691.0,16420592.0,1946,0,130.0,8.6,507816
1328,7000000.0,21000000.0,97600000.0,1974,0,125.0,6.7,114943
1329,14000000.0,70001698.0,70001698.0,1989,0,145.0,7.2,118306
1330,140000.0,6706368.0,6706368.0,1989,0,91.0,7.5,27707
1331,40000000.0,70405498.0,205400000.0,1991,0,189.0,8.0,173087
1332,45000000.0,13668249.0,34668249.0,1995,0,192.0,7.1,33170
1333,55000000.0,50047179.0,151947179.0,1996,0,135.0,6.3,37992
1334,36000000.0,13052741.0,13052741.0,1996,0,130.0,6.7,12315
1335,23000000.0,12803305.0,12803305.0,1996,0,98.0,6.7,30486
1336,21500000.0,22331846.0,22331846.0,1996,0,101.0,6.5,16094
1337,15000000.0,103046663.0,173046640.0,1996,0,111.0,7.4,402159
1338,15000000.0,103046663.0,173046640.0,1996,0,,6.1,15
1339,12000000.0,63118386.0,63118386.0,1996,0,,7.2,7
1340,97000000.0,77730500.0,183124621.0,2002,0,167.0,7.5,480128
1341,60000000.0,93354918.0,199043309.0,2002,0,101.0,6.2,127897
1342,25000000.0,40108697.0,60694737.0,2002,0,,7.2,7
1343,7500000.0,10465659.0,11843260.0,2002,0,105.0,7.1,43783
1344,24000000.0,70269899.0,156229050.0,2006,0,102.0,7.1,234405
1345,19400000.0,8060487.0,15118795.0,2006,0,125.0,7.4,96824
1346,13000000.0,13756082.0,67867998.0,2006,0,141.0,7.8,171768
1347,90000000.0,102515793.0,239373970.0,2011,0,158.0,7.8,504172
1348,60000000.0,80070736.0,217370736.0,2012,0,130.0,7.0,372767
1349,35000000.0,67544505.0,90221182.0,2012,0,134.0,6.2,152885
1350,2000000.0,5132442.0,21087760.0,2012,0,125.0,6.4,35600
1351,80000000.0,36076121.0,123368842.0,2013,0,,7.2,7
1352,90000000.0,404508916.0,961632807.0,2017,0,119.0,7.0,463088
1353,42000000.0,30568743.0,41926605.0,2018,0,90.0,3.9,40030
1354,205000000.0,124481226.0,433845564.0,2023,0,124.0,5.6,98718
1355,1488000.0,184925486.0,187171725.0,1937,0,92.0,4.9,454
1356,20000000.0,35841901.0,35841901.0,1979,0,98.0,5.9,28564
1357,14000000.0,34700000.0,34700000.0,1988,0,119.0,7.5,76295
1358,26000000.0,91457688.0,202000000.0,1990,0,111.0,6.2,165402
1359,40000000.0,38087756.0,38087756.0,1994,0,,7.2,7
1360,15000000.0,50003303.0,50003303.0,1994,0,115.0,7.3,64737
1361,24000000.0,28871190.0,48308749.0,1999,0,127.0,7.3,217669
1362,78000000.0,170708996.0,317668058.0,2001,0,135.0,8.2,1003170
1363,72000000.0,27796042.0,37306334.0,2001,0,152.0,6.9,58389
1364,38000000.0,22770864.0,24515990.0,2001,0,98.0,5.5,11190
1365,25000000.0,80936232.0,102992536.0,2001,0,82.0,6.1,38704
1366,12000000.0,31155435.0,31222395.0,2001,0,93.0,6.2,62729
1367,140000000.0,110550000.0,203018919.0,2005,0,90.0,6.2,156333
1368,60000000.0,82571173.0,135015330.0,2005,0,94.0,5.5,63724
1369,16000000.0,1669971.0,2814566.0,2005,0,135.0,6.5,7054
1370,45000000.0,6566773.0,76904429.0,2006,0,,7.2,7
1371,6000000.0,3347411.0,7818479.0,2006,0,95.0,7.1,13557
1372,75000000.0,66661095.0,119512771.0,2007,0,102.0,7.0,126305
1373,35000000.0,18317151.0,20606053.0,2007,0,96.0,6.8,78264
1374,30000000.0,53695808.0,155769678.0,2007,0,126.0,7.0,220172
1375,10000000.0,6422.0,1537479.0,2007,0,93.0,3.9,6223
1376,7500000.0,3014696.0,8539003.0,2011,0,113.0,6.7,25797
1377,25000000.0,12512862.0,34153101.0,2012,0,91.0,6.7,8273
1378,125000000.0,54647948.0,240759682.0,2016,0,115.0,5.6,211156
1379,110000000.0,100014699.0,302239672.0,2016,0,116.0,7.0,461628
1380,40000000.0,31886361.0,52837989.0,2016,0,133.0,7.3,115155
1381,38000000.0,60323786.0,117425156.0,2016,0,111.0,6.2,127111
1382,9500000.0,12391761.0,305149461.0,2016,0,161.0,8.3,217350
1383,45000000.0,104897530.0,185736412.0,2017,0,93.0,5.8,73320
1384,60000000.0,47836282.0,70893782.0,2018,0,132.0,7.2,165513
1385,45000000.0,10763520.0,13086137.0,2018,0,116.0,6.2,26517
1386,3000000.0,17453440.0,54044481.0,2022,0,117.0,7.6,224906
1387,15900000.0,35611828.0,42816090.0,2023,0,132.0,7.6,92703
1388,3000000.0,51100000.0,124900000.0,1964,0,110.0,7.7,205731
1389,11000000.0,111897830.0,112040388.0,1965,0,197.0,7.9,83229
1390,5000000.0,7100000.0,7100000.0,1978,0,118.0,6.4,20216
1391,55000000.0,63408614.0,63408614.0,1989,0,,7.2,7
1392,26000000.0,77324422.0,201324422.0,1993,0,125.0,7.7,262042
1393,92000000.0,10017322.0,18517322.0,1995,0,124.0,5.7,31211
1394,60000000.0,75530832.0,100230832.0,1999,0,162.0,6.9,127155
1395,52000000.0,34580635.0,47407635.0,1999,0,118.0,7.4,139109
1396,85000000.0,233632142.0,427230516.0,2000,0,143.0,7.8,650894
1397,80000000.0,34566746.0,66554547.0,2000,0,145.0,7.3,63678
1398,60000000.0,75764085.0,124715863.0,2000,0,125.0,6.8,121272
1399,45000000.0,106807667.0,213420951.0,2000,0,109.0,6.3,235141
1400,45000000.0,15527125.0,18120267.0,2000,0,116.0,5.8,15867
1401,28000000.0,33000377.0,33000377.0,2000,0,99.0,4.9,37172
1402,26000000.0,45506619.0,75763814.0,2000,0,,7.2,7
1403,10000000.0,3041803.0,5149131.0,2000,0,135.0,7.0,8200
1404,4000000.0,75078.0,75078.0,2000,0,103.0,6.2,1759
1405,60000000.0,279167575.0,516567575.0,2004,0,115.0,6.3,291022
1406,17500000.0,23519128.0,36520451.0,2004,0,121.0,8.1,377710
1407,110000000.0,250863268.0,579446407.0,2006,0,108.0,6.5,385100
1408,80000000.0,59908565.0,100378271.0,2006,0,167.0,6.7,109386
1409,65000000.0,43545364.0,43545364.0,2006,0,131.0,7.0,65508
1410,100000000.0,148438600.0,310650574.0,2010,0,98.0,5.5,121003
1411,35000000.0,171243005.0,252276928.0,2010,0,,7.2,7
1412,15000000.0,20218921.0,20601987.0,2010,0,117.0,6.3,19104
1413,68000000.0,24449754.0,54462971.0,2017,0,135.0,5.8,129003
1414,50000000.0,81903458.0,179769457.0,2017,0,116.0,7.2,164892
1415,50000000.0,29819114.0,36976336.0,2017,0,134.0,7.2,98231
1416,30000000.0,28780744.0,53296424.0,2017,0,140.0,7.4,192355
1417,25000000.0,17501244.0,21038441.0,2017,0,113.0,5.5,21908
1418,100000000.0,37176373.0,121125300.0,2021,0,131.0,6.3,180356
1419,25000000.0,88319668.0,219819668.0,2023,0,103.0,6.1,126071
1420,5000000.0,28200000.0,28200000.0,1954,0,127.0,7.2,38030
1421,1200000.0,2000000.0,2000055.0,1956,0,105.0,7.4,32192
1422,3400000.0,31063038.0,31063038.0,1977,0,94.0,6.6,24260
1423,13000000.0,123922370.0,123922582.0,1987,0,121.0,7.3,157054
1424,35000000.0,33423000.0,99423000.0,1994,0,102.0,4.1,76535
1425,30000000.0,66502573.0,160502573.0,1994,0,133.0,7.5,187203
1426,52000000.0,36400491.0,97709034.0,1998,0,170.0,7.6,202475
1427,75000000.0,47379090.0,131492772.0,2005,0,164.0,7.5,242861
1428,8000000.0,3647381.0,19891331.0,2005,0,117.0,7.3,86585
1429,70000000.0,219614612.0,443483213.0,2009,0,88.0,4.6,55954
1430,50000000.0,75624550.0,118729073.0,2011,0,124.0,7.0,153843
1431,13000000.0,303877.0,509193.0,2011,0,127.0,4.7,34733
1432,46500000.0,7100177.0,23726626.0,2016,0,161.0,7.2,125087
1433,40000000.0,26844692.0,314101190.0,2016,0,107.0,5.5,102882
1434,110000000.0,16596054.0,64470244.0,2022,0,189.0,7.1,180288
1435,110000000.0,16596054.0,64470244.0,2022,0,151.0,7.5,15
1436,200000.0,8000000.0,8000000.0,1916,0,105.0,6.1,2056
1437,2627000.0,5363000.0,5363000.0,1943,0,120.0,6.9,2983
1438,2000000.0,23667907.0,23668859.0,1981,0,96.0,7.6,204108
1439,50000000.0,148478011.0,314111923.0,1997,0,139.0,7.7,323612
1440,45000000.0,71423726.0,90523726.0,1999,0,102.0,7.4,181998
1441,40000000.0,81292135.0,128792130.0,1999,0,139.0,7.4,255485
1442,36000000.0,14378353.0,14378353.0,1999,0,127.0,6.7,14668
1443,25000000.0,13038660.0,13038660.0,1999,0,145.0,7.3,23608
1444,24000000.0,8427204.0,8427204.0,1999,0,124.0,5.5,12492
1445,27000.0,8231.0,8231.0,1999,0,,7.2,7
1446,5000000.0,34469210.0,64200321.0,2003,0,109.0,7.3,164928
1447,112000000.0,42779261.0,232017848.0,2010,0,85.0,4.9,74661
1448,60000000.0,56451232.0,101134059.0,2015,0,124.0,6.6,147438
1449,36000000.0,2679437.0,157300954.0,2015,0,105.0,7.0,61304
1450,35000000.0,34531832.0,50363790.0,2015,0,123.0,7.1,101614
1451,2000000.0,13129846.0,13129846.0,1962,0,129.0,8.3,337696
1452,5500000.0,159616327.0,159616327.0,1973,0,129.0,8.3,284239
1453,8000000.0,24474312.0,24474312.0,1981,0,93.0,5.0,5903
1454,54000000.0,66666062.0,66786966.0,1990,0,162.0,7.6,431115
1455,30000000.0,74787599.0,74787599.0,1991,0,132.0,6.8,20213
1456,35000000.0,23365858.0,28391473.0,1992,0,140.0,6.6,25110
1457,25000000.0,56505065.0,56505065.0,1993,0,,7.2,7
1458,11000000.0,9170214.0,9170214.0,1993,0,118.0,7.7,257910
1459,27000000.0,44342956.0,53508356.0,1994,0,111.0,6.1,19255
1460,4000000.0,4301000.0,4301000.0,1995,0,,7.2,7
1461,18000000.0,4501094.0,7129670.0,1996,0,242.0,7.7,40524
1462,80000000.0,17650704.0,20841123.0,1997,0,177.0,6.1,80197
1463,28000000.0,5686694.0,5686694.0,1997,0,134.0,7.0,30865
1464,15000000.0,43057470.0,64252038.0,1997,0,97.0,7.1,89674
1465,12000000.0,39673162.0,74727492.0,1997,0,154.0,7.5,382203
1466,80000000.0,50632037.0,50632037.0,1998,0,114.0,5.7,31263
1467,60000000.0,56709981.0,56709981.0,1998,0,115.0,6.6,31480
1468,50000000.0,135014968.0,202173000.0,1998,0,115.0,6.8,124119
1469,50000000.0,91137662.0,159745279.0,1998,0,125.0,6.8,75915
1470,15000000.0,40283321.0,40283321.0,1998,0,104.0,6.6,138500
1471,109000000.0,58183966.0,87683966.0,2001,0,157.0,6.7,106899
1472,48000000.0,47095453.0,70937778.0,2001,0,118.0,6.4,90418
1473,35000000.0,11405825.0,24405825.0,2001,0,111.0,6.7,34092
1474,52000000.0,164606800.0,355612291.0,2002,0,141.0,8.1,1126517
1475,45000000.0,3681811.0,31681811.0,2002,0,108.0,4.3,8706
1476,80000000.0,95632614.0,165173909.0,2003,0,154.0,7.2,158155
1477,60000000.0,53789313.0,98819789.0,2003,0,119.0,6.3,114304
1478,40000000.0,138614544.0,190212113.0,2003,0,98.0,5.9,110571
1479,15000000.0,2281585.0,3393606.0,2003,0,112.0,6.2,6902
1480,45000000.0,48114556.0,48563556.0,2004,0,93.0,4.4,13149
1481,10600000.0,22163442.0,34409206.0,2004,0,88.0,5.4,20536
1482,70000000.0,42996140.0,88933562.0,2005,0,97.0,5.5,62500
1483,30000000.0,12712093.0,26184400.0,2005,0,135.0,6.7,90974
1484,76000000.0,35552383.0,69845011.0,2006,0,109.0,7.9,538020
1485,27500000.0,17510118.0,50578411.0,2006,0,92.0,7.4,85946
1486,45000000.0,93466502.0,174807445.0,2007,0,97.0,7.4,263259
1487,40000000.0,41797066.0,128884494.0,2007,0,,7.2,7
1488,40000000.0,40412817.0,103429755.0,2007,0,,7.2,7
1489,15000000.0,30226144.0,30261293.0,2007,0,126.0,7.5,63916
1490,7300000.0,4443403.0,25397187.0,2007,0,,7.2,7
1491,160000000.0,127509326.0,329631958.0,2008,0,166.0,7.8,707528
1492,90000000.0,83107829.0,203932174.0,2008,0,121.0,7.1,262910
1493,80000000.0,110101975.0,221468935.0,2008,0,99.0,6.0,102547
1494,60000000.0,143153751.0,247812011.0,2008,0,115.0,7.0,169922
1495,60000000.0,19806188.0,39006188.0,2008,0,103.0,4.7,63211
1496,2000000.0,2283849.0,13912289.0,2008,0,90.0,8.0,61053
1497,90000000.0,209028679.0,498438212.0,2009,0,128.0,7.6,680598
1498,85000000.0,112735375.0,224614744.0,2009,0,120.0,6.5,99643
1499,30000000.0,7689607.0,64352607.0,2009,0,123.0,6.8,154921
1500,17000000.0,2231474.0,8609949.0,2010,0,,7.2,7
1501,70000000.0,79883359.0,156815529.0,2011,0,146.0,7.2,167425
1502,40000000.0,31847881.0,55247881.0,2011,0,129.0,6.9,105758
1503,34800000.0,21443494.0,64626786.0,2011,0,89.0,4.9,64423
1504,100000000.0,162805434.0,449841566.0,2012,0,165.0,8.5,1736754
1505,25000000.0,77267296.0,120832383.0,2012,0,105.0,6.0,26953
1506,100000000.0,116949183.0,389816136.0,2013,0,180.0,8.2,1629416
1507,40000000.0,125095601.0,149804632.0,2013,0,121.0,7.5,311133
1508,40000000.0,29817991.0,69817991.0,2013,0,113.0,6.4,63365
1509,25000000.0,37738810.0,50738810.0,2013,0,121.0,7.2,96472
1510,65000000.0,115637895.0,163527824.0,2014,0,137.0,7.2,186360
1511,58000000.0,350126372.0,547326372.0,2014,0,133.0,7.3,539228
1512,56200000.0,128002372.0,212416317.0,2014,0,125.0,5.9,149427
1513,10000000.0,14482031.0,27317872.0,2014,0,106.0,7.0,100823
1514,135000000.0,183637894.0,532938302.0,2015,0,156.0,8.0,891264
1515,62000000.0,54117416.0,151813358.0,2015,0,168.0,7.8,673801
1516,50000000.0,150357137.0,241504989.0,2015,0,96.0,6.2,130694
1517,65000000.0,10378555.0,21774432.0,2016,0,129.0,6.4,60374
1518,25000000.0,169607287.0,229477688.0,2016,0,127.0,7.8,262920
1519,7000000.0,5664763.0,9353729.0,2016,0,119.0,7.3,50314
1520,50000000.0,25106325.0,56890649.0,2017,0,132.0,6.8,92452
1521,35000000.0,21198205.0,47505098.0,2017,0,130.0,7.4,148338
1522,9000000.0,1533324.0,5865489.0,2018,0,121.0,6.2,32199
1523,100000000.0,159227644.0,389140440.0,2019,0,119.0,8.2,700373
1524,100000000.0,66757013.0,165124093.0,2019,0,,7.2,7
1525,42000000.0,108095955.0,218838386.0,2019,0,135.0,7.8,255427
1526,25000000.0,36001502.0,50394773.0,2019,0,137.0,7.6,77626
1527,38000000.0,12668325.0,12668325.0,2020,0,118.0,6.8,97038
1528,6000000.0,2120992.0,36427155.0,2020,0,97.0,8.2,202008
1529,25000000.0,6545174.0,6682685.0,2021,0,131.0,6.0,3011
1530,50000000.0,64267657.0,108641148.0,2022,0,126.0,7.5,175438
1531,558000.0,900000.0,900000.0,1931,0,89.0,6.6,4004
1532,12000000.0,230956951.0,428824083.0,1973,0,122.0,8.1,466297
1533,18000000.0,41300105.0,58271886.0,2001,0,137.0,7.2,95710
1534,4000000.0,31273922.0,43766463.0,2001,0,111.0,7.0,95226
1535,25000000.0,40222514.0,77208672.0,2007,0,158.0,8.2,653714
1536,45000000.0,22951340.0,79604820.0,2008,0,119.0,7.3,227657
1537,11000000.0,18388357.0,56178935.0,2012,0,98.0,6.8,21589
1538,22500000.0,4200117.0,31054727.0,2014,0,111.0,7.0,78780
1539,14000000.0,4702420.0,37888043.0,2014,0,106.0,6.9,45205
1540,10300000.0,0.0,12478635.0,2018,0,,7.2,7
1541,11000000.0,81204830.0,81204830.0,1991,0,130.0,7.7,85713
1542,29000000.0,57141459.0,168841459.0,1995,0,129.0,8.0,655185
1543,48000000.0,124107476.0,208300000.0,2000,0,147.0,7.6,222305
1544,35000000.0,32539222.0,111874038.0,2002,0,150.0,8.5,936375
1545,30000000.0,170687518.0,306770545.0,2002,0,113.0,7.2,246720
1546,25000000.0,41675994.0,97030468.0,2002,0,110.0,7.5,142124
1547,10000000.0,1562800.0,3311924.0,2002,0,132.0,7.1,13891
1548,4000000.0,17639.0,17639.0,2002,0,110.0,5.6,4671
1549,63700000.0,2223293.0,133603463.0,2006,0,147.0,7.5,269076
1550,7000000.0,0.0,15193977.0,2012,0,,7.2,7
1551,10000000.0,0.0,39526616.0,2018,0,139.0,6.8,14865
1552,22000000.0,36471796.0,113152222.0,2019,0,113.0,7.8,418062
1553,95000000.0,108638745.0,159691085.0,2001,0,144.0,7.7,430909
1554,22000000.0,40270895.0,92542418.0,2001,0,132.0,7.6,156757
1555,15000000.0,23089926.0,87950928.0,2005,0,124.0,7.6,230906
1556,4000000.0,7159147.0,79250193.0,2007,0,,7.2,7
1557,7800000.0,0.0,61925449.0,2017,0,,7.2,7
1558,10000000.0,5470235.0,29062674.0,2018,0,98.0,7.2,40293
1559,6000000.0,0.0,585333.0,2018,0,87.0,6.3,5602
1560,12000000.0,95159005.0,181796517.0,2022,0,102.0,6.3,152550
1561,1606057.0,0.0,1029483.0,2022,0,,7.2,7
1562,1200000.0,6100000.0,6103885.0,1967,0,,7.2,7
1563,22000000.0,25842377.0,25842377.0,1993,0,131.0,7.3,20732
1564,31000000.0,82582604.0,106282604.0,1995,0,144.0,7.3,42205
1565,18000000.0,4100000.0,4100000.0,1995,0,117.0,6.6,10028
1566,11000000.0,39387284.0,83088295.0,1995,0,122.0,7.5,103080
1567,9200000.0,2684904.0,4199334.0,1995,0,110.0,7.3,15778
1568,38000000.0,50699241.0,73956241.0,1999,0,146.0,7.6,103723
1569,13000000.0,622023.0,1375635.0,2000,0,120.0,6.3,6682
1570,8000000.0,8279017.0,8279017.0,2000,0,92.0,6.9,44869
1571,30000000.0,3765585.0,18765585.0,2004,0,131.0,7.0,38688
1572,26000000.0,45489752.0,63463195.0,2004,0,109.0,6.5,56949
1573,4600000.0,708776.0,4880143.0,2004,0,95.0,6.9,26233
1574,30000000.0,3005605.0,35891257.0,2006,0,88.0,7.0,32548
1575,3300000.0,19875.0,19875.0,2006,0,85.0,6.6,16419
1576,2000000.0,0.0,3620902.0,2009,0,86.0,5.1,21057
1577,1000000.0,9737892.0,16566240.0,2010,0,112.0,7.3,214595
1578,125000000.0,33370166.0,61642798.0,2016,0,104.0,5.7,19347
1579,23000000.0,10660147.0,10660147.0,1999,0,102.0,7.0,24325
1580,35000000.0,33987757.0,116148537.0,2004,0,104.0,7.2,239766
1581,12000000.0,11050094.0,92863945.0,2004,0,119.0,7.5,117056
1582,42000000.0,5666340.0,8514325.0,2010,0,100.0,6.2,27438
1583,20000000.0,582024.0,873617.0,2010,0,101.0,6.3,61566
1584,13000000.0,106954678.0,331266710.0,2010,0,108.0,8.0,840821
1585,13000000.0,2037459.0,23014027.0,2010,0,,7.2,7
1586,15000000.0,37880356.0,52460543.0,2014,0,115.0,7.1,141100
1587,15000000.0,0.0,3925769.0,2015,0,98.0,6.7,319
1588,6000000.0,434640.0,4959039.0,2015,0,,7.2,7
1589,3400000.0,339754.0,2062173.0,2021,0,89.0,7.9,20014
1590,3900000.0,9000000.0,9000000.0,1925,0,,7.2,7
1591,1000000.0,213137.0,213137.0,2002,0,90.0,6.9,8854
1592,10000000.0,12589255.0,17300838.0,2005,0,96.0,6.7,46664
1593,18000000.0,2222862.0,25727044.0,2009,0,,7.2,7
1594,800000.0,7098492.0,24426169.0,2011,0,,7.2,7
1595,50000000.0,21587519.0,35380918.0,2015,0,134.0,7.3,165549
1596,7000000.0,0.0,6739989.0,2021,0,,7.2,7
1597,6000000.0,20400000.0,20400000.0,1946,0,,7.2,7
1598,2000000.0,7369373.0,7369373.0,1986,0,98.0,5.7,8574
1599,80000000.0,60507228.0,60518248.0,1999,0,,7.2,7
1600,29000000.0,16007718.0,33013805.0,2002,0,113.0,7.0,92872
1601,16000000.0,31631.0,31631.0,2008,0,92.0,6.2,7939
1602,20000000.0,5749134.0,8869722.0,2014,0,125.0,6.9,78918
1603,25000000.0,1513793.0,3771345.0,2015,0,98.0,5.9,24239
1604,10000000.0,21216148.0,49503117.0,2019,0,94.0,4.4,30220
1605,33500000.0,50000000.0,50000130.0,1981,0,195.0,7.3,25141
1606,18000000.0,19739000.0,19739000.0,1985,0,109.0,6.8,23778
1607,20000000.0,21541218.0,37226218.0,1998,0,105.0,4.6,51238
1608,6000000.0,4595000.0,21787233.0,1998,0,97.0,7.0,17314
1609,26000000.0,28544157.0,45043870.0,2009,0,105.0,7.1,153830
1610,25000000.0,83823381.0,166842739.0,2009,0,109.0,7.4,352303
1611,20000000.0,15988876.0,23661038.0,2009,0,88.0,5.7,32115
1612,20000000.0,9208876.0,9208876.0,2009,0,99.0,7.1,64438
1613,4300000.0,199228.0,9791282.0,2009,0,133.0,7.1,12734
1614,22000000.0,11330849.0,15434375.0,2013,0,116.0,6.7,126798
1615,16000000.0,0.0,1844228.0,2013,0,110.0,6.7,20036
1616,15000000.0,2653031.0,2733397.0,2015,0,127.0,5.9,10847
1617,125000000.0,316831246.0,795356912.0,2019,0,123.0,6.7,293394
1618,3000000.0,27274150.0,27301609.0,1973,0,130.0,7.7,137924
1619,35000000.0,27107960.0,27176825.0,1980,0,111.0,6.5,62811
1620,15000000.0,234760478.0,316300000.0,1984,0,105.0,7.4,219636
1621,10000000.0,138433435.0,225925989.0,1997,0,126.0,8.3,1099262
1622,140000000.0,111110575.0,456810575.0,2003,0,154.0,7.8,479401
1623,18000000.0,30272254.0,62646763.0,2003,0,94.0,5.3,47960
1624,9000000.0,16235738.0,16235738.0,2006,0,95.0,4.7,31077
1625,7000000.0,143495265.0,231450102.0,2007,0,96.0,7.4,555783
1626,35000000.0,8050977.0,10157534.0,2008,0,103.0,5.9,68004
1627,29000000.0,18622031.0,28452945.0,2008,0,122.0,7.7,113382
1628,12000000.0,8195551.0,8942516.0,2008,0,109.0,7.0,23428
1629,140000000.0,65014513.0,268314513.0,2014,0,150.0,6.0,181238
1630,5000000.0,0.0,74639.0,2014,0,94.0,4.5,11710
1631,100000000.0,15951040.0,85481904.0,2018,0,128.0,6.1,144437
1632,27000000.0,74888996.0,96900000.0,1991,0,110.0,7.2,82016
1633,80000000.0,32908290.0,158908290.0,1996,0,114.0,5.9,77744
1634,20000000.0,9725847.0,34600000.0,1996,0,101.0,6.7,39886
1635,60000000.0,32122249.0,54994757.0,2002,0,96.0,5.9,90303
1636,20000000.0,1190018.0,5345869.0,2002,0,107.0,7.3,351034
1637,18500000.0,22498520.0,32531756.0,2002,0,115.0,7.7,205809
1638,3500000.0,17504595.0,18495444.0,2002,0,90.0,5.9,7979
1639,175000000.0,38362475.0,151716815.0,2013,0,128.0,6.2,173460
1640,10600000.0,24084.0,261364.0,2013,0,98.0,5.5,39347
1641,160000000.0,335061807.0,1131849702.0,2018,0,143.0,6.8,529581
1642,5000000.0,0.0,5444.0,2019,0,97.0,4.7,5865
1643,125000000.0,218402312.0,628971104.0,2023,0,116.0,7.0,161767
1644,72000000.0,127306285.0,299026066.0,2023,0,,7.2,7
1645,35000000.0,82258456.0,139000000.0,1979,0,143.0,6.4,98113
1646,20000000.0,53976987.0,53980220.0,1990,0,105.0,7.9,535912
1647,85000000.0,183417150.0,450728529.0,2001,0,116.0,7.7,631748
1648,6000000.0,1030920.0,1290920.0,2001,0,84.0,6.3,3853
1649,1000000.0,1067481.0,2684207.0,2001,0,98.0,7.9,49263
1650,205000000.0,70107728.0,367262558.0,2007,0,113.0,6.1,198578
1651,30000000.0,50980159.0,129779728.0,2007,0,123.0,7.8,305041
1652,2600000.0,0.0,71248.0,2007,0,100.0,5.2,6527
1653,35000000.0,13103272.0,27805632.0,2012,0,105.0,5.7,31539
1654,5600000.0,385422.0,14683763.0,2012,0,141.0,4.4,8069
1655,25000000.0,16648499.0,48481754.0,2018,0,124.0,6.3,56309
1656,15700000.0,39282227.0,63288854.0,2018,0,103.0,5.8,30931
1657,13000000.0,3703182.0,12616995.0,2018,0,103.0,6.7,24451
1658,13000000.0,0.0,399198.0,2018,0,110.0,6.5,38207
1659,300000.0,0.0,3565259.0,2018,0,113.0,6.0,751
1660,15000000.0,50000000.0,50065119.0,1978,0,183.0,8.1,368128
1661,22000000.0,52767889.0,127767889.0,1982,0,191.0,8.0,241823
1662,16000000.0,53977250.0,53977250.0,1982,0,129.0,7.7,47092
1663,32000000.0,2899970.0,2899970.0,1999,0,132.0,6.8,9606
1664,75000000.0,68473360.0,213500000.0,2000,0,124.0,6.0,66139
1665,65000000.0,32598931.0,62761005.0,2000,0,135.0,6.3,59440
1666,35000000.0,15185241.0,33771965.0,2000,0,107.0,3.7,36665
1667,15000000.0,128519357.0,213966221.0,2000,0,120.0,7.9,284598
1668,65000000.0,52397389.0,131353165.0,2004,0,113.0,5.8,192610
1669,55000000.0,51225796.0,153770052.0,2004,0,143.0,7.2,132467
1670,100000000.0,57377916.0,171377916.0,2006,0,143.0,8.0,596107
1671,85000000.0,63280000.0,204920447.0,2006,0,136.0,7.0,329332
1672,40000000.0,50866635.0,121032272.0,2006,0,139.0,7.8,336960
1673,25000000.0,16655224.0,21970831.0,2006,0,90.0,5.4,12508
1674,45000000.0,54767494.0,115097874.0,2016,0,,7.2,7
1675,111000000.0,84410380.0,307491645.0,2017,0,108.0,6.7,65878
1676,22000000.0,6069605.0,6756412.0,2017,0,91.0,4.6,8545
1677,11000000.0,30014534.0,53797409.0,2017,0,119.0,7.5,247941
1678,10500000.0,177331.0,4942337.0,2017,0,,7.2,7
1679,100000000.0,38530322.0,74829369.0,2021,0,156.0,7.1,97943
1680,75000000.0,0.0,762858.0,2021,0,138.0,7.2,620034
1681,14000000.0,35856053.0,35856053.0,1981,0,126.0,6.8,20605
1682,25000000.0,45227398.0,45233082.0,1983,0,170.0,8.3,938064
1683,16000000.0,13854000.0,13854000.0,1988,0,105.0,5.4,28046
1684,15000000.0,111936388.0,216600000.0,1988,0,107.0,6.2,139921
1685,55000000.0,83015089.0,212200000.0,1994,0,128.0,6.2,55309
