budget,domestic_revenue,world_revenue,year,runtimeMinutes,averageRating,numVotes
26000000.0,110222438.0,160822438.0,2003,97.0,6.3,156561
60000000.0,100170152.0,217602967.0,2004,120.0,7.5,440414
30000000.0,20422207.0,21758371.0,2004,107.0,5.3,19267
7500000.0,197148.0,1788324.0,2004,93.0,6.1,21261
780000.0,1310470.0,1310470.0,2004,90.0,6.7,21553
500000.0,30500882.0,55518641.0,2004,79.0,5.8,57297
27000000.0,44089964.0,44270131.0,2008,119.0,6.2,31083
26000000.0,87341380.0,102404019.0,2008,111.0,6.9,361455
5000000.0,4078607.0,4815890.0,2008,110.0,6.8,18270
100000000.0,119219978.0,170936470.0,2010,107.0,6.6,293710
30000000.0,42400223.0,165889117.0,2010,107.0,6.2,60794
20000000.0,754301.0,754301.0,2010,82.0,5.7,55
14000000.0,1755212.0,4294635.0,2010,90.0,7.7,99613
10000000.0,4803.0,17704131.0,2010,108.0,6.1,30924
1500000.0,166980.0,1605139.0,2010,100.0,6.7,27824
25000000.0,12227722.0,28287489.0,2015,127.0,6.9,40230
5000000.0,43787265.0,58978477.0,2015,108.0,7.0,176508
9300000.0,19571091.0,19571091.0,1981,106.0,7.2,7
14400000.0,101157447.0,159157447.0,1992,130.0,8.2,443350
11000000.0,21171695.0,21171695.0,1992,92.0,6.1,17809
73000000.0,55591409.0,103891409.0,1998,98.0,6.1,88206
1000000.0,21210.0,21210.0,1998,88.0,5.8,3624
300000.0,10876.0,10876.0,1998,94.0,5.5,368
38000000.0,85846296.0,119721296.0,2002,100.0,5.3,74985
8000000.0,14018296.0,16585503.0,2002,93.0,6.4,47945
175000000.0,150201498.0,302469017.0,2009,118.0,5.7,216454
40000000.0,94125426.0,131516178.0,2009,123.0,7.0,130559
14000000.0,15515460.0,22815460.0,2009,98.0,6.5,77233
90000000.0,68559554.0,200859554.0,2013,106.0,5.7,128623
37000000.0,150394119.0,267816276.0,2013,110.0,7.0,495762
18000000.0,26839498.0,41166033.0,2015,101.0,6.0,25122
12000000.0,340536.0,1080362.0,2015,106.0,7.2,7
5000000.0,134552.0,143658.0,2015,88.0,6.3,35649
2000000.0,1477002.0,2279959.0,2015,102.0,6.8,34041
75000000.0,1115008.0,16288031.0,2019,106.0,7.2,7
30000000.0,1044212.0,1309971.0,2020,95.0,4.8,15761
25000000.0,148486482.0,345714478.0,2024,130.0,6.5,45703
15000000.0,36795065.0,75840315.0,2024,110.0,6.9,50628
4000000.0,11744471.0,11973397.0,1963,172.0,8.2,262858
8000000.0,52287414.0,52289686.0,1986,89.0,8.1,452162
175000.0,7137502.0,7137502.0,1986,84.0,6.8,16621
80000000.0,76118990.0,142783718.0,1997,135.0,6.7,108923
3000000.0,8823109.0,9981635.0,2001,106.0,7.2,7
70000000.0,116877597.0,207154748.0,2003,117.0,6.1,155630
6000000.0,13235267.0,18209872.0,2007,93.0,3.2,18138
30000000.0,63536011.0,133085295.0,2012,100.0,6.3,44847
125000000.0,191204754.0,485004754.0,2014,101.0,5.8,222836
50000000.0,47602194.0,150429371.0,2014,89.0,5.8,72473
22000000.0,54235441.0,94270488.0,2014,122.0,7.3,88476
11000000.0,3493000.0,9814566.0,2014,98.0,6.8,82368
11000000.0,3493000.0,9814566.0,2014,90.0,5.2,60
10000000.0,6809080.0,10290831.0,2018,113.0,6.2,5645
10000000.0,6809080.0,10290831.0,2018,124.0,6.5,7
49000000.0,60477943.0,120592276.0,2019,102.0,6.1,35917
28000000.0,68947075.0,104793708.0,2019,108.0,6.2,87581
70000000.0,54763229.0,54793434.0,1989,140.0,7.5,197685
16000000.0,29090445.0,29090445.0,1991,110.0,5.6,44923
50000.0,10426506.0,10426506.0,1995,98.0,6.6,8321
50000000.0,25426861.0,25426861.0,1996,101.0,5.7,81871
45000000.0,58617334.0,58617334.0,1996,113.0,5.8,64841
3000000.0,2962051.0,2962051.0,1996,107.0,6.9,22440
70000000.0,141930000.0,267200000.0,2002,124.0,5.8,188173
50000000.0,26199517.0,26199517.0,2002,110.0,6.4,48500
800000.0,881950.0,881950.0,2002,103.0,4.7,791
65000000.0,70278893.0,163295654.0,2006,129.0,6.0,88800
9000000.0,2450867.0,20395040.0,2012,103.0,7.0,15366
120000000.0,93050117.0,286192091.0,2013,109.0,6.6,476543
50000000.0,90282580.0,238059569.0,2013,106.0,7.2,7
178000000.0,145443742.0,527267828.0,2018,113.0,5.7,213090
15000000.0,49275340.0,93411426.0,2018,135.0,7.5,296570
38000000.0,12180032.0,15779261.0,2019,102.0,5.6,23288
18000000.0,26402818.0,33773963.0,2019,109.0,7.6,39876
15000000.0,11901145.0,19529914.0,2019,118.0,6.9,27663
10000000.0,4376820.0,4376820.0,2019,99.0,7.2,9842
6200000.0,20457158.0,23191551.0,2019,106.0,7.2,7
20000.0,0.0,849.0,2019,71.0,7.1,1268
45000000.0,13637180.0,20397648.0,2023,118.0,6.1,57665
4000000.0,3468572.0,3468572.0,1988,110.0,7.2,14880
15000000.0,529766.0,529766.0,1995,115.0,6.7,30159
1000000.0,779137.0,1425707.0,2000,88.0,6.6,9251
35000000.0,37629831.0,46309644.0,2006,101.0,6.8,12427
10000000.0,7027762.0,14321070.0,2006,93.0,5.4,41213
19500000.0,63859435.0,195790794.0,2017,123.0,7.3,453698
10000000.0,21120616.0,28717667.0,2017,104.0,7.3,166448
4000000.0,0.0,31166312.0,2017,106.0,7.2,7
35000.0,0.0,436536.0,2020,57.0,6.5,42235
85000000.0,162790990.0,404534588.0,2021,106.0,7.2,7
3000000.0,5644104.0,5679324.0,2022,110.0,6.7,719
5000000.0,0.0,401.0,1977,123.0,6.8,25549
60000000.0,136801374.0,290701374.0,1999,189.0,8.6,1441581
18000000.0,65535067.0,92935067.0,1999,88.0,5.7,81222
11900000.0,81897.0,81897.0,1999,91.0,5.4,1818
70000000.0,66432867.0,123954323.0,2003,125.0,8.0,464007
110000000.0,125531634.0,362989076.0,2004,125.0,6.5,420152
50000000.0,24006726.0,34806726.0,2004,119.0,7.2,213432
2000000.0,0.0,105377.0,2004,99.0,6.3,2966
400000.0,31425.0,31425.0,2004,106.0,7.2,7
32500000.0,34194407.0,112964875.0,2008,124.0,7.6,263847
300000.0,865695.0,1416046.0,2008,80.0,7.1,20053
155000000.0,104386950.0,418186950.0,2010,113.0,6.3,169047
100000000.0,67631157.0,278731369.0,2010,103.0,6.0,259548
20000000.0,277943.0,277943.0,2010,110.0,5.3,8264
20000000.0,277943.0,277943.0,2010,131.0,7.8,172
11000000.0,93617009.0,129262388.0,2010,116.0,7.8,393606
250000000.0,255119788.0,940323039.0,2014,144.0,7.4,584582
25000000.0,33680992.0,38718031.0,2014,111.0,6.0,74627
9000000.0,475488.0,475488.0,2021,116.0,5.7,2007
9000000.0,63600000.0,141200000.0,1965,130.0,6.9,129234
10000000.0,37402877.0,37402877.0,1968,153.0,7.4,42033
13000000.0,57300000.0,57386952.0,1974,202.0,9.0,1392494
16500000.0,43848100.0,43848100.0,1987,126.0,7.3,167423
70000000.0,119654823.0,300854823.0,1991,142.0,6.8,277491
33000000.0,141340178.0,236500000.0,1992,138.0,7.7,294389
12000000.0,27379507.0,31724550.0,1992,85.0,7.8,71612
16500000.0,42993774.0,134993774.0,1995,136.0,7.7,128519
70000000.0,70187658.0,117800000.0,1998,103.0,6.4,80425
50000000.0,34645374.0,34645374.0,1998,101.0,5.4,41424
26000000.0,100317794.0,279500000.0,1998,123.0,7.1,236502
17000000.0,16316273.0,16316273.0,1998,121.0,7.5,77505
10000000.0,17105219.0,19080435.0,1998,93.0,7.6,200573
95000000.0,44114232.0,94894448.0,2009,135.0,6.6,182523
60000000.0,37491364.0,124514011.0,2009,134.0,7.3,169361
7000000.0,9176000.0,28142379.0,2009,99.0,7.5,119089
1070000.0,164649.0,5348767.0,2009,150.0,7.5,22450
200000000.0,303003568.0,1014938545.0,2012,169.0,7.8,888199
2500000.0,1076075.0,6815821.0,2014,96.0,7.1,18476
28000000.0,70259870.0,132624681.0,2015,130.0,7.8,496826
7793000.0,0.0,12196.0,2015,106.0,7.2,7
2000000.0,0.0,926.0,2015,106.0,7.2,7
1000000.0,0.0,107590.0,2015,86.0,5.0,4504
84000000.0,174340174.0,428796000.0,2017,105.0,7.5,320829
2000000.0,2964816.0,15474659.0,2020,115.0,7.4,100517
3900000.0,28350000.0,28350000.0,1966,120.0,7.7,37885
20000000.0,49823037.0,49823037.0,1980,114.0,5.4,35479
12000000.0,79817937.0,79817937.0,1986,94.0,6.0,60710
40000000.0,51504653.0,65542212.0,1997,155.0,7.3,83983
24000000.0,101363301.0,172363301.0,1997,120.0,6.3,215783
20000000.0,10686841.0,10686841.0,1997,96.0,7.3,48453
80000000.0,124685242.0,266685242.0,2003,128.0,6.7,131037
55000000.0,33832741.0,63537164.0,2003,106.0,7.2,7
27000000.0,765637.0,1545064.0,2003,120.0,6.2,5668
12000000.0,11634362.0,43153588.0,2003,100.0,6.9,83458
2000000.0,4593598.0,15396525.0,2003,106.0,8.0,38560
80000000.0,79366978.0,237370350.0,2008,104.0,5.5,180613
58000000.0,1802521.0,31627370.0,2008,106.0,7.2,7
40000000.0,915840.0,915840.0,2008,106.0,7.2,7
25000000.0,148095302.0,274543085.0,2008,116.0,8.1,825726
20000000.0,33446470.0,53191101.0,2008,104.0,7.5,137504
2600000.0,39127.0,564474.0,2008,106.0,7.2,7
12500000.0,292562.0,9376444.0,2012,106.0,7.2,7
250000000.0,258241522.0,959358436.0,2013,161.0,7.8,718647
40000000.0,150098456.0,257858943.0,2013,138.0,7.2,504921
20000000.0,8110975.0,14740343.0,2014,148.0,6.6,112315
12000000.0,25317379.0,26001741.0,2014,102.0,6.4,27924
5500000.0,0.0,863895.0,2014,129.0,5.5,6279
90000000.0,190173195.0,374561597.0,2018,106.0,7.2,7
18000000.0,26828365.0,26828365.0,1989,122.0,7.8,146773
7500000.0,106593296.0,106593296.0,1989,99.0,7.3,119136
80000000.0,37771017.0,101371017.0,1996,106.0,6.4,248254
50000000.0,153952592.0,273552592.0,1996,139.0,7.3,292237
60000000.0,43254409.0,67312826.0,2002,116.0,6.4,84935
55000000.0,93932896.0,163838217.0,2002,105.0,5.4,97647
30000000.0,65005217.0,107054484.0,2002,125.0,7.2,134744
20000000.0,56398162.0,56398875.0,2002,118.0,6.0,36433
1000000.0,703.0,703.0,2002,96.0,5.3,633
19000000.0,2119994.0,2119994.0,2011,106.0,7.2,7
25000000.0,52543354.0,52543354.0,2013,106.0,7.2,7
262000000.0,620181382.0,1322581071.0,2017,152.0,6.9,683344
102000000.0,127195589.0,464731819.0,2018,114.0,6.7,193351
45000000.0,22345542.0,43092210.0,2019,131.0,7.5,100148
32000000.0,31762808.0,61404394.0,2019,109.0,6.8,129290
5000000.0,10429730.0,18526087.0,2019,92.0,3.5,19492
1000000.0,7800000.0,7803339.0,1949,100.0,7.0,11631
5000000.0,11000000.0,11018289.0,1957,80.0,6.4,7019
3500000.0,13000000.0,13007551.0,1967,134.0,7.9,29934
32000000.0,34175000.0,94875000.0,1979,118.0,5.8,36828
48000000.0,25928721.0,25928721.0,1984,129.0,6.5,20033
45000000.0,27447471.0,27504670.0,1984,137.0,6.3,183405
27500000.0,27187653.0,27187896.0,1984,164.0,7.3,21497
11000000.0,2844379.0,2844379.0,1995,123.0,6.8,10276
70000000.0,100614858.0,202726605.0,2001,136.0,6.9,289782
28000000.0,52353636.0,71430876.0,2001,110.0,7.6,317071
15000000.0,37882551.0,62401343.0,2001,89.0,5.8,118448
7000000.0,4720371.0,4720371.0,2001,113.0,6.2,4816
5500000.0,5580479.0,5692941.0,2001,91.0,7.0,19296
207000000.0,218080025.0,550517357.0,2005,187.0,7.2,453189
15000000.0,5027684.0,13454474.0,2005,106.0,7.2,7
150000000.0,256393010.0,585532684.0,2007,101.0,7.2,831883
55000000.0,217326974.0,362605033.0,2007,92.0,5.2,97091
20000000.0,15800078.0,74180745.0,2007,128.0,7.6,83073
250000.0,46026.0,284174.0,2007,92.0,7.1,11571
145000000.0,209397903.0,694713230.0,2011,132.0,7.4,535108
80000000.0,133107389.0,349088523.0,2011,87.0,4.4,40719
280200000.0,533539991.0,1055083596.0,2016,133.0,7.8,700234
50000000.0,103804407.0,173453994.0,2018,116.0,7.0,156322
12000000.0,14915773.0,21398371.0,2018,119.0,7.1,53087
8500000.0,30376755.0,122740616.0,2018,100.0,7.7,32905
650000.0,1447.0,1447.0,2018,101.0,7.1,72
200000000.0,814811535.0,1921206586.0,2021,148.0,8.2,912069
95000000.0,18550030.0,40712490.0,2023,130.0,6.4,57228
3900000.0,198680470.0,390516513.0,1939,100.0,6.5,47
4000000.0,21750000.0,21750000.0,1960,208.0,6.7,11695
2800000.0,86300000.0,86328827.0,1974,106.0,8.0,172059
55000000.0,134218018.0,300200000.0,1978,143.0,7.4,191082
20000000.0,10555348.0,10555348.0,1989,106.0,6.1,25013
25000000.0,96898818.0,322197130.0,1993,195.0,9.0,1482912
65000000.0,100458310.0,262758310.0,1995,104.0,7.1,386074
58000000.0,53458319.0,87100000.0,1995,127.0,6.3,45185
100000000.0,89630573.0,169630573.0,2000,78.0,7.4,231268
65000000.0,182805123.0,374105123.0,2000,127.0,6.5,226407
25000000.0,71309760.0,152500343.0,2000,121.0,7.2,204342
13000000.0,46729374.0,73180297.0,2000,83.0,5.5,147551
6000000.0,8596914.0,10557291.0,2000,122.0,7.0,29942
30000000.0,100492203.0,231928227.0,2004,132.0,8.1,732169
100000000.0,75030163.0,249488115.0,2006,104.0,5.1,131501
82500000.0,82985708.0,143985708.0,2006,97.0,6.3,47337
75000000.0,103365956.0,155620350.0,2006,130.0,6.6,78124
55000000.0,162586036.0,307311093.0,2006,117.0,8.0,574820
32000000.0,1308696.0,6678033.0,2006,105.0,6.0,26258
18900000.0,320700.0,26063572.0,2006,106.0,7.2,7
150000000.0,45157105.0,334486852.0,2016,103.0,5.9,150613
150000000.0,45157105.0,334486852.0,2016,72.0,6.8,65
10000000.0,21098470.0,23026243.0,2023,117.0,7.5,100139
15000000.0,37495385.0,69995047.0,1962,227.0,8.3,321172
24000000.0,33208099.0,33208213.0,1969,146.0,7.0,17296
13500000.0,53267000.0,53292989.0,1973,151.0,8.0,140259
25000000.0,172825435.0,412800000.0,1988,133.0,8.0,554834
16000000.0,127175374.0,246400000.0,1994,106.0,7.2,7
45000000.0,19398532.0,32952995.0,2005,106.0,7.2,7
18000000.0,60062868.0,92357499.0,2005,103.0,6.3,75980
8500000.0,39471742.0,47417251.0,2009,112.0,7.2,95593
200000000.0,172062763.0,399866199.0,2010,125.0,6.8,360457
7000000.0,1785645.0,17023121.0,2010,97.0,6.3,47241
125000000.0,186848418.0,535663443.0,2011,129.0,7.4,486598
25000000.0,2546747.0,38112154.0,2011,80.0,7.1,134295
533200000.0,936662225.0,2056046835.0,2015,138.0,7.8,986211
36000000.0,31016021.0,85309093.0,2016,97.0,6.8,106083
30000000.0,21858070.0,96589789.0,2016,57.0,7.6,34
24000000.0,57682904.0,64282881.0,2016,139.0,7.2,119897
200000000.0,46801036.0,166360232.0,2020,151.0,5.4,296601
190000000.0,40463197.0,159197755.0,2021,148.0,5.6,286802
2000000.0,18344729.0,18344866.0,1973,89.0,7.1,45213
14000000.0,116000000.0,139700000.0,1974,165.0,7.0,49259
4000000.0,15000000.0,15000000.0,1974,105.0,7.3,15712
23000000.0,52614445.0,90614445.0,1976,134.0,6.0,36294
15000000.0,177200000.0,177200262.0,1982,116.0,7.4,116506
45000000.0,100768056.0,187995859.0,1993,141.0,6.6,97976
5000000.0,20733485.0,21277770.0,1997,134.0,7.2,15094
105000000.0,140015224.0,298815224.0,1999,84.0,6.0,152204
90000000.0,58220776.0,87420776.0,1999,132.0,6.9,126480
75000000.0,39251128.0,39251128.0,1999,148.0,6.7,39381
37000000.0,22450975.0,48446802.0,1999,188.0,8.0,333061
20000000.0,6201757.0,7797434.0,1999,160.0,7.3,13657
94000000.0,381472917.0,1123837908.0,2003,201.0,9.0,2024105
110000000.0,102608827.0,208370892.0,2004,170.0,7.5,389172
100000000.0,118627117.0,212956024.0,2004,106.0,7.2,7
75000000.0,42044321.0,54344321.0,2004,131.0,6.4,89473
75000000.0,21009180.0,34009180.0,2004,113.0,6.1,57314
24000000.0,6144806.0,8292914.0,2004,118.0,6.7,15688
13300000.0,2086345.0,39686345.0,2004,106.0,7.2,7
10000000.0,228524.0,290875.0,2004,111.0,7.0,10120
6000000.0,26238243.0,46634275.0,2008,109.0,7.9,322742
237000000.0,785221649.0,2923706026.0,2009,162.0,7.9,1406740
120000000.0,30212620.0,49628177.0,2010,121.0,5.4,55306
80000000.0,100246011.0,204774690.0,2010,80.0,4.6,23733
12500000.0,2039869.0,2272186.0,2010,108.0,6.2,17837
5000000.0,2229058.0,6205034.0,2010,91.0,7.0,51574
11000000.0,0.0,82438670.0,2014,106.0,7.2,7
37000000.0,1243810.0,259425249.0,2015,106.0,7.2,7
100000000.0,27166770.0,75323946.0,2019,110.0,2.8,56704
60000000.0,11338107.0,37537773.0,2021,150.0,7.0,169130
3000000.0,33300000.0,33321094.0,1957,161.0,8.1,237028
10000000.0,6000000.0,6000000.0,1981,78.0,4.3,1712
28000000.0,79096868.0,258210860.0,1985,161.0,7.1,87819
15000000.0,94029472.0,94029472.0,1985,154.0,7.7,99021
200000000.0,674460013.0,2223048786.0,1997,194.0,7.9,1310362
65000000.0,115821495.0,250800000.0,1998,119.0,6.7,233329
60000000.0,101413188.0,218613188.0,1998,106.0,7.2,7
94000000.0,345115396.0,921715176.0,2002,179.0,8.8,1824878
100000000.0,48417850.0,95255485.0,2003,113.0,6.8,81331
80000000.0,19676965.0,56984219.0,2009,118.0,5.8,45540
58000000.0,29580087.0,80480566.0,2009,103.0,4.9,43194
35000000.0,11001272.0,31878891.0,2009,105.0,7.2,67416
50000000.0,127413176.0,172246223.0,2013,119.0,6.3,194577
11400000.0,0.0,27042499.0,2013,106.0,7.2,7
127000000.0,113746621.0,353756621.0,2014,98.0,6.2,138858
65000000.0,85911262.0,139829625.0,2014,118.0,5.4,41245
90000000.0,85886987.0,249517956.0,2015,92.0,4.9,23336
30000000.0,87044645.0,106030660.0,2015,118.0,6.0,70237
7300000.0,0.0,3364513.0,2015,106.0,7.2,7
275000000.0,515202542.0,1069951814.0,2019,141.0,6.4,505164
3000000.0,10000000.0,10000000.0,1961,179.0,8.3,87503
2900000.0,5000000.0,5000000.0,1961,136.0,7.1,8122
4000000.0,6000000.0,6000000.0,1969,143.0,6.2,19940
400000.0,0.0,18422.0,1973,106.0,7.2,7
30000000.0,38747385.0,38747385.0,1986,94.0,7.1,88711
10000000.0,4711220.0,4711220.0,1986,106.0,7.2,7
6000000.0,137963328.0,137978395.0,1986,120.0,8.1,446790
29000000.0,51636504.0,51636504.0,1990,121.0,7.8,162440
110000000.0,125304276.0,339504276.0,1997,119.0,6.5,207069
38000000.0,61894591.0,61894591.0,1997,98.0,6.5,61504
43000000.0,51768623.0,80013623.0,2000,136.0,7.3,90559
10000000.0,12008642.0,44567606.0,2000,111.0,6.7,76219
93000000.0,318651105.0,894316394.0,2001,178.0,8.9,2053933
12500000.0,21078145.0,23367586.0,2002,120.0,7.3,38979
4500000.0,13084595.0,25344490.0,2002,135.0,7.6,186134
65000000.0,63803100.0,141205169.0,2003,117.0,6.6,93358
16500000.0,13005485.0,16154786.0,2003,126.0,7.5,73513
1300000.0,77755.0,90213.0,2003,85.0,6.1,5135
60000000.0,50877145.0,90482317.0,2008,106.0,7.2,7
54000000.0,69951824.0,166617328.0,2008,123.0,7.6,318004
50000000.0,97690976.0,225990976.0,2008,104.0,6.8,388384
65000000.0,149260140.0,435292452.0,2012,158.0,7.5,349945
52500000.0,95720716.0,134612435.0,2012,157.0,7.4,323785
40000000.0,37134215.0,41742317.0,2012,95.0,5.8,40937
91000000.0,58236838.0,187861183.0,2013,114.0,7.3,347456
24000000.0,8031955.0,11723620.0,2013,172.0,5.4,50065
95000000.0,17725785.0,108874967.0,2014,102.0,5.5,81357
130000000.0,171958438.0,345606500.0,2018,130.0,6.7,96574
17700000.0,372562.0,59505509.0,2019,106.0,7.2,7
13200000.0,1831718.0,30360375.0,2019,125.0,6.3,15014
55000000.0,25857987.0,53913573.0,2005,93.0,5.4,133913
6500000.0,4002293.0,20412841.0,2011,101.0,7.2,208655
150000.0,0.0,5953701.0,2014,74.0,3.3,692
100000000.0,28782481.0,126704591.0,2015,114.0,5.3,66968
15000000.0,42725475.0,61788393.0,2015,98.0,6.2,85285
9000000.0,13960394.0,36588512.0,2016,100.0,6.6,84175
5000000.0,4799774.0,9371036.0,2016,87.0,5.3,14335
3500000.0,890303.0,890303.0,2016,119.0,5.0,480
300000.0,27099.0,48539.0,2016,76.0,6.2,14917
90000000.0,186090535.0,485254377.0,2022,106.0,7.2,7
3180000.0,12241691.0,16420592.0,1946,130.0,8.6,507816
7000000.0,21000000.0,97600000.0,1974,125.0,6.7,114943
14000000.0,70001698.0,70001698.0,1989,145.0,7.2,118306
140000.0,6706368.0,6706368.0,1989,91.0,7.5,27707
40000000.0,70405498.0,205400000.0,1991,189.0,8.0,173087
45000000.0,13668249.0,34668249.0,1995,192.0,7.1,33170
55000000.0,50047179.0,151947179.0,1996,135.0,6.3,37992
36000000.0,13052741.0,13052741.0,1996,130.0,6.7,12315
23000000.0,12803305.0,12803305.0,1996,98.0,6.7,30486
21500000.0,22331846.0,22331846.0,1996,101.0,6.5,16094
15000000.0,103046663.0,173046640.0,1996,111.0,7.4,402159
15000000.0,103046663.0,173046640.0,1996,106.0,6.1,15
12000000.0,63118386.0,63118386.0,1996,106.0,7.2,7
97000000.0,77730500.0,183124621.0,2002,167.0,7.5,480128
60000000.0,93354918.0,199043309.0,2002,101.0,6.2,127897
25000000.0,40108697.0,60694737.0,2002,106.0,7.2,7
7500000.0,10465659.0,11843260.0,2002,105.0,7.1,43783
24000000.0,70269899.0,156229050.0,2006,102.0,7.1,234405
19400000.0,8060487.0,15118795.0,2006,125.0,7.4,96824
13000000.0,13756082.0,67867998.0,2006,141.0,7.8,171768
90000000.0,102515793.0,239373970.0,2011,158.0,7.8,504172
60000000.0,80070736.0,217370736.0,2012,130.0,7.0,372767
35000000.0,67544505.0,90221182.0,2012,134.0,6.2,152885
2000000.0,5132442.0,21087760.0,2012,125.0,6.4,35600
80000000.0,36076121.0,123368842.0,2013,106.0,7.2,7
90000000.0,404508916.0,961632807.0,2017,119.0,7.0,463088
42000000.0,30568743.0,41926605.0,2018,90.0,3.9,40030
205000000.0,124481226.0,433845564.0,2023,124.0,5.6,98718
1488000.0,184925486.0,187171725.0,1937,92.0,4.9,454
20000000.0,35841901.0,35841901.0,1979,98.0,5.9,28564
14000000.0,34700000.0,34700000.0,1988,119.0,7.5,76295
26000000.0,91457688.0,202000000.0,1990,111.0,6.2,165402
40000000.0,38087756.0,38087756.0,1994,106.0,7.2,7
15000000.0,50003303.0,50003303.0,1994,115.0,7.3,64737
24000000.0,28871190.0,48308749.0,1999,127.0,7.3,217669
78000000.0,170708996.0,317668058.0,2001,135.0,8.2,1003170
72000000.0,27796042.0,37306334.0,2001,152.0,6.9,58389
38000000.0,22770864.0,24515990.0,2001,98.0,5.5,11190
25000000.0,80936232.0,102992536.0,2001,82.0,6.1,38704
12000000.0,31155435.0,31222395.0,2001,93.0,6.2,62729
140000000.0,110550000.0,203018919.0,2005,90.0,6.2,156333
60000000.0,82571173.0,135015330.0,2005,94.0,5.5,63724
16000000.0,1669971.0,2814566.0,2005,135.0,6.5,7054
45000000.0,6566773.0,76904429.0,2006,106.0,7.2,7
6000000.0,3347411.0,7818479.0,2006,95.0,7.1,13557
75000000.0,66661095.0,119512771.0,2007,102.0,7.0,126305
35000000.0,18317151.0,20606053.0,2007,96.0,6.8,78264
30000000.0,53695808.0,155769678.0,2007,126.0,7.0,220172
10000000.0,6422.0,1537479.0,2007,93.0,3.9,6223
7500000.0,3014696.0,8539003.0,2011,113.0,6.7,25797
25000000.0,12512862.0,34153101.0,2012,91.0,6.7,8273
125000000.0,54647948.0,240759682.0,2016,115.0,5.6,211156
110000000.0,100014699.0,302239672.0,2016,116.0,7.0,461628
40000000.0,31886361.0,52837989.0,2016,133.0,7.3,115155
38000000.0,60323786.0,117425156.0,2016,111.0,6.2,127111
9500000.0,12391761.0,305149461.0,2016,161.0,8.3,217350
45000000.0,104897530.0,185736412.0,2017,93.0,5.8,73320
60000000.0,47836282.0,70893782.0,2018,132.0,7.2,165513
45000000.0,10763520.0,13086137.0,2018,116.0,6.2,26517
3000000.0,17453440.0,54044481.0,2022,117.0,7.6,224906
15900000.0,35611828.0,42816090.0,2023,132.0,7.6,92703
3000000.0,51100000.0,124900000.0,1964,110.0,7.7,205731
11000000.0,111897830.0,112040388.0,1965,197.0,7.9,83229
5000000.0,7100000.0,7100000.0,1978,118.0,6.4,20216
55000000.0,63408614.0,63408614.0,1989,106.0,7.2,7
26000000.0,77324422.0,201324422.0,1993,125.0,7.7,262042
92000000.0,10017322.0,18517322.0,1995,124.0,5.7,31211
60000000.0,75530832.0,100230832.0,1999,162.0,6.9,127155
52000000.0,34580635.0,47407635.0,1999,118.0,7.4,139109
85000000.0,233632142.0,427230516.0,2000,143.0,7.8,650894
80000000.0,34566746.0,66554547.0,2000,145.0,7.3,63678
60000000.0,75764085.0,124715863.0,2000,125.0,6.8,121272
45000000.0,106807667.0,213420951.0,2000,109.0,6.3,235141
45000000.0,15527125.0,18120267.0,2000,116.0,5.8,15867
28000000.0,33000377.0,33000377.0,2000,99.0,4.9,37172
26000000.0,45506619.0,75763814.0,2000,106.0,7.2,7
10000000.0,3041803.0,5149131.0,2000,135.0,7.0,8200
4000000.0,75078.0,75078.0,2000,103.0,6.2,1759
60000000.0,279167575.0,516567575.0,2004,115.0,6.3,291022
17500000.0,23519128.0,36520451.0,2004,121.0,8.1,377710
110000000.0,250863268.0,579446407.0,2006,108.0,6.5,385100
80000000.0,59908565.0,100378271.0,2006,167.0,6.7,109386
65000000.0,43545364.0,43545364.0,2006,131.0,7.0,65508
100000000.0,148438600.0,310650574.0,2010,98.0,5.5,121003
35000000.0,171243005.0,252276928.0,2010,106.0,7.2,7
15000000.0,20218921.0,20601987.0,2010,117.0,6.3,19104
68000000.0,24449754.0,54462971.0,2017,135.0,5.8,129003
50000000.0,81903458.0,179769457.0,2017,116.0,7.2,164892
50000000.0,29819114.0,36976336.0,2017,134.0,7.2,98231
30000000.0,28780744.0,53296424.0,2017,140.0,7.4,192355
25000000.0,17501244.0,21038441.0,2017,113.0,5.5,21908
100000000.0,37176373.0,121125300.0,2021,131.0,6.3,180356
25000000.0,88319668.0,219819668.0,2023,103.0,6.1,126071
5000000.0,28200000.0,28200000.0,1954,127.0,7.2,38030
1200000.0,2000000.0,2000055.0,1956,105.0,7.4,32192
3400000.0,31063038.0,31063038.0,1977,94.0,6.6,24260
13000000.0,123922370.0,123922582.0,1987,121.0,7.3,157054
35000000.0,33423000.0,99423000.0,1994,102.0,4.1,76535
30000000.0,66502573.0,160502573.0,1994,133.0,7.5,187203
52000000.0,36400491.0,97709034.0,1998,170.0,7.6,202475
75000000.0,47379090.0,131492772.0,2005,164.0,7.5,242861
8000000.0,3647381.0,19891331.0,2005,117.0,7.3,86585
70000000.0,219614612.0,443483213.0,2009,88.0,4.6,55954
50000000.0,75624550.0,118729073.0,2011,124.0,7.0,153843
13000000.0,303877.0,509193.0,2011,127.0,4.7,34733
46500000.0,7100177.0,23726626.0,2016,161.0,7.2,125087
40000000.0,26844692.0,314101190.0,2016,107.0,5.5,102882
110000000.0,16596054.0,64470244.0,2022,189.0,7.1,180288
110000000.0,16596054.0,64470244.0,2022,151.0,7.5,15
200000.0,8000000.0,8000000.0,1916,105.0,6.1,2056
